tile,cluster,pit,area_m2,floor_px,n_ground_in_floor,n_reclaim_in_floor,depth_A_m,depth_B_m,d_depth_m,dz_floor_med,dz_floor_min,dz_ring_med
616591,6,3,27.078540778118263,111,76,1,0.36225453245430117,0.36242808480369604,0.00017355234939486763,0.0,-0.0281971361291653,0.0
616591,7,42,26.980582936450514,110,90,2,0.8588234578281799,0.8659587490209901,0.0071352911928102,0.0,-0.10632854730647523,0.0
616591,8,5,26.185876468631328,106,82,13,1.3181961388128798,1.3161898414238635,-0.002006297389016254,-3.136177858209521e-05,-0.1128822490632615,0.0
616591,9,7,33.37991886991401,132,106,7,1.064000840845324,1.059985677435975,-0.004015163409349043,-0.00012823856519617038,-0.27831380518995275,0.0
616591,10,8,31.810071539846827,129,98,12,1.0205542976723905,1.05312277603457,0.032568478362179576,0.0,-0.22698786689898043,0.0
616591,11,6,29.600195515556987,121,103,5,0.6990597135704775,0.6981097997506254,-0.0009499138198520996,0.0,-0.21046228106922626,0.0
616591,12,11,44.87956155142359,179,154,10,1.2060654460482283,1.2052769706124309,-0.0007884754357974089,0.0,-0.14110756641400712,0.0
616591,13,51,18.498082495601025,76,34,5,0.9535664795618004,0.9517938569550779,-0.001772622606722507,0.0,-0.1676777081227101,0.0
616591,14,45,44.826014964141116,182,108,0,0.27500292968846907,0.2771895459832763,0.0021866162948072088,0.0,-0.01953617185938583,0.0
616591,15,23,25.22875120328618,101,55,4,0.9396884137357802,0.9302176727098299,-0.009470741025950247,-5.684341886080802e-14,-0.12840400636531513,0.0
616591,16,41,38.012004249216396,155,80,11,0.48679557965061804,0.479338479123669,-0.007457100526949034,0.0,-0.2080017686685096,0.0
616591,17,58,34.64282509181227,139,57,14,1.5432361371161392,1.5427210981157486,-0.0005150390003905159,-0.015143450079733611,-0.3703701276656943,0.0
616591,18,49,23.47372958569783,94,30,7,1.1739798876119494,1.1709871853356617,-0.002992702276287673,0.0,-0.4158175244030531,0.0
616591,19,48,29.85407974632896,121,54,7,0.5348876636019213,0.5471392766066856,0.012251613004764295,0.0,-0.12261656793873499,0.0
616591,20,50,29.365148400114546,119,55,4,0.9791133100573575,0.972841878132499,-0.006271431924858462,0.0,-0.15875988520343753,0.0
616591,21,9,32.973166972188025,132,96,9,0.5822610793037484,0.581077571519188,-0.0011835077845603337,0.0,-0.0972935196692788,0.0
616591,21,10,37.707542368181194,152,102,2,0.8999383106073537,0.8998693057769174,-6.900483043636996e-05,0.0,-0.13687999303795095,0.0
616591,21,59,23.629253697199754,94,53,5,0.6935341764548184,0.6873585751217206,-0.006175601333097802,-0.0002407058889275504,-0.15233509045930305,0.0
616591,22,37,31.15014092774729,125,102,5,0.7699208489651141,0.7659372392573687,-0.003983609707745472,0.0,-0.17858555238171903,0.0
616591,23,38,35.408125271651414,144,96,2,0.7705644625689843,0.7640981796213282,-0.006466282947656055,0.0,-0.1305746246271724,0.0
