block,permit,name,status,spud_year,permit_year,on_chm_min,baseline_p75,deficit,x,y
e1426n2236,083-13382,WILTSIE LEASE 2 (HMA-2),DEP Orphan List,1800.0,,13.148193359375,26.28167724609375,13.13348388671875,701374.6180024425,4647008.5854096515
e1426n2236,083-13388,WILTSIE LEASE 11 (HMA-2),DEP Orphan List,1800.0,,18.061767578125,26.28167724609375,8.21990966796875,701279.7672957004,4646977.447089297
e1426n2236,083-57752,VANTINE 7,DEP Orphan List,1800.0,,0.03814697265625,26.28167724609375,26.2435302734375,703250.142428771,4646646.736317098
e1426n2236,083-57773,VANTINE 28,DEP Orphan List,1800.0,,0.07635498046875,26.28167724609375,26.205322265625,703466.2691503358,4646655.259611887
e1426n2236,083-57769,VANTINE 26,DEP Orphan List,1800.0,,,26.28167724609375,,703638.5458388361,4646723.208920185
e1426n2236,083-57753,VANTINE 8,DEP Orphan List,1800.0,,14.6798095703125,26.28167724609375,11.60186767578125,703285.0268360429,4646697.521067602
e1426n2236,083-57745,VANTINE 1,DEP Orphan List,1800.0,,,26.28167724609375,,702850.2686925263,4646262.907493443
e1426n2236,083-57750,VANTINE 5,DEP Orphan List,1800.0,,0.68817138671875,26.28167724609375,25.593505859375,703177.283223393,4646305.150131207
e1426n2236,083-57768,VANTINE 19,DEP Orphan List,1800.0,,,26.28167724609375,,703537.1557683973,4646671.404679212
e1426n2236,083-57761,VANTINE 16,DEP Orphan List,1800.0,,,26.28167724609375,,703473.2835946972,4646497.322653794
e1426n2236,083-57762,VANTINE 13,DEP Orphan List,1800.0,,3.5213623046875,26.28167724609375,22.76031494140625,703379.2991648235,4646621.318336733
e1426n2236,083-57749,VANTINE 4,DEP Orphan List,1800.0,,1.972900390625,26.28167724609375,24.30877685546875,703138.5038049909,4646616.648286522
e1426n2236,083-57765,VANTINE 24,DEP Orphan List,1800.0,,,26.28167724609375,,703605.10105867,4646732.251487303
e1426n2236,083-57767,VANTINE 25,DEP Orphan List,1800.0,,,26.28167724609375,,703647.0283505386,4646774.572037194
e1426n2236,083-57758,VANTINE 11,DEP Orphan List,1800.0,,0.91229248046875,26.28167724609375,25.369384765625,703358.8589965295,4646581.83748357
e1426n2236,083-57772,VANTINE 27,DEP Orphan List,1800.0,,,26.28167724609375,,703660.5080120707,4646564.922616109
e1426n2236,083-57774,VANTINE 29,DEP Orphan List,1800.0,,0.0283203125,26.28167724609375,26.25335693359375,703223.1909895705,4646539.058115632
e1426n2236,083-57760,VANTINE 23,DEP Orphan List,1800.0,,,26.28167724609375,,703576.5906103132,4646569.184112158
e1426n2236,083-57770,VANTINE 20,DEP Orphan List,1800.0,,,26.28167724609375,,703574.9721223621,4646741.389405032
e1426n2236,083-57751,VANTINE 6,DEP Orphan List,1800.0,,1.03009033203125,26.28167724609375,25.2515869140625,703180.2810352438,4646342.464263096
e1426n2236,083-57747,VANTINE 2,DEP Orphan List,1800.0,,15.32122802734375,26.28167724609375,10.96044921875,703124.9463768556,4646464.124077812
e1426n2236,083-57755,VANTINE 22,DEP Orphan List,1800.0,,,26.28167724609375,,703574.4603239003,4646701.367845731
e1426n2236,083-57771,VANTINE 21,DEP Orphan List,1800.0,,,26.28167724609375,,703574.4603239003,4646701.367845731
e1426n2236,083-57820,DELO KRIZ DEP 10,DEP Orphan List,1800.0,,,26.28167724609375,,702535.664454618,4649553.246048333
e1426n2236,083-57814,DELO KRIZ DEP 6,DEP Orphan List,1800.0,,,26.28167724609375,,702460.3044442139,4649433.297685528
e1426n2236,083-57816,DELO KRIZ DEP 7,DEP Orphan List,1800.0,,,26.28167724609375,,702566.8408897948,4649390.775561999
e1426n2236,083-57818,DELO KRIZ DEP 8,DEP Orphan List,1800.0,,,26.28167724609375,,702359.8753670005,4649581.568487792
e1426n2236,083-57811,DELO KRIZ DEP 5,DEP Orphan List,1800.0,,11.1812744140625,26.28167724609375,15.10040283203125,702480.8794823085,4649351.649014326
e1426n2236,083-57817,DELO KRIZ DEP 4,DEP Orphan List,1800.0,,,26.28167724609375,,702530.9596266416,4649630.90247384
e1426n2236,083-57748,VANTINE 3,DEP Orphan List,1800.0,,0.030029296875,26.28167724609375,26.25164794921875,703090.4456015443,4646582.601545796
e1426n2236,083-57764,VANTINE 17,DEP Orphan List,1800.0,,,26.28167724609375,,703493.1237653305,4646644.582781558
e1426n2236,083-57754,VANTINE 9,DEP Orphan List,1800.0,,5.13470458984375,26.28167724609375,21.14697265625,703299.3956426242,4646572.355733082
e1426n2236,083-57763,VANTINE 14,DEP Orphan List,1800.0,,0.80169677734375,26.28167724609375,25.47998046875,703433.1856578313,4646680.649491308
e1426n2236,083-57756,VANTINE 10,DEP Orphan List,1800.0,,0.18524169921875,26.28167724609375,26.096435546875,703343.9760260996,4646666.981243291
e1426n2236,083-57759,VANTINE 12,DEP Orphan List,1800.0,,14.70648193359375,26.28167724609375,11.5751953125,703364.9586562696,4646716.479290115
e1426n2236,083-57757,VANTINE 15,DEP Orphan List,1800.0,,0.10302734375,26.28167724609375,26.17864990234375,703447.9513566282,4646640.176738765
e1426n2236,083-57766,VANTINE 18,DEP Orphan List,1800.0,,,26.28167724609375,,703495.0648389857,4646576.849043922
e1426n2236,083-57738,YOHE 1,DEP Abandoned List,1800.0,,0.007293701171875,26.28167724609375,26.274383544921875,700938.8367779625,4649463.720252112
e1426n2236,083-57739,RT 346 UNK 1,DEP Abandoned List,1800.0,,0.006317138671875,26.28167724609375,26.275360107421875,701250.6200909675,4649464.778836696
e1426n2236,083-13389,WILTSIE LEASE 13 (HMA-2),DEP Orphan List,1800.0,,0.16241455078125,26.28167724609375,26.1192626953125,701406.0453328954,4646830.671914922
e1426n2236,083-13391,WILTSIE LEASE 16 (HMA-2),DEP Orphan List,1800.0,,13.36322021484375,26.28167724609375,12.91845703125,701422.8415110928,4646870.265417644
e1426n2236,083-11916,HOWE LEASE - WARRANT 4005 61,DEP Orphan List,1800.0,1995.0,0.26885986328125,26.28167724609375,26.0128173828125,702556.9542759659,4648400.662672522
e1426n2236,083-57719,WARRANT 3496 1,DEP Abandoned List,1800.0,,0.00494384765625,26.28167724609375,26.2767333984375,701293.5410276,4649460.217881068
e1426n2239,083-12016,BRADFORD 7,DEP Orphan List,1800.0,1995.0,,25.39410400390625,,704318.3982973868,4650253.706973506
e1426n2239,083-12024,BRADFORD J24,DEP Orphan List,1800.0,1995.0,,25.39410400390625,,704233.0576335317,4650354.934816927
e1426n2239,083-12025,BRADFORD J26,DEP Orphan List,1800.0,1995.0,,25.39410400390625,,704221.0606928256,4650345.365410123
e1426n2239,083-12035,BRADFORD E27,DEP Orphan List,1800.0,1995.0,6.750244140625,25.39410400390625,18.64385986328125,703972.8283672521,4650393.121094126
e1426n2239,083-12090,JACKSON G40,DEP Orphan List,1800.0,1995.0,0.05841064453125,25.39410400390625,25.335693359375,704046.0261319821,4651025.00816416
e1426n2239,083-12609,PENNBROOK 5,DEP Orphan List,1800.0,1995.0,16.6754150390625,25.39410400390625,8.71868896484375,701822.3458023524,4650603.978999726
e1426n2239,083-07412,JOHNSTON LOT 36 ZB143,DEP Orphan List,1800.0,1988.0,2.5833740234375,25.39410400390625,22.81072998046875,702149.7908859763,4651560.573463262
e1426n2239,083-07458,JOHNSTON LOT 37 ZB74,DEP Orphan List,1800.0,1988.0,18.8387451171875,25.39410400390625,6.55535888671875,702085.6799933714,4652122.728770605
e1426n2239,083-07491,JOHNSTON LOT 38 ZB95,DEP Orphan List,1800.0,1988.0,0.010009765625,25.39410400390625,25.38409423828125,701977.9003726647,4651945.628006453
e1426n2239,083-07548,JOHNSTON LOT 58 ZC30,DEP Orphan List,1800.0,1988.0,,25.39410400390625,,700987.1013395139,4652111.275811466
e1426n2239,083-07559,JOHNSTON LOT 58 ZC09,DEP Orphan List,1800.0,1988.0,,25.39410400390625,,700944.8289031546,4652400.5675323615
e1426n2239,083-07569,JOHNSTON LOT 58 ZC025,DEP Orphan List,1800.0,1988.0,,25.39410400390625,,701157.0833965417,4652174.106711489
e1426n2239,083-09491,DELO F3,DEP Orphan List,1800.0,1992.0,7.923095703125,25.39410400390625,17.47100830078125,702455.1075948335,4649615.401813959
e1426n2239,083-12026,BRADFORD L26,DEP Orphan List,1800.0,1995.0,,25.39410400390625,,704309.8035258804,4650344.809553258
e1426n2239,083-12059,JACKSON F40,DEP Orphan List,1800.0,1995.0,1.558349609375,25.39410400390625,23.83575439453125,703983.873152332,4651064.227395323
e1426n2239,083-12073,JACKSON 31 0,DEP Orphan List,1800.0,1995.0,22.853515625,25.39410400390625,2.54058837890625,704123.924480308,4650649.069657818
e1426n2239,083-12096,WILLIAMS 8N,DEP Orphan List,1800.0,1995.0,,25.39410400390625,,704199.7460858773,4650803.391504122
e1426n2239,083-07359,JOHNSTON LOT 35 ZB79,DEP Orphan List,1800.0,1988.0,19.324462890625,25.39410400390625,6.06964111328125,702542.8290069358,4652135.7762771705
e1426n2239,083-07462,JOHNSTON LOT 37 ZB87,DEP Orphan List,1800.0,1988.0,5.11407470703125,25.39410400390625,20.280029296875,702185.9537487878,4652028.016200019
e1426n2239,083-07500,JOHNSTON LOT 38 ZB120,DEP Orphan List,1800.0,1988.0,25.80767822265625,25.39410400390625,-0.41357421875,701926.1548539615,4651730.785208557
e1426n2239,083-07563,JOHNSTON LOT 58 ZC016,DEP Orphan List,1800.0,1988.0,,25.39410400390625,,700948.1185414953,4652284.531377707
e1426n2239,083-07566,JOHNSTON LOT 58 ZC019,DEP Orphan List,1800.0,1988.0,,25.39410400390625,,701268.1716731434,4652293.612062889
e1426n2239,083-09506,DELO 38,DEP Orphan List,1800.0,1992.0,7.4918212890625,25.39410400390625,17.90228271484375,702286.0638562776,4649884.180312524
e1426n2239,083-09512,DELO E17,DEP Orphan List,1800.0,1992.0,0.049835205078125,25.39410400390625,25.344268798828125,702357.0626127976,4650386.5106661795
e1426n2239,083-10236,BOYER FEE 26,DEP Abandoned List,1800.0,1994.0,0.00274658203125,25.39410400390625,25.391357421875,702603.4362193147,4650536.790800183
e1426n2239,083-12080,JACKSON E38,DEP Orphan List,1800.0,1995.0,0.23297119140625,25.39410400390625,25.1611328125,703919.214659685,4650925.342797476
e1426n2239,083-12608,PENNBROOK 4,DEP Orphan List,1800.0,1995.0,0.0,25.39410400390625,25.39410400390625,701770.4906989934,4650573.05433253
e1426n2239,083-38681,L S GREER SONS 28,DEP Orphan List,1800.0,1980.0,2.38311767578125,25.39410400390625,23.010986328125,701323.5309561694,4650805.16872378
e1426n2239,083-07402,JOHNSTON LOT 36 ZB100,DEP Orphan List,1800.0,1988.0,14.37261962890625,25.39410400390625,11.021484375,702318.7544976207,4651949.791322965
e1426n2239,083-07407,JOHNSTON LOT 36 ZB123,DEP Orphan List,1800.0,1988.0,0.0390625,25.39410400390625,25.35504150390625,702233.3853497073,4651739.876009219
e1426n2239,083-07460,JOHNSTON LOT 37 ZB76,DEP Orphan List,1800.0,1988.0,0.2904052734375,25.39410400390625,25.10369873046875,702274.5365627317,4652128.115354672
e1426n2239,083-07495,JOHNSTON LOT 38 ZB107,DEP Orphan List,1800.0,1988.0,9.50079345703125,25.39410400390625,15.893310546875,701831.4012294973,4651849.995946749
e1426n2239,083-07502,JOHNSTON LOT 38 ZB129,DEP Orphan List,1800.0,1988.0,20.33905029296875,25.39410400390625,5.0550537109375,701751.8948879149,4651640.36550565
e1426n2239,083-07545,JOHNSTON LOT 58 ZC9,DEP Orphan List,1800.0,1988.0,,25.39410400390625,,700977.2182570628,4652459.828417895
e1426n2239,083-07546,JOHNSTON LOT 58 ZC16,DEP Orphan List,1800.0,1988.0,,25.39410400390625,,700980.514784844,4652343.570149537
e1426n2239,083-10455,EMERSON W B MILLER EST 75,DEP Orphan List,1800.0,1994.0,,25.39410400390625,,704037.5949463993,4649251.221780482
e1426n2239,083-09497,DELO H2,DEP Orphan List,1800.0,1992.0,14.6763916015625,25.39410400390625,10.71771240234375,702531.1630898165,4649586.011954808
e1426n2239,083-09507,DELO C5,DEP Orphan List,1800.0,1992.0,9.58819580078125,25.39410400390625,15.805908203125,702306.8181331265,4649769.975440889
e1426n2239,083-10437,EMERSON W B MILLER EST 4,DEP Orphan List,1800.0,1994.0,,25.39410400390625,,704008.4123893442,4649204.7077533025
e1426n2239,083-10461,EMERSON W B MILLER EST 81,DEP Orphan List,1800.0,1994.0,,25.39410400390625,,704004.9067151845,4649326.628849398
e1426n2239,083-10469,EMERSON W B MILLER EST I1,DEP Orphan List,1800.0,1994.0,,25.39410400390625,,703960.9175634137,4649264.353238295
e1426n2239,083-12072,JACKSON 29,DEP Orphan List,1800.0,1995.0,0.1241455078125,25.39410400390625,25.26995849609375,703918.6010145501,4650684.281440849
e1426n2239,083-12082,JACKSON E41,DEP Orphan List,1800.0,1995.0,5.2413330078125,25.39410400390625,20.15277099609375,703925.1625982793,4651096.21154155
e1426n2239,083-12097,WILLIAMS J33,DEP Orphan List,1800.0,1995.0,,25.39410400390625,,704184.205009296,4650709.593503829
e1426n2239,083-12105,WILLIAMS K38,DEP Orphan List,1800.0,1995.0,,25.39410400390625,,704224.010082705,4650968.564964087
e1426n2239,083-38678,L S GREER SONS 25,DEP Orphan List,1800.0,1980.0,0.2230224609375,25.39410400390625,25.17108154296875,701404.0903038539,4651398.883832966
e1426n2239,083-07299,JOHNSTON LOT 34 ZB114,DEP Orphan List,1800.0,1988.0,8.0428466796875,25.39410400390625,17.35125732421875,702534.2585112414,4651867.040991463
e1426n2239,083-07353,JOHNSTON LOT 35 ZB65,DEP Orphan List,1800.0,1988.0,0.09967041015625,25.39410400390625,25.29443359375,702376.8944456361,4652221.830150887
e1426n2239,083-09499,DELO H4,DEP Orphan List,1800.0,1992.0,0.15277099609375,25.39410400390625,25.2413330078125,702527.8485587342,4649710.826999324
e1426n2239,083-10450,EMERSON W B MILLER EST 44,DEP Orphan List,1800.0,1994.0,,25.39410400390625,,704282.7012945995,4649212.599779211
e1426n2239,083-10471,EMERSON W B MILLER EST 9N,DEP Orphan List,1800.0,1994.0,,25.39410400390625,,704326.6053400221,4649274.875164311
e1426n2239,083-07464,JOHNSTON LOT 37 108,DEP Orphan List,1800.0,1988.0,,25.39410400390625,,702080.3514734264,4652518.976636654
e1426n2239,083-09510,DELO E7,DEP Orphan List,1800.0,1992.0,4.97247314453125,25.39410400390625,20.421630859375,702383.9762630287,4649884.972776188
e1426n2239,083-10468,EMERSON W B MILLER EST G1,DEP Orphan List,1800.0,1994.0,,25.39410400390625,,703958.2904748389,4649355.738479126
e1426n2239,083-12034,BRADFORD E25,DEP Orphan List,1800.0,1995.0,18.893310546875,25.39410400390625,6.50079345703125,703983.3475137335,4650289.738153884
e1426n2239,083-12044,BRADFORD 21N,DEP Orphan List,1800.0,1995.0,,25.39410400390625,,704282.7455171362,4650219.007178221
e1426n2239,083-12063,JACKSON H37,DEP Orphan List,1800.0,1995.0,0.01031494140625,25.39410400390625,25.3837890625,704086.3245219736,4650906.812633412
e1426n2239,083-12069,JACKSON 4,DEP Orphan List,1800.0,1995.0,0.0277099609375,25.39410400390625,25.36639404296875,703950.4826676582,4651170.064245201
e1426n2239,083-38670,L S GREER SONS 15,DEP Orphan List,1800.0,1980.0,16.041259765625,25.39410400390625,9.35284423828125,701256.2527534778,4651025.51632068
e1426n2239,083-07358,JOHNSTON LOT 35 ZB78,DEP Orphan List,1800.0,1988.0,0.11077880859375,25.39410400390625,25.2833251953125,702448.2349847821,4652133.074043876
e1426n2239,083-12028,BRADFORD 10N,DEP Orphan List,1800.0,1995.0,,25.39410400390625,,704231.3086326072,4650415.673361383
e1426n2239,083-12047,JACKSON 17,DEP Orphan List,1800.0,1995.0,8.08184814453125,25.39410400390625,17.312255859375,704091.6352582716,4650609.911114581
e1426n2239,083-38671,L S GREER SONS 18,DEP Orphan List,1800.0,1980.0,6.169189453125,25.39410400390625,19.22491455078125,701199.8166895297,4651293.401712207
e1426n2239,083-12022,BRADFORD H24,DEP Orphan List,1800.0,1995.0,,25.39410400390625,,704104.958239435,4650250.673399117
e1426n2239,083-12040,BRADFORD I 27,DEP Orphan List,1800.0,1995.0,,25.39410400390625,,704167.7810485968,4650398.730439672
e1426n2239,083-12053,JACKSON 34 0,DEP Orphan List,1800.0,1995.0,0.13543701171875,25.39410400390625,25.2586669921875,703945.0663043113,4650819.289020523
e1426n2239,083-12061,JACKSON H33,DEP Orphan List,1800.0,1995.0,1.96124267578125,25.39410400390625,23.432861328125,704091.5469456319,4650716.705929762
e1426n2239,083-12074,JACKSON B,DEP Orphan List,1800.0,1995.0,7.17608642578125,25.39410400390625,18.218017578125,704030.5241949409,4650509.023585271
e1426n2239,083-12081,JACKSON E40,DEP Orphan List,1800.0,1995.0,14.84674072265625,25.39410400390625,10.54736328125,703927.797097404,4651004.603972675
e1426n2239,083-12083,JACKSON E43,DEP Orphan List,1800.0,1995.0,0.24151611328125,25.39410400390625,25.152587890625,703922.448220894,4651190.595127513
e1426n2239,083-12085,JACKSON G32,DEP Orphan List,1800.0,1995.0,4.090576171875,25.39410400390625,21.30352783203125,704025.4833325469,4650684.243846407
e1426n2239,083-12095,WILLIAMS 6N,DEP Orphan List,1800.0,1995.0,,25.39410400390625,,704178.3817107521,4650623.854618434
e1426n2239,083-38663,L S GREER SONS 7,DEP Orphan List,1800.0,1980.0,15.35162353515625,25.39410400390625,10.04248046875,701325.8956399903,4651396.440749702
e1426n2239,083-09494,DELO F8,DEP Orphan List,1800.0,1992.0,4.8011474609375,25.39410400390625,20.59295654296875,702432.1143433487,4649930.020325365
e1426n2239,083-09511,DELO E9,DEP Orphan List,1800.0,1992.0,16.72052001953125,25.39410400390625,8.673583984375,702376.5372104854,4649991.667168184
e1426n2239,083-07414,JOHNSTON LOT 36 ZB145,DEP Orphan List,1800.0,1988.0,9.26873779296875,25.39410400390625,16.1253662109375,702329.7159487538,4651565.705904233
e1426n2239,083-07517,JOHNSTON LOT 38 ZB091,DEP Orphan List,1800.0,1988.0,3.28082275390625,25.39410400390625,22.11328125,701979.412630447,4651892.551122496
e1426n2239,083-07523,JOHNSTON LOT 38 ZB0113,DEP Orphan List,1800.0,1988.0,22.499267578125,25.39410400390625,2.89483642578125,701802.1068430744,4651696.692506472
e1426n2239,083-07404,JOHNSTON LOT 36 ZB111,DEP Orphan List,1800.0,1988.0,17.74566650390625,25.39410400390625,7.6484375,702230.2526364811,4651849.694031932
e1426n2239,083-07406,JOHNSTON LOT 36 ZB122,DEP Orphan List,1800.0,1988.0,1.72601318359375,25.39410400390625,23.6680908203125,702153.945342134,4651737.610338832
e1426n2239,083-07494,JOHNSTON LOT 38 ZB106,DEP Orphan List,1800.0,1988.0,15.58404541015625,25.39410400390625,9.81005859375,701739.7857828748,4651847.388205974
e1426n2239,083-07510,JOHNSTON LOT 38 ZB076,DEP Orphan List,1800.0,1988.0,15.8133544921875,25.39410400390625,9.58074951171875,701702.3003325809,4651981.899307916
e1426n2239,083-10480,TRAM A5,DEP Orphan List,1800.0,1994.0,,25.39410400390625,,704011.2262691599,4649631.75433163
e1426n2239,083-12021,BRADFORD F26,DEP Orphan List,1800.0,1995.0,11.02978515625,25.39410400390625,14.36431884765625,704019.9752918022,4650339.578283658
e1426n2239,083-12037,BRADFORD G25,DEP Orphan List,1800.0,1995.0,19.0377197265625,25.39410400390625,6.35638427734375,704072.9819113219,4650304.318791174
e1426n2239,083-12051,JACKSON 28,DEP Orphan List,1800.0,1995.0,0.96044921875,25.39410400390625,24.43365478515625,703965.6430739282,4650642.95983469
e1426n2239,083-12088,JACKSON G37,DEP Orphan List,1800.0,1995.0,17.352294921875,25.39410400390625,8.04180908203125,704026.4479703538,4650912.9800245175
e1426n2239,083-12610,PENNBROOK 6,DEP Orphan List,1800.0,1995.0,11.6650390625,25.39410400390625,13.72906494140625,701889.8272133591,4650566.559973269
e1426n2239,083-38679,L S GREER SONS 26,DEP Orphan List,1800.0,1980.0,7.93585205078125,25.39410400390625,17.458251953125,701255.9299618115,4651247.208891837
e1426n2239,083-07300,JOHNSTON LOT 34 ZB115,DEP Orphan List,1800.0,1988.0,0.12939453125,25.39410400390625,25.26470947265625,702637.9556203156,4651873.338217132
e1426n2239,083-07411,JOHNSTON LOT 36 ZB135,DEP Orphan List,1800.0,1988.0,0.0,25.39410400390625,25.39410400390625,702327.275910899,4651651.206207225
e1426n2239,083-07356,JOHNSTON LOT 35 ZB68,DEP Orphan List,1800.0,1988.0,12.00384521484375,25.39410400390625,13.3902587890625,702651.1377722418,4652229.998649841
e1426n2239,083-07461,JOHNSTON LOT 37 ZB86,DEP Orphan List,1800.0,1988.0,16.06805419921875,25.39410400390625,9.3260498046875,702088.4593632856,4652025.236132727
e1426n2239,083-07501,JOHNSTON LOT 38 ZB121,DEP Orphan List,1800.0,1988.0,2.96966552734375,25.39410400390625,22.4244384765625,702023.7360336109,4651733.565260318
e1426n2239,083-09501,DELO H8,DEP Orphan List,1800.0,1992.0,15.24395751953125,25.39410400390625,10.150146484375,702537.36677216,4649917.688893913
e1426n2239,083-10448,EMERSON W B MILLER EST 41,DEP Orphan List,1800.0,1994.0,,25.39410400390625,,704313.1134282993,4649213.475471488
e1426n2239,083-12066,JACKSON H43,DEP Orphan List,1800.0,1995.0,0.15789794921875,25.39410400390625,25.2362060546875,704076.9105432688,4651225.266786189
e1426n2239,083-12092,JACKSON G42,DEP Orphan List,1800.0,1995.0,19.10284423828125,25.39410400390625,6.291259765625,704018.6057681036,4651171.134946173
e1426n2239,083-12100,WILLIAMS L33,DEP Orphan List,1800.0,1995.0,,25.39410400390625,,704291.2404845847,4650707.119492412
e1426n2239,083-12103,WILLIAMS K36,DEP Orphan List,1800.0,1995.0,,25.39410400390625,,704230.2980202069,4650865.393680793
e1426n2239,083-38660,L S GREER SONS 1,DEP Orphan List,1800.0,1980.0,,25.39410400390625,,700946.8418288643,4650793.929069117
e1426n2239,083-07417,JOHNSTON LOT 36 ZB156,DEP Orphan List,1800.0,1988.0,8.96923828125,25.39410400390625,16.42486572265625,702328.1239953307,4651511.095739404
e1426n2239,083-07360,JOHNSTON LOT 35 ZB80,DEP Orphan List,1800.0,1988.0,8.53179931640625,25.39410400390625,16.8623046875,702632.5359196154,4652138.340069709
e1426n2239,083-07416,JOHNSTON LOT 36 ZB155,DEP Orphan List,1800.0,1988.0,6.50164794921875,25.39410400390625,18.8924560546875,702239.983168656,4651508.580975764
e1426n2239,083-07492,JOHNSTON LOT 38 ZB96,DEP Orphan List,1800.0,1988.0,0.05718994140625,25.39410400390625,25.3369140625,701920.249974355,4651938.095763146
e1426n2239,083-07524,JOHNSTON LOT 38 ZB0114,DEP Orphan List,1800.0,1988.0,2.59613037109375,25.39410400390625,22.7979736328125,701899.6884320062,4651699.47083369
e1426n2239,083-07525,JOHNSTON LOT 38 ZB0115,DEP Orphan List,1800.0,1988.0,16.41497802734375,25.39410400390625,8.9791259765625,701984.8330980488,4651708.119408415
e1426n2239,083-07542,JOHNSTON LOT 56 ZC0114,DEP Orphan List,1800.0,1988.0,,25.39410400390625,,700951.0635370848,4651385.140501935
e1426n2239,083-07562,JOHNSTON LOT 58 ZC012,DEP Orphan List,1800.0,1988.0,,25.39410400390625,,701264.8767883601,4652409.648252641
e1426n2239,083-09500,DELO H6,DEP Orphan List,1800.0,1992.0,9.4600830078125,25.39410400390625,15.93402099609375,702535.4251174687,4649825.951406751
e1426n2239,083-10435,EMERSON W B MILLER EST 2,DEP Orphan List,1800.0,1994.0,,25.39410400390625,,704064.9376022974,4649358.805134312
e1426n2239,083-12091,JACKSON G41,DEP Orphan List,1800.0,1995.0,0.2857666015625,25.39410400390625,25.10833740234375,704013.2127529953,4651110.746495738
e1426n2239,083-38687,L S GREER SONS 34,DEP Orphan List,1800.0,1980.0,0.00860595703125,25.39410400390625,25.385498046875,701126.9557537996,4650851.487788902
e1426n2239,083-07363,JOHNSTON LOT 35 ZB90,DEP Orphan List,1800.0,1988.0,0.2786865234375,25.39410400390625,25.11541748046875,702450.8512733502,4652041.466437486
e1426n2239,083-07401,JOHNSTON LOT 36 ZB99,DEP Orphan List,1800.0,1988.0,9.17755126953125,25.39410400390625,16.216552734375,702227.4714712766,4651947.186688833
e1426n2239,083-10457,EMERSON W B MILLER EST 77,DEP Orphan List,1800.0,1994.0,,25.39410400390625,,704124.9680391598,4649390.981967162
e1426n2239,083-09481,DELO I 5,DEP Orphan List,1800.0,1992.0,7.08941650390625,25.39410400390625,18.3046875,702569.4465856025,4649793.250533125
e1426n2239,083-10464,EMERSON W B MILLER EST 84,DEP Orphan List,1800.0,1994.0,,25.39410400390625,,704190.7786169361,4649225.1787209585
e1426n2239,083-12046,JACKSON 16,DEP Orphan List,1800.0,1995.0,,25.39410400390625,,704134.2203234073,4650611.136747304
e1426n2239,083-12065,JACKSON H41,DEP Orphan List,1800.0,1995.0,6.57861328125,25.39410400390625,18.81549072265625,704064.35264202,4651119.997250424
e1426n2239,083-12086,JACKSON G34,DEP Orphan List,1800.0,1995.0,0.06976318359375,25.39410400390625,25.3243408203125,704033.8136676503,4650760.719649624
e1426n2239,083-12045,BRADFORD 1,DEP Orphan List,1800.0,1995.0,19.83416748046875,25.39410400390625,5.5599365234375,703865.0288894112,4650424.916885916
e1426n2239,083-12052,JACKSON 30,DEP Orphan List,1800.0,1995.0,16.47564697265625,25.39410400390625,8.91845703125,703942.2560518956,4650605.613883888
e1426n2239,083-12101,WILLIAMS K32,DEP Orphan List,1800.0,1995.0,,25.39410400390625,,704248.2287176896,4650645.869558988
e1426n2239,083-38676,L S GREER SONS 23,DEP Orphan List,1800.0,1980.0,15.0504150390625,25.39410400390625,10.34368896484375,701204.6784005028,4651332.434685264
e1426n2239,083-07294,JOHNSTON LOT 34 ZB102,DEP Orphan List,1800.0,1988.0,11.4268798828125,25.39410400390625,13.96722412109375,702434.5884916361,4651954.87627343
e1426n2239,083-07357,JOHNSTON LOT 35 ZB77,DEP Orphan List,1800.0,1988.0,8.20697021484375,25.39410400390625,17.1871337890625,702379.281630407,4652138.217416695
e1426n2239,083-07405,JOHNSTON LOT 36 ZB112,DEP Orphan List,1800.0,1988.0,1.90020751953125,25.39410400390625,23.493896484375,702321.5369199018,4651852.298657594
e1426n2239,083-07468,JOHNSTON LOT 37 ZB012,DEP Orphan List,1800.0,1988.0,,25.39410400390625,,702103.1828190914,4652572.969982181
e1426n2239,083-12540,KRIZ 9,DEP Orphan List,1800.0,1995.0,,25.39410400390625,,702503.5652047838,4649312.2897979785
e1426n2239,083-12607,PENNBROOK 3,DEP Orphan List,1800.0,1995.0,0.0740966796875,25.39410400390625,25.32000732421875,701765.3869650484,4650641.698064837
e1426n2239,083-09484,DELO 22,DEP Orphan List,1800.0,1992.0,17.97467041015625,25.39410400390625,7.41943359375,702489.9001004059,4650049.57822096
e1426n2239,083-09505,DELO 25,DEP Orphan List,1800.0,1992.0,0.128662109375,25.39410400390625,25.26544189453125,702743.9198056716,4650042.943080649
e1426n2239,083-07459,JOHNSTON LOT 37 ZB75,DEP Orphan List,1800.0,1988.0,14.70916748046875,25.39410400390625,10.6849365234375,702181.5992835432,4652125.463959711
e1426n2239,083-07486,JOHNSTON LOT 38 ZB82,DEP Orphan List,1800.0,1988.0,23.308349609375,25.39410400390625,2.08575439453125,701838.9033230852,4651673.847172885
e1426n2239,083-07514,JOHNSTON LOT 38 ZB088,DEP Orphan List,1800.0,1988.0,0.00213623046875,25.39410400390625,25.3919677734375,701705.3228430555,4651884.413782311
e1426n2239,083-07565,JOHNSTON LOT 58 ZC018,DEP Orphan List,1800.0,1988.0,,25.39410400390625,,701153.7841518498,4652290.364949514
e1426n2239,083-10445,EMERSON W B MILLER EST 35,DEP Orphan List,1800.0,1994.0,,25.39410400390625,,704143.2823052726,4649284.82298015
