block,permit,name,status,spud_year,permit_year,oldest_for,on_chm,off_chm,deficit,x,y
e1423n2235,083-10706,WILSON 10,DEP Orphan List,1800.0,1995.0,,19.85356903076172,21.06988525390625,1.2163162231445312,699914.6392508185,4648234.39285293
e1423n2235,083-42918,MELVIN 012,DEP Abandoned List,1800.0,1984.0,,17.711044311523438,20.63619041442871,2.9251461029052734,698614.2890314454,4648853.52452665
e1423n2235,083-11873,MIDDLEBROUGH 9 A,DEP Orphan List,1800.0,1995.0,,19.9704647064209,21.002002716064453,1.0315380096435547,700257.6373815892,4647974.5795276025
e1423n2235,083-10693,LAWTON 124,DEP Orphan List,1800.0,1995.0,,17.599899291992188,20.651899337768555,3.052000045776367,699362.0528031224,4648371.203136487
e1423n2235,083-11708,BROOKS 28,DEP Orphan List,1800.0,1995.0,,,,,697630.3496621673,4648916.840799077
e1423n2235,083-11850,MIDDLEBROUGH 2,DEP Orphan List,1800.0,1995.0,,,24.995162963867188,,700537.8182612283,4647067.579508668
e1423n2235,083-12409,WILTSIE LEASE 22,DEP Orphan List,1800.0,1995.0,,20.869529724121094,23.81247901916504,2.9429492950439453,700131.9333814636,4647025.6780278655
e1423n2235,083-12116,K & D 20,DEP Orphan List,1800.0,1995.0,,,,,700714.6664571017,4647918.923245653
e1423n2235,083-12118,K & D 75,DEP Orphan List,1800.0,1995.0,,17.308631896972656,19.946796417236328,2.638164520263672,700622.50085445,4648083.675552548
e1423n2235,083-42044,MELVIN 225,DEP Abandoned List,1800.0,1983.0,,12.283693313598633,7.001791000366211,-5.281902313232422,698523.1655490301,4647927.744336833
e1423n2235,083-42965,MELVIN 172,DEP Abandoned List,1800.0,1984.0,,0.14130309224128723,2.6217479705810547,2.4804448783397675,698490.510397504,4648072.183030909
e1423n2235,083-10686,LAWTON 17,DEP Orphan List,1800.0,1995.0,,,,,700003.434151078,4648877.208004193
e1423n2235,083-10702,LAWTON 8,DEP Orphan List,1800.0,1995.0,,21.378686904907227,20.729122161865234,-0.6495647430419922,700051.9685545885,4648238.151362761
e1423n2235,083-10682,LAWTON 9,DEP Orphan List,1800.0,1995.0,,18.126998901367188,20.437408447265625,2.3104095458984375,699803.4257440191,4648398.951215059
e1423n2235,083-12014,WHITEHEAD WH 13,DEP Orphan List,1800.0,1995.0,,26.240203857421875,25.26857566833496,-0.9716281890869141,700448.0196106152,4648264.550530073
