component_id,area_m2,bbox_h_px,bbox_w_px,aspect_ratio_bbox,eccentricity,elongation_pca,solidity_bbox,road_prob_max,road_prob_mean,pit_prob_max,centroid_x,centroid_y,overlaps_labeled_pit,classification
483,254.75,37,34,1.088235294117647,0.3926037694185614,1.0873019592624273,0.8100158982511924,0.3864465057849884,0.21091575920581818,0.838226318359375,620692.4303238469,4595192.0063788025,False,COMPACT_OTHER_FP
484,293.75,41,36,1.1388888888888888,0.5706228090184041,1.2177119407600339,0.7960704607046071,0.391987681388855,0.1840524822473526,0.9140167236328125,621219.4302127659,4595190.871063829,True,TRUE_PIT_LABELED
485,159.25,30,27,1.1111111111111112,0.49964593602073354,1.154428172701048,0.7864197530864198,0.305400013923645,0.13468283414840698,0.7597503662109375,622704.0408163265,4595188.340659341,False,COMPACT_OTHER_FP
486,244.75,39,33,1.1818181818181819,0.5034981048353372,1.1574123235958869,0.7606837606837606,0.3121054172515869,0.1605508178472519,0.8259124755859375,620582.6986721144,4595184.297242084,False,COMPACT_OTHER_FP
487,238.0,34,37,1.088235294117647,0.6469001374316286,1.3113468967327273,0.7567567567567568,0.43269336223602295,0.2038428634405136,0.8104705810546875,620035.6024159663,4595178.148109243,False,COMPACT_OTHER_FP
488,192.75,31,31,1.0,0.49224175621791133,1.1488198057517032,0.8022892819979188,0.5148695111274719,0.23087549209594727,0.7918319702148438,620188.9130998703,4595178.48767834,False,ROAD_LIKE_COMPACT
489,122.0,36,24,1.5,0.8001353822373589,1.6671683512150939,0.5648148148148148,0.25497472286224365,0.17987480759620667,0.6813735961914062,620867.9200819673,4595177.314549181,False,COMPACT_OTHER_FP
490,202.5,34,31,1.096774193548387,0.5598188241276892,1.206833031009854,0.7685009487666035,0.4985964298248291,0.2143850028514862,0.725677490234375,620432.1944444445,4595176.166049383,False,COMPACT_OTHER_FP
491,197.25,34,30,1.1333333333333333,0.5508254650091782,1.1981494003859685,0.7735294117647059,0.6111125349998474,0.3965461850166321,0.7412872314453125,620947.0342205323,4595173.24904943,False,ROAD_LIKE_COMPACT
492,157.25,33,25,1.32,0.6326897366363325,1.2913133379570445,0.7624242424242424,0.47978562116622925,0.3297196328639984,0.6971931457519531,622204.8076311606,4595169.021462639,True,TRUE_PIT_LABELED
493,224.25,37,34,1.088235294117647,0.6360697168348982,1.295955231827482,0.7130365659777425,0.6520224809646606,0.3413378894329071,0.8842315673828125,622333.613154961,4595167.626532887,True,TRUE_PIT_LABELED
494,170.0,28,32,1.1428571428571428,0.4503475273840702,1.120004757799296,0.7589285714285714,0.28961262106895447,0.16033589839935303,0.7418975830078125,620326.2669117647,4595167.733823529,False,COMPACT_OTHER_FP
495,140.75,23,29,1.2608695652173914,0.6032462917939747,1.2538320897511384,0.8440779610194903,0.47457030415534973,0.1427662968635559,0.763641357421875,619927.134991119,4595158.977797513,False,COMPACT_OTHER_FP
496,257.5,38,35,1.0857142857142856,0.47377163144170137,1.1355278110043021,0.7744360902255639,0.40907323360443115,0.14875240623950958,0.88006591796875,619524.4223300971,4595146.182524272,False,COMPACT_OTHER_FP
497,174.5,30,30,1.0,0.18211074583997025,1.0170063538928824,0.7755555555555556,0.30642324686050415,0.20231646299362183,0.754364013671875,623307.0078796562,4595147.828796562,False,COMPACT_OTHER_FP
498,160.5,31,31,1.0,0.7731622951926496,1.5767692214267717,0.668054110301769,0.5226285457611084,0.23398138582706451,0.680908203125,623671.4657320873,4595147.894859813,False,ROAD_LIKE_COMPACT
499,184.5,30,30,1.0,0.3926246893033503,1.087312517274674,0.82,0.500244140625,0.17643636465072632,0.839599609375,622085.3861788618,4595146.977642276,True,TRUE_PIT_LABELED
500,113.5,27,22,1.2272727272727273,0.5982798102177609,1.247991891683739,0.7643097643097643,0.39291903376579285,0.14562787115573883,0.67724609375,619782.7125550661,4595146.863436123,False,COMPACT_OTHER_FP
501,175.25,30,29,1.0344827586206897,0.3098333558339237,1.0517559899726454,0.8057471264367816,0.44146230816841125,0.235975980758667,0.76153564453125,621892.0263908702,4595146.188302425,False,COMPACT_OTHER_FP
502,210.75,30,35,1.1666666666666667,0.5629549623806863,1.2099395456131496,0.8028571428571428,0.584745466709137,0.1774238795042038,0.78985595703125,619676.8712930012,4595142.674970344,False,ROAD_LIKE_COMPACT
503,176.0,29,30,1.0344827586206897,0.40988371233534926,1.0963255928204914,0.8091954022988506,0.4182225465774536,0.14141477644443512,0.7455291748046875,623932.6186079546,4595129.678267046,False,COMPACT_OTHER_FP
504,224.5,36,34,1.0588235294117647,0.3143112030201481,1.0533855781863863,0.7336601307189542,0.4066852033138275,0.1813325583934784,0.9132080078125,621752.0473273942,4595102.853006681,True,TRUE_PIT_LABELED
505,155.0,32,30,1.0666666666666667,0.6509951550563068,1.3173809305650754,0.6458333333333334,0.3697132468223572,0.14625374972820282,0.8450927734375,621961.3629032258,4595103.070967742,True,TRUE_PIT_LABELED
