pit_bottom_elev_m,rim_mean_elev_m,rim_max_elev_m,depth_from_rim_mean_m,depth_from_rim_max_m,rim_radius_m,effective_radius_m,diameter_m,aspect_ratio,rim_symmetry_std_m,volume_approx_m3,lrm5_depth_m,lrm11_depth_m,slope_inner_deg,original_index,x,y,tile,notes,max_zscore,mean_zscore,mahalanobis,iso_anomaly_score,anomaly_rank
462.6870,463.1395,463.7441,0.4525,1.0571,3.5000,5.0990,7.0000,0.0646,0.2464,5.8045,-0.2142,-0.3784,11.5462,501,619672.6333,4596483.7156,dem_9t_1m,,1.4965,0.7775,3.0893,0.4422,227
486.5734,487.4137,487.6357,0.8403,1.0623,4.5000,5.0990,9.0000,0.0934,0.1159,17.8192,-0.1678,-0.5902,8.5921,97,620476.8576,4594665.9394,dem_9t_1m,,1.2033,0.6228,3.0880,0.4314,228
483.3785,484.0718,484.3754,0.6933,0.9969,7.0000,5.6569,14.0000,0.0495,0.2028,35.5734,-0.2511,-0.5459,10.8488,201,620202.1765,4593739.0340,dem_9t_1m,,1.0048,0.5762,3.0833,0.4377,229
587.5618,588.4870,589.5178,0.9252,1.9561,5.5000,5.8310,11.0000,0.0841,0.6241,29.3092,-0.0650,-0.5714,3.3149,568,700373.5398,4648397.0695,dem_mk5_1m,,1.1541,0.5406,3.0815,0.4535,230
445.0957,446.1790,447.5027,1.0833,2.4071,7.0000,6.0828,14.0000,0.0774,0.9352,55.5893,-0.0509,-0.5327,2.6081,335,623955.9876,4597132.1726,dem_9t_1m,,1.7160,1.0839,3.0799,0.4854,231
458.3661,459.4671,460.0057,1.1011,1.6397,5.0000,5.0990,10.0000,0.1101,0.4973,28.8261,-0.2396,-0.7977,11.5670,298,619683.9350,4596751.8450,dem_9t_1m,,1.4526,0.6715,3.0766,0.4341,232
454.8283,455.5893,456.0107,0.7609,1.1823,5.5000,5.3852,11.0000,0.0692,0.5818,24.1044,-0.2073,-0.5497,14.4968,60,622185.1893,4594826.3069,dem_9t_1m,,1.1265,0.2943,3.0758,0.4137,233
455.3809,456.6737,457.8790,1.2928,2.4981,6.5000,5.6569,13.0000,0.0994,0.8776,57.2008,-0.1702,-0.8588,9.1042,520,620583.6507,4595183.8533,dem_9t_1m,,1.8089,0.9327,3.0666,0.4945,234
555.8394,556.6569,558.4297,0.8175,2.5903,7.0000,5.6569,14.0000,0.0584,1.4724,41.9484,-0.1758,-0.3705,9.0757,677,700089.7952,4647272.9997,dem_mk5_1m,,2.4569,0.7531,3.0641,0.4578,235
524.0108,524.0853,524.6716,0.0745,0.6608,3.0000,5.0990,6.0000,0.0124,0.3976,0.7018,-0.0590,0.0433,10.7134,674,698915.4576,4648532.5470,dem_mk5_1m,,1.8538,1.2979,3.0628,0.5224,236
470.4180,470.6107,471.5221,0.1927,1.1041,7.0000,6.0000,14.0000,0.0138,0.5004,9.8858,-0.0545,-0.0952,3.5806,183,621264.7026,4593923.9565,dem_9t_1m,,1.5467,1.0242,3.0599,0.4784,237
405.4902,406.1719,407.1445,0.6817,1.6543,5.0000,5.0495,10.0000,0.0682,0.8797,17.8477,-0.3300,-0.5831,12.6085,342,623436.1082,4595606.9310,dem_9t_1m,,1.3481,0.5882,3.0559,0.4665,238
432.0711,432.2262,432.4254,0.1550,0.3542,3.5000,5.0990,7.0000,0.0221,0.1966,1.9887,-0.0904,-0.0994,2.9714,322,622184.0735,4596226.0690,dem_9t_1m,,1.6735,1.2788,3.0552,0.4830,239
462.0730,462.8154,464.4564,0.7424,2.3834,6.0000,5.3852,12.0000,0.0619,0.8858,27.9867,-0.1788,-0.5028,7.7478,286,622178.5045,4596979.8450,dem_9t_1m,,1.3636,0.3624,3.0519,0.4304,240
460.5542,461.6709,463.3700,1.1167,2.8158,7.0000,5.8310,14.0000,0.0798,0.9783,57.2993,-0.1996,-0.6303,8.5976,112,620444.7542,4595319.1464,dem_9t_1m,,2.0108,0.9572,3.0517,0.4587,241
423.8607,424.1655,424.5820,0.3048,0.7213,3.5000,5.6569,7.0000,0.0435,0.1792,3.9101,-0.0892,-0.1777,4.9301,323,622300.3666,4596197.8966,dem_9t_1m,,1.4965,0.9926,3.0448,0.4656,242
457.7216,457.9060,457.9395,0.1844,0.2179,4.5000,5.0495,9.0000,0.0205,0.0249,3.9101,-0.0498,-0.1243,1.7838,616,698187.7691,4647416.6334,dem_mk5_1m,,1.8775,1.2511,3.0444,0.5098,243
484.6516,485.2351,485.3981,0.5835,0.7466,3.5000,5.0990,7.0000,0.0834,0.1627,7.4856,-0.2079,-0.3763,10.6663,179,620221.3403,4593625.8530,dem_9t_1m,,1.4965,0.8294,3.0425,0.4515,244
479.4467,480.5654,481.1330,1.1187,1.6864,6.5000,5.6569,13.0000,0.0861,0.4275,49.4978,-0.3776,-0.8614,16.4379,312,619825.1247,4596296.8276,dem_9t_1m,,1.5803,0.9173,3.0416,0.4637,245
442.7046,443.0504,443.4807,0.3459,0.7762,6.5000,6.0000,13.0000,0.0266,0.3989,15.3034,-0.1052,-0.1844,4.5033,443,620641.7973,4593464.8443,dem_9t_1m,,1.4319,0.8421,3.0390,0.4506,246
493.3657,494.4898,496.2150,1.1241,2.8494,7.0000,5.3852,14.0000,0.0803,1.3493,57.6814,-0.2562,-0.6530,13.1061,583,699823.4501,4649122.2153,dem_mk5_1m,,2.1364,1.1199,3.0363,0.4923,247
528.5816,529.5269,530.8447,0.9453,2.2631,7.0000,5.5210,14.0000,0.0675,1.1310,48.5065,-0.1169,-0.3953,9.2667,549,699359.6728,4647972.8014,dem_mk5_1m,,1.5679,0.6922,3.0338,0.4375,248
459.6673,459.8459,461.0279,0.1785,1.3606,6.5000,5.0990,13.0000,0.0137,0.8965,7.8988,-0.0812,-0.1335,4.0774,296,619669.5212,4596889.7588,dem_9t_1m,,1.5476,0.9580,3.0331,0.4888,249
427.8992,428.2468,428.8489,0.3477,0.9497,4.5000,5.8310,9.0000,0.0386,0.3375,7.3723,-0.1052,-0.2568,4.6069,450,623307.6944,4594502.1463,dem_9t_1m,,1.0639,0.7948,3.0316,0.4389,250
451.0652,451.3639,451.8504,0.2987,0.7852,3.5000,5.0000,7.0000,0.0427,0.2152,3.8315,-0.1505,-0.1096,6.9145,346,623670.6600,4595146.0171,dem_9t_1m,,1.4965,1.0180,3.0173,0.4640,251
459.9868,460.6041,460.9310,0.6173,0.9442,3.5000,5.0990,7.0000,0.0882,0.1802,7.9190,-0.2480,-0.4294,12.1736,302,619510.3143,4597006.3795,dem_9t_1m,,1.4965,0.8405,3.0127,0.4472,252
429.7509,430.8745,431.4780,1.1236,1.7272,5.0000,5.0990,10.0000,0.1124,0.5270,29.4157,-0.4391,-0.9007,16.0173,243,623354.2116,4595795.2931,dem_9t_1m,,2.0584,0.9477,3.0111,0.4674,253
442.9162,443.4692,444.0158,0.5529,1.0996,3.5000,5.0990,7.0000,0.0790,0.3022,7.0933,-0.3286,-0.3580,13.2513,394,622299.0563,4596978.5347,dem_9t_1m,,1.4965,0.8851,3.0071,0.4615,254
461.3122,461.9121,463.4526,0.5999,2.1404,6.5000,5.7439,13.0000,0.0461,0.9865,26.5413,-0.0851,-0.4218,4.4038,412,619521.7798,4597005.3967,dem_9t_1m,,1.1919,0.6161,3.0046,0.4395,255
472.6575,473.3353,473.5746,0.6778,0.9171,7.0000,6.0828,14.0000,0.0484,0.0734,34.7779,-0.0633,-0.3108,4.3810,222,623834.4531,4594648.7411,dem_9t_1m,,1.6739,0.8224,2.9986,0.4527,256
473.0707,474.4824,475.3606,1.4117,2.2899,6.0000,5.6569,12.0000,0.1176,0.5438,53.2215,-0.2039,-0.9237,10.7284,347,623923.5566,4594982.2239,dem_9t_1m,,2.0302,0.8905,2.9976,0.4914,257
395.7785,396.6486,397.4638,0.8701,1.6853,4.0000,5.0000,8.0000,0.1088,0.6338,14.5790,-0.4353,-0.6505,16.8585,458,622567.6770,4594894.5946,dem_9t_1m,,2.0287,1.0207,2.9973,0.4975,258
506.4281,506.9130,508.2764,0.4848,1.8483,7.0000,5.8310,14.0000,0.0346,1.0959,24.8781,-0.1130,-0.1497,5.0965,651,699460.5733,4647107.2459,dem_mk5_1m,,1.4766,0.8072,2.9945,0.4269,259
430.7462,431.9033,432.2183,1.1572,1.4722,4.5000,5.3852,9.0000,0.1286,0.3627,24.5386,-0.4340,-0.9552,16.8237,257,623868.8497,4596904.5002,dem_9t_1m,,2.0275,1.0119,2.9928,0.4917,260
496.0428,496.5406,496.8550,0.4978,0.8122,6.5000,5.3852,13.0000,0.0383,0.2167,22.0262,-0.2304,-0.4312,11.8045,166,620441.8059,4594400.5945,dem_9t_1m,,0.9880,0.5579,2.9890,0.4413,261
481.5387,482.2868,484.2680,0.7481,2.7293,7.0000,5.6569,14.0000,0.0534,1.1986,38.3874,-0.1797,-0.4633,7.5739,678,699471.8563,4646913.0566,dem_mk5_1m,,1.8814,0.6904,2.9794,0.4409,262
449.4784,449.7181,449.9672,0.2397,0.4888,3.0000,5.0990,6.0000,0.0399,0.1747,2.2587,-0.1399,-0.0867,6.1673,464,623047.2633,4595365.0085,dem_9t_1m,,1.8538,1.1665,2.9759,0.4862,263
421.1968,422.0121,422.7430,0.8153,1.5462,6.5000,5.8310,13.0000,0.0627,0.1709,36.0712,-0.1902,-0.5533,9.1824,32,621105.6055,4594925.3881,dem_9t_1m,,0.9374,0.4296,2.9740,0.4122,264
476.4897,477.2299,477.4902,0.7401,1.0005,6.5000,5.8310,13.0000,0.0569,0.2086,32.7470,-0.1378,-0.4508,12.7001,148,619938.3058,4594900.4912,dem_9t_1m,,0.9374,0.5020,2.9715,0.4235,265
460.5462,461.7340,462.8414,1.1877,2.2951,5.5000,5.3852,11.0000,0.1080,0.6185,37.6250,-0.2441,-0.8631,10.8842,87,621958.8272,4595591.8761,dem_9t_1m,,1.4296,0.7073,2.9677,0.4515,266
451.8136,452.8462,453.6072,1.0326,1.7936,4.5000,5.0990,9.0000,0.1147,0.6745,21.8976,-0.4508,-0.8379,16.0966,405,619810.3833,4597071.5692,dem_9t_1m,,2.1496,1.0306,2.9635,0.4813,267
519.5078,520.4830,521.7609,0.9752,2.2531,7.0000,5.8310,14.0000,0.0697,0.9198,50.0380,-0.0514,-0.5349,5.6847,684,700308.7367,4648675.5774,dem_mk5_1m,,1.3960,0.8564,2.9561,0.4401,268
449.0960,450.0065,451.4745,0.9105,2.3785,7.0000,5.8310,14.0000,0.0650,0.7438,46.7213,-0.1329,-0.5549,6.2579,122,620832.6163,4595436.4223,dem_9t_1m,,1.3564,0.7226,2.9533,0.4171,269
467.3346,467.4348,467.6654,0.1002,0.3308,6.0000,5.9155,12.0000,0.0083,0.0553,3.7770,-0.0134,-0.0672,1.3349,483,621115.8146,4596248.8363,dem_9t_1m,,1.7388,1.2334,2.9466,0.5361,270
455.3915,456.4093,457.0154,1.0179,1.6240,5.0000,5.0990,10.0000,0.1018,0.6902,26.6473,-0.3495,-0.8095,15.3062,26,621471.7304,4595195.2094,dem_9t_1m,,1.3619,0.7942,2.9339,0.4466,271
446.2530,446.5984,447.3867,0.3454,1.1338,7.0000,5.3852,14.0000,0.0247,0.3862,17.7233,-0.0825,-0.2600,4.6077,430,619580.7454,4594900.6549,dem_9t_1m,,1.2071,0.7478,2.9320,0.4251,272
438.4186,439.0649,440.4259,0.6462,2.0073,7.0000,6.0414,14.0000,0.0462,1.0360,33.1603,0.0106,-0.1275,5.2242,479,623265.1082,4596193.4742,dem_9t_1m,,1.5529,0.9214,2.9299,0.4613,273
484.1506,484.4277,484.8381,0.2772,0.6875,7.0000,5.6569,14.0000,0.0198,0.1761,14.2219,-0.1450,-0.2238,5.6510,484,620104.2282,4595752.8706,dem_9t_1m,,1.3588,0.8616,2.9252,0.4579,274
422.9191,424.3033,425.1980,1.3842,2.2789,5.5000,5.6569,11.0000,0.1258,0.5924,43.8488,-0.3371,-1.0308,13.6534,481,623459.6944,4596589.8536,dem_9t_1m,,2.0099,1.0089,2.9236,0.5075,275
548.7460,549.4297,550.8182,0.6837,2.0722,7.0000,5.8310,14.0000,0.0488,1.1483,35.0833,-0.0665,-0.2018,4.9904,554,699736.5299,4647864.6070,dem_mk5_1m,,1.6132,0.8200,2.9217,0.4314,276
492.4278,492.6064,493.1820,0.1786,0.7542,7.0000,5.9155,14.0000,0.0128,0.3881,9.1623,0.0013,-0.0590,2.6164,434,620008.5730,4594502.3100,dem_9t_1m,,1.5780,1.1549,2.9216,0.4993,277
487.9197,489.0217,489.5301,1.1019,1.6104,7.0000,6.0828,14.0000,0.0787,0.2633,56.5429,-0.1314,-0.6554,6.7505,157,620064.7541,4594567.9911,dem_9t_1m,,1.7710,0.8605,2.9139,0.4675,278
447.2534,448.3798,449.0399,1.1264,1.7865,5.5000,5.6569,11.0000,0.1024,0.2617,35.6809,-0.2989,-0.8481,15.6130,41,622188.4521,4594921.9690,dem_9t_1m,,1.3774,0.7653,2.9098,0.4509,279
429.0937,429.7150,430.7067,0.6212,1.6129,7.0000,5.3852,14.0000,0.0444,0.6127,31.8778,-0.0617,-0.3418,2.5335,525,620947.2715,4595173.6981,dem_9t_1m,,1.3135,0.5959,2.9041,0.4226,280
494.7794,495.3407,496.1881,0.5612,1.4086,7.0000,6.0000,14.0000,0.0401,0.7167,28.7992,-0.0963,-0.1925,4.4591,666,699163.1905,4647968.1667,dem_mk5_1m,,1.4319,0.7054,2.9035,0.4250,281
486.3406,487.7065,488.3740,1.3659,2.0334,6.5000,5.8310,13.0000,0.1051,0.3424,60.4319,-0.2889,-0.9642,14.4394,129,620047.0644,4595439.0430,dem_9t_1m,,1.9952,1.1392,2.9002,0.5000,282
460.7893,462.1729,462.6396,1.3836,1.8503,6.0000,5.8310,12.0000,0.1153,0.4111,52.1607,-0.2048,-0.8779,13.0804,21,621317.0177,4595482.4109,dem_9t_1m,,1.9494,0.9114,2.8961,0.4762,283
479.2421,479.5382,480.1982,0.2961,0.9561,7.0000,6.0000,14.0000,0.0212,0.4136,15.1943,-0.0732,-0.0970,3.6189,416,619533.5729,4596362.0173,dem_9t_1m,,1.4319,0.9746,2.8849,0.4596,284
532.6748,533.1785,534.6450,0.5037,1.9702,7.0000,6.0828,14.0000,0.0360,0.7873,25.8474,-0.0294,-0.1806,3.0300,552,699559.0424,4647863.9991,dem_mk5_1m,,1.6739,0.8919,2.8823,0.4453,285
424.6238,425.7236,426.7891,1.0998,2.1653,6.0000,5.3852,12.0000,0.0916,0.6520,41.4612,-0.3875,-0.8847,17.4890,459,622592.2460,4595068.8705,dem_9t_1m,,1.7368,0.9196,2.8776,0.4764,286
493.2282,493.8883,494.8413,0.6600,1.6130,6.0000,5.8310,12.0000,0.0550,0.3274,24.8827,-0.1371,-0.4276,7.1145,185,620990.8405,4594337.3704,dem_9t_1m,,0.9374,0.3133,2.8767,0.3996,287
467.1020,467.5733,467.9393,0.4713,0.8372,6.0000,5.0990,12.0000,0.0393,0.2556,17.7669,-0.2034,-0.3482,8.4851,174,619623.8230,4593662.2151,dem_9t_1m,,1.2033,0.5465,2.8743,0.4285,288
419.4332,420.2492,420.6053,0.8160,1.1721,4.0000,5.0990,8.0000,0.1020,0.2521,13.6724,-0.2474,-0.6134,13.1697,336,623775.8152,4596125.8276,dem_9t_1m,,1.2033,0.8053,2.8717,0.4368,289
468.1521,468.6309,469.2800,0.4787,1.1279,3.5000,5.3852,7.0000,0.0684,0.5125,6.1412,-0.1973,-0.2124,9.7874,223,623693.2634,4594629.7411,dem_9t_1m,,1.4965,0.6384,2.8684,0.4607,290
475.3868,476.2292,476.7647,0.8424,1.3779,4.5000,5.0990,9.0000,0.0936,0.1314,17.8639,-0.3080,-0.6803,15.2435,426,619723.5730,4595745.1724,dem_9t_1m,,1.2788,0.8044,2.8614,0.4429,291
534.7097,535.5409,536.5129,0.8312,1.8032,5.0000,5.5210,10.0000,0.0831,0.7867,21.7618,-0.1998,-0.5787,5.6376,649,699641.7078,4647019.7178,dem_mk5_1m,,0.6804,0.4162,2.8610,0.4460,292
468.2135,468.6835,469.5380,0.4700,1.3244,7.0000,5.6569,14.0000,0.0336,0.3322,24.1170,-0.0665,-0.3172,4.1338,152,619685.4092,4594513.9394,dem_9t_1m,,1.0048,0.6511,2.8576,0.4151,293
475.2240,476.5475,477.2165,1.3235,1.9925,5.5000,5.3852,11.0000,0.1203,0.4074,41.9241,-0.2972,-0.9975,14.9859,425,619719.6419,4595734.6896,dem_9t_1m,,1.8947,0.9223,2.8550,0.4736,294
483.6283,484.8622,485.5864,1.2339,1.9581,6.5000,5.8310,13.0000,0.0949,0.2816,54.5922,-0.1867,-0.7973,9.6346,106,620587.9094,4594909.6636,dem_9t_1m,,1.6585,0.8356,2.8549,0.4605,295
567.8525,568.7021,569.4047,0.8496,1.5522,7.0000,5.8310,14.0000,0.0607,0.7556,43.5957,-0.1064,-0.4595,7.2218,624,699900.6450,4647099.3441,dem_mk5_1m,,1.0245,0.5547,2.8543,0.4102,296
451.3734,452.1747,453.0503,0.8014,1.6769,7.0000,5.3852,14.0000,0.0572,0.5695,41.1200,-0.1506,-0.5473,7.8232,142,619525.8747,4595145.5257,dem_9t_1m,,1.0048,0.4451,2.8447,0.4109,297
445.6600,446.6881,447.5076,1.0281,1.8476,6.5000,6.0828,13.0000,0.0791,0.3843,45.4863,-0.0921,-0.5354,5.2174,52,621240.7581,4594586.8414,dem_9t_1m,,1.6739,0.7415,2.8424,0.4595,298
466.8636,468.1456,468.6555,1.2820,1.7920,5.5000,5.3852,11.0000,0.1165,0.4020,40.6122,-0.2992,-0.9020,12.5199,120,620699.6163,4595576.3016,dem_9t_1m,,1.6575,0.7936,2.8421,0.4523,299
482.4285,483.2982,483.7712,0.8697,1.3427,5.5000,5.8310,11.0000,0.0791,0.1131,27.5498,-0.2087,-0.6690,11.7348,146,620056.8920,4595030.2153,dem_9t_1m,,1.0816,0.4539,2.8389,0.4257,300
476.7000,478.0164,478.1874,1.3164,1.4874,5.5000,5.6569,11.0000,0.1197,0.2457,41.7008,-0.3034,-0.9739,13.8338,50,621863.9258,4595387.8167,dem_9t_1m,,1.8129,0.8683,2.8375,0.4725,301
482.5393,483.7021,484.1294,1.1627,1.5901,5.5000,5.8310,11.0000,0.1057,0.1254,36.8323,-0.2538,-0.8249,10.7261,227,623685.4014,4594510.8273,dem_9t_1m,,1.3155,0.7122,2.8370,0.4575,302
483.8935,484.6866,485.2360,0.7931,1.3425,6.0000,5.8310,12.0000,0.0661,0.1837,29.8988,-0.2433,-0.6069,12.6879,424,619564.0385,4595738.9482,dem_9t_1m,,0.9374,0.4559,2.8357,0.4202,303
455.7517,456.4988,456.6910,0.7471,0.9393,5.5000,6.0000,11.0000,0.0679,0.1387,23.6665,-0.0401,-0.4281,1.1099,72,621182.7753,4595833.6347,dem_9t_1m,,1.6038,0.5898,2.8349,0.4696,304
540.2440,540.9437,542.4916,0.6996,2.2476,7.0000,5.8310,14.0000,0.0500,0.9841,35.9007,-0.2300,-0.4214,7.2493,570,700220.9735,4648496.7542,dem_mk5_1m,,1.1856,0.6538,2.8318,0.4192,305
492.3350,492.5582,492.6657,0.2232,0.3307,3.5000,5.0000,7.0000,0.0319,0.1144,2.8637,-0.1171,-0.1718,4.8447,445,620825.9008,4594028.9479,dem_9t_1m,,1.7086,1.2014,2.8283,0.4870,306
448.2813,448.5810,449.1575,0.2997,0.8762,7.0000,5.3852,14.0000,0.0214,0.3336,15.3791,-0.0732,-0.1968,3.0404,84,621735.0858,4594860.7035,dem_9t_1m,,1.3086,0.8842,2.8267,0.4432,307
464.5109,464.9307,465.3815,0.4198,0.8705,5.5000,5.7439,11.0000,0.0382,0.5091,13.2973,-0.0575,-0.2832,3.0458,168,619586.4781,4594301.6635,dem_9t_1m,,1.2090,0.6177,2.8216,0.4308,308
492.3900,493.0799,494.1484,0.6899,1.7584,5.5000,5.3852,11.0000,0.0627,0.4406,21.8548,-0.1495,-0.4975,8.1458,159,620331.0817,4594682.6463,dem_9t_1m,,0.4282,0.1801,2.8205,0.3976,309
490.4294,491.2811,491.8774,0.8517,1.4480,5.5000,6.0828,11.0000,0.0774,0.4388,26.9794,-0.1034,-0.5473,5.6838,181,620991.4956,4593681.2151,dem_9t_1m,,1.6739,0.4147,2.8180,0.4360,310
418.4179,419.6283,420.6590,1.2104,2.2411,6.5000,5.8310,13.0000,0.0931,0.5031,53.5525,-0.1535,-0.7408,7.6708,42,622328.9187,4594955.0200,dem_9t_1m,,1.5986,0.8053,2.8161,0.4571,311
396.8047,397.7873,399.3804,0.9826,2.5757,6.5000,5.6569,13.0000,0.0756,1.0803,43.4745,-0.1959,-0.6939,9.4812,40,621749.2446,4594566.9560,dem_9t_1m,,1.6514,0.7380,2.8150,0.4615,312
450.9229,452.0300,453.6273,1.1071,2.7044,7.0000,5.6569,14.0000,0.0791,1.2562,56.8060,-0.1731,-0.6142,8.5851,53,621073.3615,4594691.0138,dem_9t_1m,,1.8940,0.9329,2.8139,0.4706,313
465.7535,466.2844,466.7575,0.5309,1.0040,5.0000,5.0990,10.0000,0.0531,0.5957,13.8977,-0.1779,-0.4009,7.1388,63,621876.2755,4594850.2207,dem_9t_1m,,1.2033,0.4555,2.8123,0.4167,314
513.8382,514.0947,515.3488,0.2565,1.5106,7.0000,5.6569,14.0000,0.0183,0.8929,13.1633,-0.0643,-0.1791,4.2384,620,697731.2858,4647197.8132,dem_mk5_1m,,1.4047,0.8753,2.8116,0.4407,315
434.7406,435.4515,436.6137,0.7109,1.8731,7.0000,5.3852,14.0000,0.0508,0.6870,36.4770,-0.1953,-0.3730,9.0197,4,622132.3224,4595763.0592,dem_9t_1m,,1.0048,0.4410,2.8108,0.4120,316
469.3431,470.3591,471.0313,1.0160,1.6881,6.5000,5.3852,13.0000,0.0782,0.6542,44.9503,-0.2729,-0.7579,13.8838,428,619675.7454,4595144.0515,dem_9t_1m,,1.1026,0.6907,2.8064,0.4382,317
544.3564,545.1060,546.0023,0.7496,1.6459,7.0000,6.0828,14.0000,0.0535,0.4700,38.4657,-0.0908,-0.3076,8.5207,548,699461.1811,4647966.1152,dem_mk5_1m,,1.6739,0.5906,2.8015,0.4295,318
355.9010,356.0621,356.4704,0.1611,0.5694,4.0000,5.6569,8.0000,0.0201,0.1569,2.6998,-0.0426,-0.0830,3.3805,198,621974.4183,4593718.7237,dem_9t_1m,,1.5637,1.1553,2.8005,0.4804,319
467.8720,468.2364,468.5702,0.3643,0.6982,4.5000,5.0000,9.0000,0.0405,0.0644,7.7257,-0.1391,-0.2798,5.1955,590,698047.3594,4649542.2286,dem_mk5_1m,,1.4929,0.8906,2.7828,0.4510,320
396.8023,397.8433,399.1740,1.0410,2.3718,6.0000,5.3852,12.0000,0.0868,0.9044,39.2454,-0.1495,-0.6751,7.1469,233,623212.3668,4594905.2412,dem_9t_1m,,1.3462,0.6437,2.7744,0.4577,321
487.5331,488.0146,488.6902,0.4814,1.1570,7.0000,6.0828,14.0000,0.0344,0.2570,24.7042,-0.1069,-0.2790,4.5399,161,620200.0472,4594673.1463,dem_9t_1m,,1.6739,0.7725,2.7709,0.4375,322
443.3631,443.9137,444.0873,0.5506,0.7242,3.5000,5.0990,7.0000,0.0787,0.0759,7.0636,-0.3076,-0.3833,13.2693,404,619823.1592,4596974.9312,dem_9t_1m,,1.4965,0.9670,2.7654,0.4753,323
481.6234,482.5518,482.8800,0.9284,1.2567,4.5000,5.6569,9.0000,0.1032,0.2174,19.6882,-0.2097,-0.6914,11.5372,169,619742.4092,4593901.6806,dem_9t_1m,,1.2363,0.6354,2.7642,0.4385,324
469.3628,470.4387,471.3360,1.0759,1.9732,5.0000,5.0495,10.0000,0.1076,0.7323,28.1669,-0.4020,-0.8738,15.1538,303,619650.8488,4597027.0174,dem_9t_1m,,1.7697,0.9589,2.7626,0.4828,325
455.7519,456.5480,457.4796,0.7961,1.7277,6.0000,5.3852,12.0000,0.0663,0.9264,30.0127,-0.1794,-0.5602,8.6312,368,623876.7117,4596653.8967,dem_9t_1m,,1.0355,0.3133,2.7488,0.4183,326
474.2004,474.9028,476.6056,0.7024,2.4052,7.0000,6.0828,14.0000,0.0502,1.0951,36.0416,-0.0616,-0.2464,5.6811,591,698013.3207,4649510.0134,dem_mk5_1m,,1.6739,0.8926,2.7446,0.4490,327
487.0332,487.8591,488.2934,0.8259,1.2603,7.0000,5.8310,14.0000,0.0590,0.1915,42.3806,-0.1812,-0.4686,8.0302,114,620183.0127,4595304.7326,dem_9t_1m,,1.0048,0.5355,2.7423,0.4132,328
507.0742,507.4178,508.0766,0.3435,1.0023,4.0000,5.5210,8.0000,0.0429,0.3747,5.7555,-0.0987,-0.2665,5.5225,584,699545.0622,4649029.8246,dem_mk5_1m,,1.1571,0.7434,2.7408,0.4351,329
443.6625,444.3671,444.9061,0.7046,1.2436,4.5000,5.3852,9.0000,0.0783,0.6383,14.9407,-0.2477,-0.5191,10.2298,406,619834.9523,4597267.7933,dem_9t_1m,,0.7818,0.4286,2.7398,0.4181,330
492.3703,493.2849,494.2123,0.9146,1.8420,7.0000,5.6569,14.0000,0.0653,0.7255,46.9312,-0.1360,-0.4203,13.1280,493,620223.1420,4596519.0949,dem_9t_1m,,1.2168,0.6028,2.7367,0.4272,331
512.3438,512.7031,514.0566,0.3593,1.7128,7.0000,5.3852,14.0000,0.0257,0.8699,18.4374,-0.2013,-0.2385,6.6776,642,699701.2755,4646853.7792,dem_mk5_1m,,1.1761,0.6936,2.7312,0.4324,332
485.5264,486.2262,487.1489,0.6998,1.6224,5.5000,5.8310,11.0000,0.0636,0.6585,22.1671,-0.0353,-0.4403,4.0357,543,699335.9673,4647738.7854,dem_mk5_1m,,1.0826,0.3627,2.7298,0.4363,333
472.2837,473.6203,473.8098,1.3366,1.5262,6.0000,5.8310,12.0000,0.1114,0.1270,50.3901,-0.2263,-0.9433,11.0675,135,619553.3919,4595598.2499,dem_9t_1m,,1.8144,0.9004,2.7282,0.4794,334
495.0313,496.1223,496.9695,1.0910,1.9382,6.0000,5.8310,12.0000,0.0909,0.5023,41.1287,-0.3203,-0.7772,12.7284,390,622835.6426,4596712.8622,dem_9t_1m,,1.1340,0.7420,2.7182,0.4455,335
479.7152,480.7297,481.1310,1.0146,1.4158,5.0000,5.0990,10.0000,0.1015,0.5014,26.5610,-0.3288,-0.7872,15.6828,383,622838.2633,4596331.5518,dem_9t_1m,,1.3684,0.7325,2.7143,0.4379,336
478.9973,479.9955,480.4755,0.9982,1.4782,7.0000,6.0000,14.0000,0.0713,0.2232,51.2219,-0.1552,-0.6284,7.7644,432,619948.2972,4594663.4825,dem_9t_1m,,1.4642,0.7099,2.7139,0.4452,337
505.8589,506.1424,507.4608,0.2835,1.6019,7.0000,5.8310,14.0000,0.0203,0.9888,14.5476,-0.0474,-0.0505,2.8202,657,698326.6591,4649440.7203,dem_mk5_1m,,1.3830,1.0157,2.7035,0.4545,338
466.0329,467.0842,467.5569,1.0514,1.5240,5.5000,5.3852,11.0000,0.0956,0.3443,33.3047,-0.3926,-0.8314,15.5554,61,622038.7582,4594766.0311,dem_9t_1m,,1.6971,0.7130,2.6988,0.4402,339
482.4962,482.9734,483.2416,0.4772,0.7454,7.0000,5.6569,14.0000,0.0341,0.2271,24.4866,-0.1415,-0.2860,6.2881,78,621732.1375,4595374.3588,dem_9t_1m,,1.0880,0.6663,2.6986,0.4290,340
446.8786,447.4466,448.2050,0.5681,1.3264,6.5000,5.0990,13.0000,0.0437,0.6355,25.1330,-0.2158,-0.4519,9.5809,221,623786.1341,4594869.8618,dem_9t_1m,,1.2033,0.4087,2.6962,0.4245,341
