pit_bottom_elev_m,rim_mean_elev_m,rim_max_elev_m,depth_from_rim_mean_m,depth_from_rim_max_m,rim_radius_m,effective_radius_m,diameter_m,aspect_ratio,rim_symmetry_std_m,volume_approx_m3,lrm5_depth_m,lrm11_depth_m,slope_inner_deg,original_index,tile,notes,max_zscore,mean_zscore,mahalanobis,iso_anomaly_score,anomaly_rank,PC1_depth_volume,PC2_size_vs_slope,PC3_rim_asymmetry,z_depth_from_rim_mean_m,z_depth_from_rim_max_m,z_rim_radius_m,z_effective_radius_m,z_diameter_m,z_aspect_ratio,z_rim_symmetry_std_m,z_volume_approx_m3,z_lrm5_depth_m,z_lrm11_depth_m,z_slope_inner_deg,anomaly_reason,anomaly_reason_zscore
545.1146,545.3976,547.0739,0.2830,1.9592,7.0000,5.5210,14.0000,0.0202,1.2281,14.5225,-0.0406,-0.0439,4.5290,610,dem_mk5_1m,,1.8207,1.0140,2.6605,0.4606,350,-0.9564,2.9826,1.7594,-1.2135,0.7287,1.0048,0.0308,1.0048,-1.3463,1.8208,-0.6517,1.0414,1.4057,-0.9065,rim_symmetry_std_m,1.8208
547.4230,547.5499,547.8765,0.1270,0.4536,3.5000,5.0990,7.0000,0.0181,0.2289,1.6286,-0.0623,0.0246,5.4310,546,dem_mk5_1m,,1.6619,1.2916,2.6603,0.4946,351,-4.3432,-0.4578,0.2966,-1.6618,-1.5247,-1.4965,-1.2034,-1.4965,-1.4116,-0.7802,-1.3951,0.8726,1.6428,-0.7225,depth_from_rim_mean_m,-1.6618
548.0825,548.2935,548.8701,0.2110,0.7877,3.5000,5.2421,7.0000,0.0301,0.3130,2.7067,-0.0808,-0.0797,3.5049,653,dem_mk5_1m,,1.4965,1.1163,2.6586,0.4782,352,-3.7024,-0.3431,0.1285,-1.4204,-1.0247,-1.4965,-0.7849,-1.4965,-1.0381,-0.5613,-1.3329,0.7287,1.2818,-1.1154,rim_radius_m,-1.4965
476.8108,477.2950,478.3575,0.4843,1.5468,6.5000,5.6569,13.0000,0.0373,0.4354,21.4253,-0.0696,-0.2696,3.4454,182,dem_9t_1m,,1.1275,0.5772,2.6578,0.4189,353,-0.8402,1.8200,-0.4069,-0.6350,0.1115,0.6475,0.4283,0.6475,-0.8139,-0.2427,-0.2537,0.8158,0.6246,-1.1275,slope_inner_deg,-1.1275
480.1625,480.7520,481.2386,0.5895,1.0761,7.0000,6.2037,14.0000,0.0421,0.2168,30.2477,-0.0146,-0.2747,2.0487,98,dem_9t_1m,,2.0275,0.9052,2.6562,0.4654,354,-0.5317,2.6551,-2.0087,-0.3327,-0.5930,1.0048,2.0275,1.0048,-0.6645,-0.8117,0.2550,1.2437,0.6069,-1.4124,effective_radius_m,2.0275
414.4100,414.7639,415.5486,0.3539,1.1386,5.5000,5.6569,11.0000,0.0322,0.6686,11.2102,-0.0681,-0.2510,2.9356,69,dem_9t_1m,,1.2315,0.6364,2.6514,0.4363,355,-1.8122,1.4222,-0.0564,-1.0097,-0.4995,-0.0672,0.4283,-0.0672,-0.9727,0.3644,-0.8426,0.8275,0.6890,-1.2315,slope_inner_deg,-1.2315
524.9116,525.8063,527.0202,0.8947,2.1086,7.0000,5.6569,14.0000,0.0639,1.0834,45.9102,-0.1524,-0.4914,6.4278,685,dem_mk5_1m,,1.4442,0.6714,2.6481,0.4239,356,1.8535,1.7059,0.5746,0.5444,0.9523,1.0048,0.4283,1.0048,0.0141,1.4442,1.1580,0.1717,-0.1431,-0.5192,rim_symmetry_std_m,1.4442
461.9407,463.0491,463.7516,1.1084,1.8109,6.0000,5.3852,12.0000,0.0924,0.5277,41.7856,-0.3904,-0.8459,16.3964,151,dem_9t_1m,,1.6798,0.8181,2.6376,0.4514,357,2.5901,-1.7192,0.1845,1.1585,0.5068,0.2901,-0.3664,0.2901,0.9014,-0.0024,0.9202,-1.6797,-1.3700,1.5140,lrm5_depth_m,-1.6797
450.7576,451.8126,452.6358,1.0550,1.8782,5.0000,5.3852,10.0000,0.1055,0.6657,27.6204,-0.3700,-0.8321,17.1195,328,dem_9t_1m,,1.6614,0.8275,2.6368,0.4583,358,2.0268,-2.3682,0.6398,1.0051,0.6075,-0.4245,-0.3664,-0.4245,1.3092,0.3568,0.1035,-1.5210,-1.3222,1.6614,slope_inner_deg,1.6614
444.2500,444.8456,445.7534,0.5956,1.5034,5.5000,5.8310,11.0000,0.0541,0.4822,18.8667,-0.0438,-0.4043,3.4070,512,dem_9t_1m,,1.1353,0.4141,2.6364,0.4242,359,-0.7763,1.1832,-0.7228,-0.3151,0.0465,-0.0672,0.9375,-0.0672,-0.2909,-0.1209,-0.4012,1.0165,0.1584,-1.1353,slope_inner_deg,-1.1353
476.5511,477.3648,479.0723,0.8136,2.5211,7.0000,6.0000,14.0000,0.0581,1.0042,41.7495,-0.0829,-0.3711,7.0501,592,dem_mk5_1m,,1.5698,0.8202,2.6288,0.4406,360,1.6891,2.4244,0.4716,0.3113,1.5697,1.0048,1.4317,1.0048,-0.1664,1.2380,0.9181,0.7124,0.2733,-0.3923,depth_from_rim_max_m,1.5697
480.2534,481.3107,481.9476,1.0573,1.6942,5.0000,5.0990,10.0000,0.1057,0.6340,27.6796,-0.3363,-0.8217,13.7461,270,dem_9t_1m,,1.3163,0.7829,2.6268,0.4421,361,1.5847,-2.3702,0.5853,1.0117,0.3321,-0.4245,-1.2034,-0.4245,1.3154,0.2743,0.1069,-1.2588,-1.2862,0.9734,aspect_ratio,1.3154
436.3494,437.3770,438.0077,1.0275,1.6583,5.5000,5.0990,11.0000,0.0934,0.5246,32.5497,-0.3624,-0.8363,17.4763,508,dem_9t_1m,,1.7342,0.7642,2.6245,0.4498,362,1.8501,-2.3576,0.6554,0.9260,0.2784,-0.0672,-1.2034,-0.0672,0.9325,-0.0105,0.3877,-1.4618,-1.3368,1.7342,slope_inner_deg,1.7342
485.2981,486.1208,486.9569,0.8227,1.6588,7.0000,6.0000,14.0000,0.0588,0.6714,42.2161,-0.0953,-0.3339,5.2187,385,dem_9t_1m,,1.4319,0.6640,2.6229,0.4216,363,0.9861,2.1513,-0.7015,0.3375,0.2791,1.0048,1.4317,1.0048,-0.1446,0.3717,0.9450,0.6159,0.4020,-0.7658,effective_radius_m,1.4317
481.6884,482.3031,482.7690,0.6147,1.0805,7.0000,5.8310,14.0000,0.0439,0.2130,31.5396,-0.1698,-0.4422,8.4783,396,dem_9t_1m,,1.0048,0.5198,2.6190,0.4215,364,0.1008,1.1716,-1.2013,-0.2603,-0.5864,1.0048,0.9375,1.0048,-0.6085,-0.8216,0.3294,0.0364,0.0272,-0.1010,rim_radius_m,1.0048
554.5098,555.1028,556.8525,0.5931,2.3428,7.0000,5.5210,14.0000,0.0424,1.0584,30.4325,-0.1525,-0.2762,7.4462,603,dem_mk5_1m,,1.3790,0.6410,2.6160,0.4241,365,0.7368,1.9522,1.4143,-0.3223,1.3029,1.0048,0.0308,1.0048,-0.6552,1.3791,0.2656,0.1709,0.6017,-0.3115,rim_symmetry_std_m,1.3791
540.6832,541.0805,541.9100,0.3973,1.2268,4.5000,5.6569,9.0000,0.0441,0.4350,8.4259,-0.0947,-0.2867,5.4622,596,dem_mk5_1m,,1.0032,0.6358,2.6060,0.4217,366,-1.9721,0.2698,-0.2113,-0.8850,-0.3675,-0.7818,0.4283,-0.7818,-0.6022,-0.2437,-1.0032,0.6206,0.5654,-0.7161,volume_approx_m3,-1.0032
483.1604,484.2061,484.5034,1.0457,1.3429,5.5000,5.8310,11.0000,0.0951,0.2049,33.1240,-0.1181,-0.6848,6.8972,13,dem_9t_1m,,0.9842,0.5605,2.6048,0.4334,367,0.8871,-0.2664,-1.7097,0.9783,-0.1937,-0.0672,0.9375,-0.0672,0.9854,-0.8427,0.4208,0.4385,-0.8124,-0.4235,aspect_ratio,0.9854
487.2505,487.8158,488.9403,0.5653,1.6898,6.5000,5.3852,13.0000,0.0435,0.5237,25.0129,-0.1848,-0.3911,7.7536,113,dem_9t_1m,,0.6475,0.3276,2.6013,0.4071,368,-0.0806,0.7904,0.3222,-0.4022,0.3255,0.6475,-0.3664,0.6475,-0.6209,-0.0128,-0.0468,-0.0803,0.2041,-0.2488,rim_radius_m,0.6475
553.3172,553.7925,555.2974,0.4753,1.9802,7.0000,5.8310,14.0000,0.0340,1.1968,24.3911,-0.0740,-0.1470,6.7026,547,dem_mk5_1m,,1.7393,0.8547,2.5998,0.4339,369,0.0514,2.7841,1.2091,-0.6609,0.7602,1.0048,0.9375,1.0048,-0.9167,1.7394,-0.0827,0.7816,1.0489,-0.4632,rim_symmetry_std_m,1.7394
432.9992,433.8253,435.3843,0.8262,2.3851,7.0000,5.3852,14.0000,0.0590,1.1267,42.3931,-0.2949,-0.5315,12.6445,208,dem_9t_1m,,1.5568,0.7915,2.5995,0.4474,370,2.2260,0.6535,1.6794,0.3475,1.3662,1.0048,-0.3664,1.0048,-0.1384,1.5569,0.9552,-0.9368,-0.2818,0.7487,rim_symmetry_std_m,1.5569
420.3101,420.7410,421.3137,0.4309,1.0036,3.5000,5.0990,7.0000,0.0616,0.2289,5.5282,-0.2110,-0.2907,8.0715,254,dem_9t_1m,,1.4965,0.7922,2.5952,0.4387,371,-2.3778,-1.8044,0.2240,-0.7885,-0.7015,-1.4965,-1.2034,-1.4965,-0.0575,-0.7802,-1.1702,-0.2841,0.5516,-0.1840,rim_radius_m,-1.4965
483.1347,483.7330,483.8884,0.5983,0.7537,6.0000,6.0828,12.0000,0.0499,0.1361,22.5553,-0.0637,-0.3264,3.1138,154,dem_9t_1m,,1.6739,0.7050,2.5794,0.4536,372,-1.0805,1.4428,-2.0505,-0.3074,-1.0756,0.2901,1.6739,0.2901,-0.4217,-1.0218,-0.1885,0.8617,0.4280,-1.1951,effective_radius_m,1.6739
490.0857,490.5359,490.9829,0.4503,0.8973,3.5000,5.3852,7.0000,0.0643,0.2865,5.7764,-0.1606,-0.2973,8.3390,376,dem_9t_1m,,1.4965,0.6848,2.5753,0.4480,373,-2.2943,-1.4024,-0.1167,-0.7327,-0.8606,-1.4965,-0.3664,-1.4965,0.0266,-0.6303,-1.1559,0.1079,0.5287,-0.1294,rim_radius_m,-1.4965
431.7551,432.1144,432.8367,0.3593,1.0816,7.0000,5.3852,14.0000,0.0257,0.5672,18.4374,-0.1584,-0.2630,7.6834,482,dem_9t_1m,,1.1761,0.6085,2.5707,0.4288,374,-0.9945,1.3961,0.3086,-0.9942,-0.5848,1.0048,-0.3664,1.0048,-1.1750,0.1004,-0.4260,0.1250,0.6474,-0.2631,aspect_ratio,-1.1750
480.5816,480.9991,481.2853,0.4175,0.7037,5.5000,5.0990,11.0000,0.0380,0.3350,13.2258,-0.1783,-0.3369,7.2090,489,dem_9t_1m,,1.2033,0.5564,2.5683,0.4276,375,-1.8394,-0.2497,0.0313,-0.8270,-1.1504,-0.0672,-1.2034,-0.0672,-0.7921,-0.5040,-0.7264,-0.0298,0.3917,-0.3599,effective_radius_m,-1.2034
471.6636,472.9247,473.6649,1.2611,2.0013,5.5000,5.3852,11.0000,0.1146,0.4556,39.9500,-0.3374,-0.9392,13.8369,433,dem_9t_1m,,1.6928,0.8583,2.5673,0.4581,376,2.7577,-2.0526,-0.2242,1.5973,0.7917,-0.0672,-0.3664,-0.0672,1.5925,-0.1901,0.8143,-1.2674,-1.6929,0.9919,lrm11_depth_m,-1.6929
478.4558,479.6092,479.9732,1.1534,1.5174,5.0000,5.3852,10.0000,0.1153,0.3229,30.1963,-0.2569,-0.8712,11.5411,75,dem_9t_1m,,1.6156,0.6906,2.5670,0.4428,377,1.5669,-2.0835,-0.7184,1.2878,0.0675,-0.4245,-0.3664,-0.4245,1.6143,-0.5355,0.2520,-0.6412,-1.4575,0.5237,aspect_ratio,1.6143
469.9199,470.3900,470.8880,0.4701,0.9681,5.0000,5.8310,10.0000,0.0470,0.3494,12.3062,-0.0558,-0.3324,3.7851,170,dem_9t_1m,,1.0582,0.6694,2.5636,0.4288,378,-1.7557,0.7860,-1.0007,-0.6758,-0.7547,-0.4245,0.9375,-0.4245,-0.5120,-0.4666,-0.7794,0.9232,0.4072,-1.0582,slope_inner_deg,-1.0582
407.7551,408.1665,408.6700,0.4114,0.9150,3.5000,5.0990,7.0000,0.0588,0.4876,5.2780,-0.1953,-0.2268,8.3894,194,dem_9t_1m,,1.4965,0.7605,2.5625,0.4551,379,-2.4512,-1.5383,0.7017,-0.8445,-0.8341,-1.4965,-1.2034,-1.4965,-0.1446,-0.1068,-1.1847,-0.1620,0.7727,-0.1191,rim_radius_m,-1.4965
475.1004,475.8976,476.4249,0.7971,1.3245,5.5000,5.3852,11.0000,0.0725,0.6363,25.2519,-0.2354,-0.5970,11.4106,47,dem_9t_1m,,0.5086,0.2781,2.5615,0.4068,380,0.4514,-0.7653,0.2517,0.2639,-0.2212,-0.0672,-0.3664,-0.0672,0.2819,0.2803,-0.0331,-0.4739,-0.5085,0.4971,lrm11_depth_m,-0.5085
440.6774,441.3627,441.9634,0.6852,1.2859,4.0000,5.3852,8.0000,0.0857,0.4417,11.4813,-0.2347,-0.5291,12.4143,240,dem_9t_1m,,1.1392,0.5609,2.5601,0.4270,381,-0.6098,-1.9404,0.2208,-0.0577,-0.2790,-1.1392,-0.3664,-1.1392,0.6928,-0.2263,-0.8270,-0.4685,-0.2735,0.7018,rim_radius_m,-1.1392
528.7619,529.3353,530.3635,0.5734,1.6016,7.0000,5.8310,14.0000,0.0410,0.9321,29.4209,-0.0656,-0.2434,2.9320,574,dem_mk5_1m,,1.2322,0.7520,2.5601,0.4216,382,-0.0142,2.6703,0.0788,-0.3789,0.1935,1.0048,0.9375,1.0048,-0.6987,1.0503,0.2073,0.8469,0.7153,-1.2322,slope_inner_deg,-1.2322
498.4668,499.1510,499.3717,0.6842,0.9049,4.5000,5.0000,9.0000,0.0760,0.1143,14.5084,-0.1940,-0.4824,10.1700,164,dem_9t_1m,,1.4929,0.5997,2.5558,0.4303,383,-1.2236,-1.9042,-0.2169,-0.0605,-0.8493,-0.7818,-1.4929,-0.7818,0.3908,-1.0786,-0.6525,-0.1519,-0.1119,0.2440,effective_radius_m,-1.4929
467.1060,467.3553,467.9080,0.2493,0.8020,6.5000,5.3852,13.0000,0.0192,0.3783,11.0313,-0.0535,-0.1974,3.1445,172,dem_9t_1m,,1.3780,0.8729,2.5554,0.4517,384,-2.2433,1.6958,-0.3137,-1.3103,-1.0033,0.6475,-0.3664,0.6475,-1.3774,-0.3913,-0.8530,0.9411,0.8745,-1.1889,aspect_ratio,-1.3774
442.1180,443.1929,444.2596,1.0749,2.1416,7.0000,6.0828,14.0000,0.0768,0.6908,55.1555,-0.1129,-0.5364,5.3288,9,dem_9t_1m,,1.6910,0.8906,2.5511,0.4606,385,2.3744,1.9087,-0.9160,1.0622,1.0017,1.0048,1.6739,1.0048,0.4157,0.4222,1.6910,0.4790,-0.2988,-0.7434,volume_approx_m3,1.6910
490.4812,491.7014,492.1157,1.2202,1.6345,5.5000,5.3852,11.0000,0.1109,0.2087,38.6536,-0.3422,-0.9625,15.1664,375,dem_9t_1m,,1.7736,0.8741,2.5481,0.4690,386,2.3981,-2.3749,-0.7270,1.4798,0.2427,-0.0672,-0.3664,-0.0672,1.4773,-0.8328,0.7396,-1.3047,-1.7735,1.2631,lrm11_depth_m,-1.7735
435.0799,436.1409,436.8204,1.0610,1.7406,7.0000,5.8310,14.0000,0.0758,0.5902,54.4430,-0.1892,-0.6476,10.2016,24,dem_9t_1m,,1.6499,0.6922,2.5471,0.4333,387,2.3942,0.8321,-0.7009,1.0223,0.4015,1.0048,0.9375,1.0048,0.3846,0.1603,1.6499,-0.1145,-0.6837,0.2505,volume_approx_m3,1.6499
459.5285,460.3966,460.8749,0.8681,1.3464,7.0000,5.6569,14.0000,0.0620,0.4311,44.5431,-0.2367,-0.5952,9.7766,505,dem_9t_1m,,1.0792,0.5111,2.5460,0.4201,388,1.4263,0.5583,-0.7514,0.4679,-0.1885,1.0048,0.4283,1.0048,-0.0450,-0.2539,1.0792,-0.4840,-0.5023,0.1638,volume_approx_m3,1.0792
473.1848,474.0094,474.7046,0.8245,1.5197,6.5000,6.0828,13.0000,0.0634,0.5812,36.4803,-0.0247,-0.4435,1.3814,196,dem_9t_1m,,1.6739,0.6246,2.5433,0.4701,389,0.4983,2.1740,-1.3754,0.3427,0.0709,0.6475,1.6739,0.6475,-0.0014,0.1369,0.6143,1.1651,0.0227,-1.5485,effective_radius_m,1.6739
470.3592,471.0956,472.0867,0.7364,1.7275,6.5000,5.8310,13.0000,0.0566,0.9015,32.5795,-0.0793,-0.4322,4.8394,76,dem_9t_1m,,0.9707,0.5383,2.5412,0.4244,390,0.6036,1.8419,-0.0323,0.0895,0.3819,0.6475,0.9375,0.6475,-0.2131,0.9706,0.3894,0.7404,0.0618,-0.8432,rim_symmetry_std_m,0.9706
473.7046,474.0458,474.3298,0.3412,0.6252,4.5000,5.0990,9.0000,0.0379,0.2407,7.2351,-0.0489,-0.1952,3.2531,140,dem_9t_1m,,1.2679,0.9749,2.5353,0.4489,391,-3.1043,-0.1020,-0.2279,-1.0462,-1.2679,-0.7818,-1.2034,-0.7818,-0.7953,-0.7495,-1.0718,0.9768,0.8821,-1.1667,depth_from_rim_max_m,-1.2679
450.3047,450.7542,451.3574,0.4495,1.0526,3.5000,5.0990,7.0000,0.0642,0.2489,5.7666,-0.2098,-0.3126,9.6283,150,dem_9t_1m,,1.4965,0.7593,2.5343,0.4409,392,-2.2077,-1.9437,0.3622,-0.7350,-0.6282,-1.4965,-1.2034,-1.4965,0.0235,-0.7282,-1.1565,-0.2748,0.4758,0.1336,rim_radius_m,-1.4965
483.7578,484.3601,484.9280,0.6023,1.1702,7.0000,5.6569,14.0000,0.0430,0.3632,30.9054,-0.2314,-0.4041,8.6846,490,dem_9t_1m,,1.0048,0.4732,2.5306,0.4187,393,0.1833,0.9541,-0.6084,-0.2959,-0.4522,1.0048,0.4283,1.0048,-0.6365,-0.4306,0.2929,-0.4428,0.1591,-0.0589,rim_radius_m,1.0048
426.9664,427.9830,428.3396,1.0166,1.3732,4.5000,5.3852,9.0000,0.1130,0.2544,21.5578,-0.2519,-0.7677,12.4557,74,dem_9t_1m,,1.5413,0.7169,2.5305,0.4274,394,0.7687,-2.3789,-0.6039,0.8947,-0.1483,-0.7818,-0.3664,-0.7818,1.5427,-0.7139,-0.2460,-0.6023,-1.0993,0.7102,aspect_ratio,1.5427
488.8710,489.5340,489.7960,0.6630,0.9249,5.0000,5.0990,10.0000,0.0663,0.1190,17.3572,-0.3095,-0.5511,11.7163,400,dem_9t_1m,,1.2033,0.5997,2.5301,0.4317,395,-0.6682,-1.8996,-0.2410,-0.1215,-0.8193,-0.4245,-1.2034,-0.4245,0.0889,-1.0663,-0.4882,-1.0503,-0.3497,0.5594,effective_radius_m,-1.2034
466.4254,466.8928,467.1808,0.4674,0.7555,6.5000,6.0828,13.0000,0.0360,0.1725,20.6814,-0.0535,-0.2408,1.5669,538,dem_mk5_1m,,1.6739,0.9073,2.5221,0.4645,396,-1.3908,2.1520,-1.9415,-0.6836,-1.0729,0.6475,1.6739,0.6475,-0.8544,-0.9271,-0.2966,0.9411,0.7243,-1.5106,effective_radius_m,1.6739
420.5182,420.7387,421.8492,0.2206,1.3310,7.0000,5.6569,14.0000,0.0158,0.6615,11.3170,-0.0204,-0.1082,3.3939,7,dem_9t_1m,,1.4847,0.9299,2.5209,0.4632,397,-1.7172,2.7592,0.2012,-1.3928,-0.2115,1.0048,0.4283,1.0048,-1.4832,0.3459,-0.8365,1.1985,1.1832,-1.1380,aspect_ratio,-1.4832
510.7427,510.9804,512.0392,0.2376,1.2965,6.0000,5.3852,12.0000,0.0198,0.5429,8.9588,-0.0308,-0.1528,3.6927,663,dem_mk5_1m,,1.3586,0.7405,2.5185,0.4478,398,-2.2129,1.6744,0.3767,-1.3440,-0.2631,0.2901,-0.3664,0.2901,-1.3587,0.0372,-0.9724,1.1176,1.0288,-1.0770,aspect_ratio,-1.3587
436.6122,436.7698,437.1114,0.1576,0.4992,6.0000,5.6569,12.0000,0.0131,0.1816,5.9423,-0.0936,-0.0957,3.5174,73,dem_9t_1m,,1.5738,0.9657,2.5182,0.4764,399,-2.8973,1.5142,-0.9018,-1.5739,-1.4565,0.2901,0.4283,0.2901,-1.5673,-0.9034,-1.1464,0.6291,1.2265,-1.1128,depth_from_rim_mean_m,-1.5739
487.5785,488.4790,488.8915,0.9005,1.3130,6.5000,6.0828,13.0000,0.0693,0.2387,39.8410,-0.0679,-0.4925,1.9166,107,dem_9t_1m,,1.6739,0.7207,2.5157,0.4594,400,0.6001,1.6273,-2.1419,0.5611,-0.2384,0.6475,1.6739,0.6475,0.1823,-0.7547,0.8081,0.8290,-0.1469,-1.4393,effective_radius_m,1.6739
476.0581,476.7878,477.4285,0.7297,1.3704,5.0000,5.8310,10.0000,0.0730,0.2870,19.1029,-0.1206,-0.5166,7.0916,228,dem_9t_1m,,0.9374,0.3960,2.5146,0.4117,401,-0.3680,-0.0981,-1.0390,0.0702,-0.1525,-0.4245,0.9375,-0.4245,0.2974,-0.6290,-0.3876,0.4191,-0.2303,-0.3838,effective_radius_m,0.9375
484.9212,485.4142,486.0912,0.4929,1.1700,5.5000,5.7439,11.0000,0.0448,0.2082,15.6146,-0.0947,-0.3601,6.3488,162,dem_9t_1m,,0.8342,0.4864,2.5062,0.4078,402,-1.2884,0.6348,-0.8937,-0.6103,-0.4525,-0.0672,0.6827,-0.0672,-0.5804,-0.8341,-0.5887,0.6206,0.3114,-0.5353,rim_symmetry_std_m,-0.8341
440.0144,441.1170,442.4556,1.1026,2.4412,7.0000,6.0000,14.0000,0.0788,0.9528,56.5789,-0.2220,-0.6326,11.8402,37,dem_9t_1m,,1.7731,0.9976,2.5046,0.4704,403,3.2758,1.1508,0.1987,1.1418,1.4501,1.0048,1.4317,1.0048,0.4780,1.1042,1.7731,-0.3697,-0.6318,0.5847,volume_approx_m3,1.7731
461.7487,462.3419,463.8189,0.5931,2.0702,6.0000,5.3852,12.0000,0.0494,0.8138,22.3597,-0.1540,-0.3997,7.2491,224,dem_9t_1m,,0.8948,0.3844,2.5032,0.4194,404,0.0527,0.8070,0.9939,-0.3223,0.8949,0.2901,-0.3664,0.2901,-0.4372,0.7423,-0.1998,0.1593,0.1743,-0.3517,depth_from_rim_max_m,0.8949
458.2193,459.0661,460.1303,0.8469,1.9110,7.0000,5.3852,14.0000,0.0605,0.7569,43.4548,-0.2801,-0.5341,11.9963,297,dem_9t_1m,,1.0164,0.6246,2.4977,0.4277,405,1.7924,0.3859,0.7085,0.4070,0.6566,1.0048,-0.3664,1.0048,-0.0917,0.5942,1.0164,-0.8216,-0.2908,0.6165,volume_approx_m3,1.0164
486.5000,487.2691,487.7641,0.7691,1.2641,6.5000,5.3852,13.0000,0.0592,0.3541,34.0297,-0.2350,-0.6090,12.1254,421,dem_9t_1m,,0.6475,0.4438,2.4976,0.4192,406,0.7288,-0.2522,-0.2678,0.1834,-0.3116,0.6475,-0.3664,0.6475,-0.1322,-0.4543,0.4730,-0.4708,-0.5501,0.6429,rim_radius_m,0.6475
468.9087,469.3441,469.6660,0.4355,0.7574,6.5000,6.0828,13.0000,0.0335,0.2138,19.2677,-0.0373,-0.2581,1.6434,283,dem_9t_1m,,1.6739,0.9246,2.4962,0.4639,407,-1.4711,2.2363,-1.8485,-0.7752,-1.0700,0.6475,1.6739,0.6475,-0.9322,-0.8195,-0.3781,1.0671,0.6644,-1.4950,effective_radius_m,1.6739
491.8600,492.7961,493.4080,0.9362,1.5480,7.0000,5.8310,14.0000,0.0669,0.4228,48.0367,-0.1153,-0.5866,5.4818,475,dem_9t_1m,,1.2806,0.6392,2.4958,0.4187,408,1.4345,1.4001,-1.2754,0.6637,0.1133,1.0048,0.9375,1.0048,0.1075,-0.2755,1.2806,0.4603,-0.4725,-0.7121,volume_approx_m3,1.2806
360.9144,361.9066,362.3876,0.9922,1.4732,5.5000,5.0990,11.0000,0.0902,0.3476,31.4312,-0.2876,-0.7803,14.3585,215,dem_9t_1m,,1.2033,0.6284,2.4927,0.4327,409,1.2356,-1.9731,0.0872,0.8246,0.0013,-0.0672,-1.2034,-0.0672,0.8329,-0.4712,0.3232,-0.8800,-1.1429,1.0983,effective_radius_m,-1.2034
460.7520,461.3481,461.6656,0.5961,0.9137,5.0000,5.0990,10.0000,0.0596,0.3450,15.6059,-0.1430,-0.4134,5.9294,253,dem_9t_1m,,1.2033,0.4892,2.4920,0.4067,410,-1.4396,-0.6321,-0.1490,-0.3137,-0.8361,-0.4245,-1.2034,-0.4245,-0.1197,-0.4780,-0.5892,0.2448,0.1269,-0.6209,effective_radius_m,-1.2034
469.9374,470.8050,471.1215,0.8676,1.1841,6.5000,6.0828,13.0000,0.0667,0.2620,38.3841,-0.0671,-0.4641,2.6980,119,dem_9t_1m,,1.6739,0.6865,2.4880,0.4513,411,0.4316,1.6170,-2.0614,0.4665,-0.4314,0.6475,1.6739,0.6475,0.1013,-0.6941,0.7241,0.8353,-0.0486,-1.2799,effective_radius_m,1.6739
578.6405,579.3620,581.2355,0.7215,2.5950,7.0000,5.3852,14.0000,0.0515,1.3472,37.0219,-0.2137,-0.4135,10.8117,567,dem_mk5_1m,,2.1308,0.7324,2.4867,0.4544,412,1.7622,1.4031,2.2274,0.0467,1.6803,1.0048,-0.3664,1.0048,-0.3719,2.1309,0.6455,-0.3051,0.1265,0.3749,rim_symmetry_std_m,2.1309
423.7545,423.9418,424.4894,0.1874,0.7350,4.0000,5.3852,8.0000,0.0234,0.2977,3.1395,-0.0462,-0.1262,4.3630,88,dem_9t_1m,,1.4883,1.0409,2.4772,0.4585,413,-3.5452,0.1466,-0.0876,-1.4882,-1.1035,-1.1392,-0.3664,-1.1392,-1.2466,-0.6011,-1.3080,0.9978,1.1209,-0.9403,depth_from_rim_mean_m,-1.4882
480.5718,481.1161,481.3722,0.5444,0.8004,6.0000,5.8310,12.0000,0.0454,0.1465,20.5224,-0.1921,-0.4049,8.6944,79,dem_9t_1m,,1.0056,0.4726,2.4770,0.4251,414,-0.7871,0.3971,-1.2577,-0.4623,-1.0057,0.2901,0.9375,0.2901,-0.5618,-0.9947,-0.3057,-0.1371,0.1563,-0.0569,depth_from_rim_max_m,-1.0057
527.7296,528.3369,530.1414,0.6074,2.4119,7.0000,5.8310,14.0000,0.0434,1.2710,31.1653,-0.0842,-0.2639,4.5271,558,dem_mk5_1m,,1.9324,0.8867,2.4763,0.4379,415,0.8273,2.8418,1.1873,-0.2812,1.4063,1.0048,0.9375,1.0048,-0.6240,1.9325,0.3079,0.7022,0.6443,-0.9069,rim_symmetry_std_m,1.9325
416.2978,416.5974,417.5303,0.2996,1.2325,7.0000,5.6569,14.0000,0.0214,0.4601,15.3744,-0.0768,-0.2029,4.2589,442,dem_9t_1m,,1.3088,0.7845,2.4736,0.4319,416,-1.3727,2.2308,-0.2800,-1.1658,-0.3589,1.0048,0.4283,1.0048,-1.3089,-0.1784,-0.6026,0.7598,0.8554,-0.9616,aspect_ratio,-1.3089
494.7617,495.4170,497.0190,0.6552,2.2572,7.0000,5.8310,14.0000,0.0468,1.1382,33.6223,-0.0291,-0.3141,4.2533,644,dem_mk5_1m,,1.5869,0.8531,2.4721,0.4327,417,0.7699,2.8241,0.7516,-0.1439,1.1747,1.0048,0.9375,1.0048,-0.5182,1.5868,0.4495,1.1309,0.4706,-0.9627,rim_symmetry_std_m,1.5868
