area,block,tile,angle,at_ground_returns,pct_called_ground
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG607608,17.5,155230,91.20401984152548
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG607608,18.5,352442,0.0
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG607608,19.5,163590,0.0
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609602,0.5,106434,99.7886013867749
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609602,1.5,107186,99.70891720933705
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609602,2.5,106332,99.76206598201858
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609602,3.5,107103,99.73670205316375
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609602,4.5,107329,99.75402733650738
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609602,5.5,106472,99.85160417762415
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609602,6.5,106503,99.83850220181591
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609602,7.5,105459,99.80561165950748
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609602,8.5,106569,99.79449933845676
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609602,9.5,105917,99.71864762030648
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609602,10.5,107083,99.72731432627027
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609602,11.5,106117,99.6419046901062
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609602,12.5,107249,99.66526494419529
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609602,13.5,110848,99.62922199769054
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609602,14.5,159383,99.09400626164648
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609602,15.5,133165,95.13686028611122
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609602,16.5,116673,93.118373574006
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609602,17.5,170192,93.4485757262386
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609602,18.5,292811,0.0
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609602,19.5,221139,0.0
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609603,0.5,97783,99.50195841812996
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609603,1.5,101252,99.61284715363648
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609603,2.5,102893,99.72787264439758
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609603,3.5,104631,99.81840945800002
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609603,4.5,104611,99.804035904446
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609603,5.5,100970,99.77121917401207
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609603,6.5,101192,99.84979049727252
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609603,7.5,101396,99.7652767367549
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609603,8.5,104507,99.6631804568115
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609603,9.5,105646,99.7917573784147
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609603,10.5,105796,99.78354569170858
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609603,11.5,105446,99.78567228723708
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609603,12.5,107882,99.7970004263918
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609603,13.5,150685,99.58788200550818
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609603,14.5,149949,99.22240228344305
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609603,15.5,113025,95.08427339084274
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609603,16.5,120062,94.30460928520264
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609603,17.5,139500,92.9899641577061
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609603,18.5,273686,0.0
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609603,19.5,353727,0.0
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609600,0.5,112608,99.12528417163968
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609600,1.5,113039,99.03573103088314
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609600,2.5,112451,98.8030342104561
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609600,3.5,113292,98.90901387564875
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609600,4.5,112949,99.01725557552524
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609600,5.5,111996,98.9910353941212
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609600,6.5,110795,98.73640507243108
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609600,7.5,113004,99.10534140384412
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609600,8.5,112233,98.9441608083184
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609600,9.5,113121,98.98162144959822
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609600,10.5,112529,98.8065298722996
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609600,11.5,111838,99.18989967631752
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609600,12.5,112142,99.26700076688483
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609600,13.5,110402,99.40399630441478
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609600,14.5,133568,97.65587565884044
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609600,15.5,161282,94.2020808273707
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609600,16.5,141907,92.47464888976585
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609600,17.5,213306,92.7371944530393
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609600,18.5,274781,0.0
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609600,19.5,208948,0.0
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609605,0.5,96110,99.76277182395172
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609605,1.5,97048,99.6867529469953
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609605,2.5,97641,99.70606609928208
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609605,3.5,98098,99.63709759628128
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609605,4.5,98475,99.7075399847677
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609605,5.5,97376,99.71553565560302
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609605,6.5,99045,99.81220657276997
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609605,7.5,98868,99.84727110895336
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609605,8.5,99875,99.80675844806008
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609605,9.5,100706,99.779556332294
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609605,10.5,100319,99.6999571367338
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609605,11.5,99283,99.49638910991813
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609605,12.5,120605,99.43534679325067
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609605,13.5,151458,99.17666943971268
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609605,14.5,115694,98.85128010095598
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609605,15.5,107773,95.6872314958292
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609605,16.5,114501,94.18433026785792
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609605,17.5,126587,93.3136893993854
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609605,18.5,206760,0.0
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609605,19.5,344939,0.0
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609606,0.5,107714,99.06975880572628
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609606,1.5,108162,99.0024222924872
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609606,2.5,107078,98.91667756215097
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609606,3.5,106724,98.84562047899254
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609606,4.5,107630,98.77636346743472
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609606,5.5,107388,98.90583677878348
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609606,6.5,108404,98.89210730231358
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609606,7.5,106981,98.93719445509016
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609606,8.5,103502,99.02030878630364
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609606,9.5,104716,99.15103709079796
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609606,10.5,103206,99.1076100226731
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609606,11.5,109759,99.0060040634481
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609606,12.5,148486,98.78911143138072
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609606,13.5,131704,98.7342829374962
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609606,14.5,104732,97.12886223885728
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609606,15.5,109610,91.947814980385
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609606,16.5,113989,90.8552579634877
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609606,17.5,132429,89.94631085336293
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609606,18.5,197511,0.0
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609606,19.5,253712,0.0
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609608,0.5,105255,98.4513799819486
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609608,1.5,105675,98.5114738585285
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609608,2.5,103725,98.57025789346832
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609608,3.5,104039,98.53035880775478
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609608,4.5,105923,98.5961500335149
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609608,5.5,104706,98.51679941932647
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609608,6.5,106549,98.53776196867167
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609608,7.5,104496,98.62865564232123
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609608,8.5,103173,98.57327013850524
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609608,9.5,102642,98.66428947214592
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609608,10.5,106824,98.59769340223173
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609608,11.5,129339,98.603669426855
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609608,12.5,134816,98.22943864229764
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609608,13.5,99866,96.39917489435844
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609608,14.5,89017,92.81260882752731
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609608,15.5,85966,90.49740595119
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609608,16.5,98643,91.60406719179262
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609608,17.5,120769,90.9463521267875
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609608,18.5,214407,0.0
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG609608,19.5,57287,0.0
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610605,0.5,103207,99.72773164610928
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610605,1.5,104183,99.70820575333788
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610605,2.5,103349,99.50168845368606
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610605,3.5,103782,99.13665182786995
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610605,4.5,103213,98.99334386172283
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610605,5.5,102893,99.17778663271554
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610605,6.5,103883,99.20583733623404
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610605,7.5,103795,99.14446745989692
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610605,8.5,103289,98.97181694081657
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610605,9.5,104503,99.04308967206684
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610605,10.5,115151,98.89015292963153
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610605,11.5,154611,98.59906474959736
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610605,12.5,136447,98.68666954934882
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610605,13.5,105683,98.48887711363228
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610605,14.5,106468,97.71856332419132
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610605,15.5,110586,92.07132910133288
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610605,16.5,118453,92.19099558474667
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610605,17.5,136228,91.82253281263765
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610605,18.5,197434,0.0
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610605,19.5,183491,0.0
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610600,0.5,112080,99.67523197715916
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610600,1.5,112386,99.44210132934708
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610600,2.5,111712,99.32415496992266
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610600,3.5,111737,99.27150362010794
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610600,4.5,110619,99.23340474963614
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610600,5.5,109846,99.22072719989804
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610600,6.5,110751,99.03025706314163
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610600,7.5,109193,98.85981702123765
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610600,8.5,108568,98.40468646378308
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610600,9.5,109843,98.30485329060568
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610600,10.5,110438,98.2542240895344
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610600,11.5,113082,97.89267964839674
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610600,12.5,152810,97.32740003926445
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610600,13.5,157008,94.33850504432894
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610600,14.5,131598,89.10773719965349
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610600,15.5,101798,85.71190003732883
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610600,16.5,113313,86.33078287575124
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610600,17.5,134068,87.01703613091864
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610600,18.5,223680,0.0
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610600,19.5,163013,0.0
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610602,0.5,103155,98.74654645921188
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610602,1.5,105156,98.64772338240329
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610602,2.5,104450,98.6242221158449
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610602,3.5,102490,98.57059225290271
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610602,4.5,101642,98.20841778005156
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610602,5.5,99652,98.05322522377875
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610602,6.5,98786,98.2558257242929
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610602,7.5,96786,98.0772012481144
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610602,8.5,98284,98.20621871311708
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610602,9.5,100981,98.4086115209792
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610602,10.5,99751,98.2295916832914
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610602,11.5,117486,98.07381305006554
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610602,12.5,149551,98.05751883972692
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610602,13.5,146973,96.11221108639002
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610602,14.5,100088,91.658340660219
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610602,15.5,97334,89.74048122958061
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610602,16.5,112044,88.06004783834922
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610602,17.5,131646,85.98742081035505
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610602,18.5,194489,0.0
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610602,19.5,185157,0.0
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610603,0.5,102352,98.5295841800844
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610603,1.5,99715,98.30617259188688
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610603,2.5,101046,98.4967242641965
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610603,3.5,100211,98.40736046940954
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610603,4.5,99138,98.6927313441869
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610603,5.5,100160,98.58626198083068
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610603,6.5,102130,98.9111916185254
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610603,7.5,102117,98.85523468178656
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610603,8.5,105323,98.88818206849406
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610603,9.5,109390,98.95511472712316
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610603,10.5,109528,98.89617266817618
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610603,11.5,146534,98.60032483928644
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610603,12.5,160685,98.56178236923174
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610603,13.5,116671,98.05607220303246
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610603,14.5,103012,95.42286335572555
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610603,15.5,107541,91.79196771463909
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610603,16.5,115640,90.22915946039431
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610603,17.5,133608,89.63909346745704
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610603,18.5,209606,0.0
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610603,19.5,152250,0.0
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610606,0.5,107162,98.0254194583901
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610606,1.5,108137,97.923929829753
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610606,2.5,107056,97.6834553878344
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610606,3.5,108081,98.3974981726668
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610606,4.5,110323,98.63038532309672
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610606,5.5,106677,98.5695135783721
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610606,6.5,105433,98.70533893562737
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610606,7.5,106205,98.3503601525352
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610606,8.5,102434,97.570142726048
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610606,9.5,106225,96.61379148034833
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610606,10.5,143113,96.36231509366723
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610606,11.5,142071,96.9156266936954
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610606,12.5,100078,96.69957433202102
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610606,13.5,102090,94.41473209912822
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610606,14.5,102176,92.1742875039148
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610606,15.5,101592,90.06122529333018
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610606,16.5,114680,89.79856993372863
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610606,17.5,138127,88.99056665242856
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610606,18.5,231487,0.0
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610606,19.5,75178,0.0
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610608,0.5,102131,98.62823236823296
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610608,1.5,101088,98.42711301044636
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610608,2.5,99454,98.60940736420858
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610608,3.5,101242,98.64581892890304
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610608,4.5,97634,98.61830919556712
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610608,5.5,96566,98.67448170163412
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610608,6.5,99290,98.85688387551616
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610608,7.5,99530,98.64965337084296
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610608,8.5,93103,97.7455076635554
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610608,9.5,133385,98.3154027814222
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610608,10.5,131960,98.55713852682632
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610608,11.5,108363,98.86861751704916
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610608,12.5,99821,99.24364612656656
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610608,13.5,98647,94.59892343406288
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610608,14.5,101513,94.224385054131
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610608,15.5,106509,93.6165018918589
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610608,16.5,120500,92.62406639004148
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610608,17.5,145187,91.98481957751038
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610608,18.5,255658,0.0
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG610608,19.5,4703,0.0
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG612600,0.5,73866,95.58389516150868
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG612600,1.5,77247,96.5875697438088
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG612600,2.5,79878,97.41856330904628
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG612600,3.5,89464,97.95783778950192
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG612600,4.5,90865,98.03004457161724
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG612600,5.5,90780,98.40934126459572
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG612600,6.5,90426,98.3069028819145
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPG612600,7.5,90878,98.39455093642026
