parent_road,length_m,class,faint_score,margin_sigma,n_transects,exlabel,P_road,split,opos_zcontrast,lrm25_zcontrast,tpi15_zcontrast,slope_zcontrast,relief10_zcontrast,oneg_zcontrast,incision_depth_m
620,46.19722112,bold,-2.692,1.107,9,unlabelled,0.512717783,unused,-2.6921813,-1.7417816,-2.6752038,-1.0286921,-0.040354703,-0.2087977,0.6624965
621,52.38390494,bold,-2.17,0.585,10,unlabelled,0.641269922,unused,-2.1698895,-1.1201663,-1.0186002,-0.64542294,-0.57060647,-0.32298768,0.46526998
621,52.45571668,bold,-2.236,0.651,10,unlabelled,0.553600967,unused,-2.2358513,-1.9509318,-0.51405627,-0.9302602,6.6200066,-3.6313217,0.89127314
622,43.25014261,faint,-0.809,-0.776,8,unlabelled,0.74139148,test,-0.8086873,-0.9048984,-1.8836272,-1.29131,-0.9149723,-0.25044352,1.1018281
622,43.26268307,faint,-0.87,-0.715,8,unlabelled,0.738397956,test,-0.87038255,-0.9930877,-1.38026,-0.6142526,-0.71049374,0.45132315,0.8145962
622,43.25920167,bold,-1.594,0.009,8,unlabelled,0.497333288,test,-1.5937067,-0.41743866,-0.04422891,-1.0195731,-1.079488,-0.5027604,0.5951792
623,44.43841045,bold,-4.127,2.542,8,unlabelled,0.849977314,test,-4.12733,-2.8613863,-1.9312043,1.4135516,1.4871726,-1.4351857,0.8364748
623,44.41623312,faint,-0.931,-0.654,8,unlabelled,0.425905764,test,-0.93104076,-0.39137846,-0.92805016,0.2756498,-0.6613698,-0.3677013,0.31052363
624,42.82738599,bold,-1.705,0.12,8,unlabelled,0.719418466,test,-1.7051723,-0.014074989,0.14420529,-0.23478192,0.8127308,-1.0658433,0.4494633
625,71.57187295,faint,-1.157,-0.428,14,unlabelled,0.679063857,test,-1.1572144,-0.44862366,-0.4814311,0.48155975,1.5647657,-0.9502405,0.5290082
626,51.17386627,faint,-1.169,-0.416,10,unlabelled,0.651972294,test,-1.1694899,-0.19929053,-1.062803,1.0733209,1.4199057,0.13721137,0.42474616
627,59.36227499,faint,-1.141,-0.444,11,unlabelled,0.808972299,test,-1.1408294,-0.08288074,0.22230731,0.024962174,-0.52860445,-0.018745122,0.36051497
628,44.37920491,faint,-1.321,-0.264,8,unlabelled,0.866480172,test,-1.3207744,0.46962214,1.3909013,-0.07788264,0.78749526,-2.5812516,0.35447568
628,44.23421329,faint,-1.391,-0.194,8,unlabelled,0.869688094,test,-1.3913116,-0.74578315,0.49399114,-0.30122167,-0.85396576,-1.3785439,0.42144674
629,54.02285847,bold,-2.148,0.563,10,unlabelled,0.637550056,test,-2.1480212,-1.0550714,-1.7295768,0.0811555,0.39987758,0.22512504,0.39323783
629,54.14087522,bold,-1.663,0.078,10,unlabelled,0.857805789,test,-1.6627781,-1.1853504,-0.6529193,-0.012386907,0.055449568,-0.38298655,0.4460696
630,56.21396125,bold,-3.938,2.353,11,unlabelled,0.866843462,test,-3.9380336,-3.2072306,-3.294574,-0.38699841,4.893044,-0.57198006,0.7766688
630,56.02552928,bold,-2.13,0.544,11,unlabelled,0.72900027,test,-2.1296432,-1.7480658,-2.5021257,-0.66197574,-0.25728846,1.2167258,0.58216524
630,56.10990647,faint,-0.326,-1.259,11,unlabelled,0.708544493,test,-0.32581726,-0.67425305,-1.0990759,-0.81160367,-1.4136292,0.544615,0.40526736
631,48.11537168,faint,-1.196,-0.39,9,unlabelled,0.58401835,test,-1.1956335,-1.0068558,-0.9406379,-0.018236356,0.5059176,-0.3098884,0.35960388
631,48.13158943,faint,0.401,-1.986,9,unlabelled,0.710000515,test,0.40061465,-0.10918649,0.22926314,0.056145377,0.06915714,-0.27480805,0.16429186
631,48.14277367,faint,-1.452,-0.133,9,unlabelled,0.734514713,test,-1.452013,-0.17970806,-0.70755404,0.47910365,0.152649,-0.9103105,0.31910598
631,48.09181111,faint,-1.439,-0.146,9,unlabelled,0.562841237,test,-1.438876,0.04155345,0.32795507,-0.04160077,-0.51580274,-1.1038244,0.29744714
632,33.06835735,faint,-0.983,-0.602,6,unlabelled,0.769172311,test,-0.9834298,-1.2580538,-0.6568191,1.266922,1.9222462,-0.22564735,0.6460625
633,30.34223459,bold,-2.235,0.65,6,unlabelled,0.820929229,test,-2.2347145,-1.0233066,-0.34373888,-0.218761,-1.2280487,-0.7602589,0.29724905
634,38.212992,faint,-0.929,-0.656,7,unlabelled,0.42789498,test,-0.92894006,-0.63380563,-0.5856056,0.34217593,0.027476486,0.37911043,0.39933786
635,41.62636139,faint,-1.254,-0.331,8,unlabelled,0.598489046,test,-1.2544343,-0.7571111,-0.7417457,0.20926988,0.8645957,-0.12119441,0.43649942
635,41.55805462,faint,-1.079,-0.506,8,unlabelled,0.192039996,test,-1.0790794,-0.49144992,-0.43275356,-0.27591166,-0.52112824,0.044206973,0.4257926
636,47.65873991,faint,-1.534,-0.051,9,unlabelled,0.552334189,test,-1.5341812,-0.2813027,-0.31842384,1.0606463,1.4818915,-0.8305683,0.44988072
636,48.00210835,faint,0.252,-1.837,9,unlabelled,0.195355192,test,0.25182244,-0.29083094,0.010870117,-1.4963896,-1.7667433,0.10878114,0.14256859
637,44.15703646,bold,-2.401,0.816,8,unlabelled,0.910487115,test,-2.4008837,-0.2324241,0.23130593,3.1481767,3.8630571,-0.9913637,0.4655657
637,44.151794,bold,-1.608,0.022,8,unlabelled,0.804718316,test,-1.6076381,-0.64952326,-1.5633106,-0.119477734,-0.15072761,0.25938073,0.37095368
638,41.74365947,faint,0.088,-1.673,8,unlabelled,0.151473418,test,0.08789814,0.29234874,0.5106119,-0.76833934,-1.1437579,-1.2192419,0.13400024
638,41.60856699,faint,0.114,-1.699,8,unlabelled,0.446306348,test,0.11424564,-0.39415509,-0.32126522,-0.41294754,-1.428714,0.3595822,0.17277932
639,44.81825205,faint,1.056,-2.641,8,unlabelled,0.097200908,test,1.0559186,0.06731048,0.8243375,-2.9026418,-6.3879642,-0.21783802,0.10860896
640,47.54004193,bold,-2.054,0.469,9,unlabelled,0.70589602,test,-2.0536559,-0.74791276,-0.78725237,-0.64223534,0.98703545,-1.2587256,0.4813198
640,47.56275994,bold,-1.62,0.034,9,unlabelled,0.660608232,test,-1.6196101,-0.92996264,-1.0977118,-1.0497464,-1.1600907,-0.23439619,0.4032997
640,47.64964523,faint,-0.341,-1.244,9,unlabelled,0.782724261,test,-0.34089705,0.50636774,0.50262904,0.24078923,-0.198997,-0.04820046,0.17387438
641,58.78289421,faint,-0.407,-1.179,11,unlabelled,0.630363226,test,-0.4066336,-0.41608107,-0.3643486,0.6068356,0.59347236,0.24557169,0.31208134
642,44.61948813,bold,-4.071,2.486,8,unlabelled,0.889976621,train,-4.07084,-3.428753,-2.908743,2.2692096,3.8287668,-1.2920768,0.5740484
642,44.82470657,bold,-1.95,0.365,8,unlabelled,0.889719307,train,-1.9502478,-1.2939172,-1.4995564,0.88212085,2.8524694,-0.52923334,0.42553723
643,39.17243944,bold,-4.058,2.473,7,unlabelled,0.848836899,train,-4.058268,-1.5839604,-4.557109,-0.91682714,3.6865377,-0.005824071,0.89702815
644,48.0690933,faint,0.414,-1.999,9,unlabelled,0.913126111,train,0.41429195,-0.17198308,0.47119334,-0.23135316,-0.6591262,0.25210437,0.23273396
644,48.07613865,faint,-0.344,-1.241,9,unlabelled,0.888226867,train,-0.34382778,-0.2636726,0.055764984,-0.33968702,-0.43235856,-0.59742266,0.13840568
644,48.06561063,faint,-0.378,-1.207,9,unlabelled,0.814329505,train,-0.37777337,0.2914346,0.9821371,0.5665299,1.7086353,-1.5407025,0.13747942
645,58.26609569,faint,-0.891,-0.694,11,unlabelled,0.871905565,train,-0.8912134,-1.2523017,-1.8046325,-0.0952351,-0.23708604,0.794304,0.56582797
646,48.34158817,bold,-2.767,1.182,9,unlabelled,0.770104885,test,-2.767373,-2.0545073,-1.7808359,0.8813922,0.3999825,-0.6447311,0.6004247
646,48.4185038,bold,-2.186,0.6,9,unlabelled,0.80234158,test,-2.1855836,-0.85135806,-0.70502615,1.1820991,2.935832,-1.3153822,0.9794769
647,57.58486688,faint,-0.963,-0.622,11,unlabelled,0.786306322,test,-0.9634717,-1.1660388,-0.7390832,0.93944013,0.75636387,0.27253446,0.61882883
648,49.6192415,bold,-2.417,0.832,9,unlabelled,0.811519146,train,-2.4167004,-1.1392344,-1.6231489,0.3769882,-0.18794633,-1.2155598,0.53124434
648,49.67316429,bold,-2.504,0.919,9,unlabelled,0.905094087,train,-2.5040927,-1.6189767,-1.320904,1.2609218,2.4443064,-0.8217751,0.31525183
648,49.80088749,bold,-4.058,2.473,9,unlabelled,0.919716001,train,-4.057729,-3.2994268,-4.1038294,1.8425473,1.9790969,-0.9116275,0.4848776
648,49.85178473,bold,-2.862,1.276,9,unlabelled,0.922743082,train,-2.8615444,-3.8212354,-4.0051003,1.9819406,1.4134365,-1.4210236,0.60390455
648,48.4952159,bold,-1.918,0.332,9,unlabelled,0.851614714,train,-1.9176036,-2.0234723,-3.3363273,0.5081923,2.1437027,-0.14583424,0.51844954
648,49.73352884,bold,-2.017,0.432,9,unlabelled,0.8241781,train,-2.017055,-1.9207255,-2.2748735,0.4463891,1.6036018,-0.06060203,0.49555808
648,49.77147313,bold,-3.905,2.32,9,unlabelled,0.886227846,train,-3.905329,-2.569232,-2.5834854,1.7726651,1.4286637,-1.2166047,0.47751734
648,49.71246807,bold,-3.722,2.137,9,unlabelled,0.827570915,train,-3.7224722,-2.9926653,-3.6427486,0.48172823,1.7789263,0.4330545,0.71200633
648,49.82309015,bold,-1.689,0.104,9,unlabelled,0.913015425,train,-1.6891448,-0.95336676,-0.77437526,0.08402418,0.6402062,-1.7712457,0.51133454
648,49.82959719,bold,-2.8,1.214,9,unlabelled,0.912457526,train,-2.7995622,-1.8279098,-2.6785545,-0.058898903,-0.5854579,-0.89341277,0.42499566
648,49.81180618,faint,-0.574,-1.011,9,unlabelled,0.905995369,train,-0.57373303,-0.79858917,-0.41212073,-1.0112363,-0.4077181,0.17793755,0.49538368
648,49.82870247,bold,-4.118,2.533,9,unlabelled,0.913558483,train,-4.118033,-1.6204064,-3.1265802,0.28089416,0.42783314,-0.37318715,0.5050707
648,49.83612659,bold,-3.171,1.586,9,unlabelled,0.930055499,train,-3.1713464,-1.7398796,-0.9408455,0.79164106,1.0255224,-0.8855194,0.40587893
648,49.47664877,faint,-1.114,-0.471,9,unlabelled,0.822688937,train,-1.1139632,-0.79343903,-1.2778788,-0.3580946,-0.167284,0.021790707,0.33220524
649,57.06363435,bold,-2.481,0.896,11,unlabelled,0.832401633,train,-2.4810174,-1.7848063,-1.5682433,0.3301139,-0.34546146,-1.5248922,0.3986665
649,57.09719408,bold,-3.498,1.913,11,unlabelled,0.883186936,train,-3.4984033,-2.4783459,-2.3230977,0.2548683,-0.04735745,-1.2011878,0.41445762
649,57.0940382,bold,-4.367,2.782,11,unlabelled,0.841046751,train,-4.366845,-2.4937742,-3.3149319,0.9177372,0.96051925,-0.56969553,0.46324956
650,41.76126431,faint,-1.156,-0.429,8,unlabelled,0.887196779,train,-1.1560447,-0.87203646,-0.5157778,-0.11057706,-2.6074266,-0.48316815,0.28797328
650,41.79234863,faint,-0.491,-1.094,8,unlabelled,0.847537756,train,-0.49116555,-1.0191287,-0.61737263,-0.60527337,-1.6005485,0.010907114,0.31026292
651,40.29700335,bold,-2.083,0.498,8,unlabelled,0.856687844,train,-2.0831585,-1.6119628,-1.3264418,-0.03778103,0.23366085,0.051010147,0.64188164
652,47.6674145,faint,-1.479,-0.106,9,unlabelled,0.834101796,train,-1.4792329,-1.3035553,-1.9273211,0.5451415,0.32924554,-0.2886682,0.25535902
652,47.65420171,faint,-1.571,-0.015,9,unlabelled,0.882408381,train,-1.5705118,-1.5137328,-2.464473,0.43744522,2.5582473,-0.5762344,0.44962513
653,44.60180352,bold,-2.429,0.844,8,unlabelled,0.868239522,train,-2.4288943,-2.9042125,-3.5746937,1.1969216,1.6024418,-0.760676,0.5049057
653,44.57220548,bold,-2.621,1.036,8,unlabelled,0.899315178,train,-2.621037,-1.8202008,-2.6163702,1.7591865,1.8201859,-1.192474,0.48727828
654,55.19581286,bold,-2.254,0.669,11,unlabelled,0.901998758,train,-2.2537532,-1.4313138,-1.7617757,0.6362558,1.4954424,-0.53224164,0.29675293
654,55.40307304,faint,-1.423,-0.163,11,unlabelled,0.841211498,train,-1.4225934,-1.0920706,-1.1515379,0.19380227,2.9445136,-0.15405643,0.3708204
655,50.79180597,bold,-4.153,2.568,10,unlabelled,0.865617752,train,-4.15342,-3.1042163,-2.669611,1.3472117,4.5668297,-0.66687226,0.42900178
656,45.71851579,bold,-5.14,3.555,9,unlabelled,0.914840102,train,-5.139708,-4.046156,-3.316149,2.1022425,2.484243,-0.95221406,0.5054546
656,45.71762552,bold,-5.388,3.803,9,unlabelled,0.945147812,train,-5.3879213,-3.7061543,-3.3977342,2.6673589,4.5782366,-2.3588617,0.6300943
656,45.70676731,bold,-4.49,2.905,9,unlabelled,0.957376063,train,-4.4901347,-3.3487413,-2.2694438,2.4615238,3.3038003,-2.1456513,0.59154975
656,45.60166918,bold,-2.118,0.533,9,unlabelled,0.89526999,train,-2.1182377,-1.2323244,-0.81818795,1.3159742,3.2098534,-0.9019952,0.40172154
656,45.71177251,faint,-0.247,-1.338,9,unlabelled,0.802082598,val,-0.24748246,-0.39004982,-1.2520778,-0.25852877,0.8304241,0.3394172,0.4937439
657,40.07129617,bold,-2.073,0.488,8,unlabelled,0.584222376,unused,-2.0726857,-2.0536387,-3.8592932,-0.600377,1.2930435,0.47057158,0.5674287
658,46.92278727,bold,-2.343,0.758,9,unlabelled,0.846501231,unused,-2.3430662,-1.5307033,-0.573514,0.7362189,-0.24874078,-1.2302755,0.35337827
658,46.99981868,faint,-0.994,-0.591,9,unlabelled,0.823548079,unused,-0.9943888,-1.3755593,-1.2759262,0.32969794,0.4968102,0.11250352,0.33129543
659,50.05716216,bold,-1.909,0.324,10,unlabelled,0.853318095,unused,-1.9091785,-1.8269651,-1.4462054,0.36545902,0.26540542,-0.006564557,0.40323976
660,74.20671083,bold,-2.663,1.078,14,unlabelled,0.772936821,unused,-2.663242,-1.4944196,-0.82870245,0.5166975,0.05144464,-1.0669461,0.3350668
661,45.12496659,faint,-0.182,-1.403,9,unlabelled,0.877896369,train,-0.1823576,-0.47556075,-0.6855836,-0.6468525,-1.6838539,-0.46169907,0.3065092
661,45.04910885,faint,0.311,-1.896,9,unlabelled,0.851570785,train,0.3113177,0.04715666,0.09340428,-0.44982883,-1.1314194,0.16109188,0.14370531
661,45.12504619,faint,-0.173,-1.412,9,unlabelled,0.937795281,train,-0.17291279,-0.061075132,0.88419485,-0.38453102,-0.84266794,0.006259068,0.14247677
661,45.15803703,faint,0.147,-1.732,9,unlabelled,0.919508755,train,0.14727783,0.051700354,0.103646085,0.01042319,-0.3177659,-0.40314835,0.22462788
662,46.09522609,bold,-1.606,0.021,9,unlabelled,0.856774271,unused,-1.6057448,-1.5613025,-2.3128843,0.587113,0.87294453,-0.18075001,0.34614947
662,46.08077076,bold,-1.822,0.237,9,unlabelled,0.791647375,unused,-1.8224351,-1.2310562,-2.7440276,0.9999422,1.8480552,-0.05984254,0.5235596
663,47.07741932,bold,-1.804,0.219,9,unlabelled,0.956911504,train,-1.8040113,-0.46008444,-0.94782186,0.5110815,-0.76395255,-1.3345457,0.48303017
663,47.05577863,bold,-3.09,1.505,9,unlabelled,0.942932248,train,-3.0900319,-1.1628113,-1.7084303,0.80947596,-0.5902364,-1.8770804,0.37279806
663,46.58502176,bold,-1.893,0.308,9,unlabelled,0.857364237,train,-1.8927076,-0.8597497,-1.5767107,0.10289732,-0.13233405,-0.66431713,0.33297634
663,47.03249683,bold,-2.767,1.182,9,unlabelled,0.913885713,train,-2.7674048,-1.330578,-3.6389253,-0.73419565,3.1253638,0.6164476,0.70243824
663,47.06964094,faint,-1.338,-0.247,9,unlabelled,0.940216362,train,-1.3382442,-1.3930893,-3.182656,-0.47465065,1.0552926,0.49793994,0.7663871
664,55.31788237,bold,-1.706,0.121,11,unlabelled,0.945694089,train,-1.7064097,-0.47589073,0.023351211,0.001281219,0.06685256,-0.7318506,0.3482712
665,38.27220967,bold,-2.899,1.313,7,unlabelled,0.833349645,train,-2.898535,-1.7169152,-2.2146666,-1.478136,-0.6309321,0.6683853,0.68801534
665,38.26512785,bold,-3.067,1.482,7,unlabelled,0.875469983,train,-3.0667553,-2.5871563,-2.8099082,0.07110646,0.11702386,0.13225944,0.6466743
666,49.73893526,bold,-2.534,0.949,9,unlabelled,0.736383915,unused,-2.5343432,-1.7342381,-2.5560002,0.9133864,1.1805998,0.15681742,0.73842156
666,49.65967007,faint,-1.285,-0.3,9,unlabelled,0.801297545,unused,-1.2852091,-1.7378788,-2.315274,-1.4230508,-1.4510756,0.7377856,0.8156959
666,49.6863045,faint,-0.853,-0.732,9,unlabelled,0.837771297,unused,-0.8528501,-0.9195206,0.34441507,0.7514661,2.631947,-1.0485814,0.23811316
666,49.65974839,bold,-2.11,0.525,9,unlabelled,0.889215112,unused,-2.109897,-0.41843694,-1.11075,1.2126576,1.6322329,-0.48455736,0.30351663
666,49.65507055,faint,-0.403,-1.182,9,unlabelled,0.862565279,train,-0.40344894,-0.54820687,-1.0351348,0.2813375,0.039045434,-0.30003527,0.21277183
666,49.70111375,faint,-0.467,-1.118,9,unlabelled,0.901622415,train,-0.46715042,-0.5434873,-0.49389076,0.021288479,0.022464179,0.03863107,0.22926314
667,68.22740723,bold,-1.607,0.022,13,unlabelled,0.823210001,unused,-1.6073385,0.040345307,0.21550593,0.85263836,0.17971303,-1.9245827,0.22878933
668,21.09965093,faint,-1.279,-0.306,4,unlabelled,0.544729829,val,-1.2792946,-0.9278482,-1.218704,0.24376705,0.6385958,0.19730303,0.94916713
669,46.58143075,faint,-1.048,-0.537,9,unlabelled,0.862344146,unused,-1.0479692,-0.8018624,-0.9799915,0.12512913,2.2660778,-0.35443553,0.3290572
669,46.67463374,bold,-2.046,0.461,9,unlabelled,0.829347789,unused,-2.0464113,-0.3031492,-1.0342381,0.84369224,0.66148275,-0.55416703,0.23004033
669,46.52319453,bold,-2.508,0.923,9,unlabelled,0.629426003,val,-2.5083,-0.8536524,-1.105454,2.3950639,1.6724894,-1.8865752,0.43830115
670,59.2234638,bold,-3.102,1.517,11,unlabelled,0.429572344,unused,-3.1017716,-1.5581422,-1.3720975,1.1626687,0.7162745,-1.0084475,0.68753135
670,59.45024985,bold,-6.345,4.76,11,unlabelled,0.305700064,val,-6.345206,-2.0037735,-2.0018785,1.2131793,0.5486694,-2.0052845,0.6981964
671,51.02021756,bold,-4.099,2.514,10,unlabelled,0.752573669,val,-4.0992346,-2.779035,-3.099036,1.9541585,0.6179427,-1.059106,0.72170174
672,40.37469043,faint,-0.764,-0.821,8,unlabelled,0.341837525,test,-0.76412404,-0.39372355,-2.5547917,-0.5445774,-0.34163058,0.15534785,0.86913025
673,49.5837877,bold,-2.268,0.683,9,unlabelled,0.75945878,train,-2.2681797,-0.89855427,-0.99304134,0.7660718,1.2182933,-1.7480614,0.35791394
673,49.7112488,faint,-1.104,-0.481,9,unlabelled,0.887149215,train,-1.1039697,-1.4936033,-1.4156688,1.2684475,2.0971334,-0.748147,0.375737
673,49.51070502,bold,-2.748,1.163,9,unlabelled,0.903164327,train,-2.7482653,-2.268259,-1.7914127,-0.53382915,0.7181874,-0.000337804,0.5627065
674,59.82537004,bold,-1.818,0.233,11,unlabelled,0.768689513,train,-1.8179806,-0.867985,-1.6738455,0.22543027,1.0430934,-0.20151329,0.36122227
674,59.7863152,bold,-1.975,0.389,11,unlabelled,0.881308019,train,-1.9745153,-1.1561565,-1.2397503,0.022802748,-0.68431246,-1.1564323,0.41296703
675,54.94044756,faint,-1.562,-0.023,10,unlabelled,0.902189553,train,-1.5618979,-1.4857855,-1.5110807,-0.44751674,-0.393343,-0.32921213,0.2097089
675,54.95576658,bold,-1.751,0.166,10,unlabelled,0.931362808,train,-1.7510002,-0.92333174,-1.0263953,0.372427,-0.37511358,-1.1056612,0.14835846
675,54.94433571,bold,-3.323,1.738,10,unlabelled,0.868855476,train,-3.323447,-2.0288432,-2.202136,0.5328957,0.7023533,-0.8820224,0.3506649
676,58.01061415,bold,-8.11,6.525,11,unlabelled,0.883282125,train,-8.109784,-3.514382,-7.454646,-0.90408456,4.572585,-0.7065956,2.3427038
677,53.00833297,faint,-1.536,-0.049,10,unlabelled,0.929529667,train,-1.5358069,-0.99794376,-0.67810214,-0.020567821,-0.32742137,-0.28199044,0.568493
677,52.99743866,bold,-2.174,0.589,10,unlabelled,0.888754368,unused,-2.1742897,-1.9753978,-2.032521,0.17050478,0.00285191,-0.7417331,0.75952077
677,52.2664936,faint,-1.541,-0.044,10,unlabelled,0.846353173,unused,-1.5411402,-2.320839,-1.5312923,0.30837762,0.7961576,0.013920516,0.8612761
677,52.97537005,bold,-3.173,1.588,10,unlabelled,0.890212178,unused,-3.1734467,-2.8388295,-2.9656,0.36747977,1.5400574,0.625698,0.7939649
677,52.22554875,bold,-2.694,1.108,10,unlabelled,0.748549938,unused,-2.693521,-2.434142,-3.1510777,0.5946118,1.7281001,-0.5830009,0.8566638
677,51.59366989,bold,-2.335,0.75,10,unlabelled,0.709967971,unused,-2.334777,-1.8547075,-1.4253893,-0.052719757,-0.31639546,-0.6419449,0.8189968
678,43.80424608,bold,-3.586,2.001,8,unlabelled,0.926042199,train,-3.5862489,-1.3939774,-0.08664802,1.0155058,0.6745909,-2.0149348,0.55460024
678,43.79324719,bold,-2.537,0.952,8,unlabelled,0.886051834,train,-2.5366576,-1.1645111,-1.1255003,0.5544256,0.23322095,0.10708973,0.6448182
678,43.83093489,bold,-4.019,2.434,8,unlabelled,0.811076164,unused,-4.0191574,-4.0243716,-3.0037158,-0.31530747,-0.40123445,-1.4677622,1.1026433
679,48.63097098,bold,-3.491,1.906,9,unlabelled,0.770905197,unused,-3.4912343,-2.0255075,-3.2761176,-0.3761538,0.11005393,-0.6785868,0.98740923
679,48.66314386,bold,-6.604,5.019,9,unlabelled,0.822335422,unused,-6.6040077,-5.106671,-3.279686,2.7520328,0.86361957,-2.7052448,0.90665
679,48.68574789,bold,-7.552,5.967,9,unlabelled,0.923981071,unused,-7.5520215,-4.282467,-3.4708817,1.5137292,0.49694335,-2.9772496,0.86638445
679,48.71733318,faint,-0.838,-0.748,9,unlabelled,0.789438009,unused,-0.83755374,-1.288352,-2.1072266,-0.84988356,0.53359467,0.44080544,1.0003669
680,73.58647519,faint,-0.946,-0.64,14,unlabelled,0.598272562,unused,-0.9455122,-0.69965005,-0.20154026,-0.10188611,0.22128715,-0.017683186,0.5331937
681,52.04336422,bold,-2.085,0.5,10,unlabelled,0.675615907,unused,-2.0852466,-0.9890829,-1.8113722,0.32358274,2.623783,-0.040687066,0.44087905
681,52.02703507,faint,-0.628,-0.957,10,unlabelled,0.240981713,unused,-0.62793297,-0.6450335,-1.0187715,-0.104894854,-0.05968903,0.10359543,0.33941334
682,57.79748193,bold,-2.043,0.458,11,unlabelled,0.723439753,unused,-2.0431788,-1.8731599,-1.0908399,-0.11756825,0.88938713,-0.034325834,0.4491523
682,57.69871231,bold,-3.281,1.696,11,unlabelled,0.682350576,unused,-3.280754,-1.9895082,-2.2498205,0.4458204,1.2826322,-0.777237,0.4082067
682,57.72700873,faint,-0.879,-0.706,11,unlabelled,0.803354442,unused,-0.8793599,-0.7031269,-0.89517546,-0.04079063,1.3819835,0.05362821,0.21355236
683,47.18761564,faint,-0.264,-1.321,9,unlabelled,0.807357073,unused,-0.26423135,-0.7843727,-1.0673118,-0.32989177,-0.020582452,0.18663974,0.366219
683,47.1175916,bold,-1.643,0.057,9,unlabelled,0.859766006,unused,-1.6425266,-1.4461846,-1.0669822,0.4041708,0.915446,-1.6197273,0.4005971
683,47.27267307,bold,-3.129,1.544,9,unlabelled,0.867856681,unused,-3.1290596,-3.4497166,-3.1215746,-0.05545769,0.80425143,-2.6547709,0.4931925
684,40.74186102,faint,-0.779,-0.807,8,unlabelled,0.589591861,unused,-0.7785599,-0.34885544,-0.85135996,-0.16632488,5.447598,-0.57699174,0.39503247
685,48.45259587,faint,-0.803,-0.783,9,unlabelled,0.889855623,unused,-0.8025858,-1.1397281,-0.41319126,-0.004844251,-0.2313057,-1.3925166,0.4059764
685,48.3763177,faint,-0.964,-0.621,9,unlabelled,0.873409629,unused,-0.9642915,-0.92470765,-0.98818016,-0.080866426,-0.34218362,-0.44702348,0.4349388
686,47.46468157,bold,-2.966,1.381,9,unlabelled,0.73764801,unused,-2.9663157,-1.59058,-2.372173,-0.487189,0.6528691,0.00922314,0.3834288
686,47.47314694,bold,-2.405,0.819,9,unlabelled,0.755217254,unused,-2.4045734,-1.3983456,-2.300178,0.19717082,1.201182,0.36333504,0.3031109
686,47.4034123,faint,-1.001,-0.584,9,unlabelled,0.824117243,unused,-1.00086,-1.3699305,-2.485346,-0.021045305,1.0665795,0.7367814,0.3622851
686,47.42763461,bold,-2.41,0.825,9,unlabelled,0.7692222,unused,-2.4099805,-1.5242107,-2.145954,-0.25253722,0.30427322,0.46679282,0.41331983
686,47.44376327,faint,-1.57,-0.015,9,unlabelled,0.912771106,train,-1.5699362,-2.1390991,-3.9928854,-0.038007747,0.022117645,0.768322,0.56395894
686,47.46359213,faint,-0.679,-0.906,9,unlabelled,0.918600976,train,-0.6793515,-0.043515533,1.1276236,0.31464562,-0.04861803,-2.1384122,0.42960477
686,47.37963419,faint,-0.108,-1.478,9,unlabelled,0.759096265,train,-0.10751533,-0.011432047,0.17061388,-0.045013733,0.19831865,-1.73649,0.4605124
687,44.99162386,bold,-1.643,0.058,8,unlabelled,0.872245908,train,-1.642843,-0.8342017,1.7894847,0.3951601,2.0922835,-3.3211737,0.44815588
687,45.07161032,bold,-1.621,0.036,9,unlabelled,0.877561212,train,-1.6214974,-2.0226812,-0.60178125,-0.105928846,1.2509022,-1.7434154,0.46513414
688,38.85848683,faint,0.568,-2.153,7,unlabelled,0.750588715,train,0.56779665,-0.25744182,-0.48768243,-0.32488048,0.3063846,0.46589488,0.40825418
689,50.90748354,bold,-1.784,0.199,10,unlabelled,0.900158465,train,-1.7840512,-1.4839245,-1.6425526,0.7366923,3.7671766,-0.97972125,1.2733583
689,49.73813721,faint,-1.477,-0.109,9,unlabelled,0.845883071,train,-1.4765861,-1.8377966,-1.8150172,-0.028128909,0.18513626,-0.73413754,0.65995204
690,71.62846043,bold,-5.896,4.311,14,unlabelled,0.902570128,train,-5.895837,-2.6056776,-1.8376961,2.4618204,3.3536644,-2.1428525,0.4187597
691,61.33165772,bold,-1.618,0.033,12,unlabelled,0.908561826,train,-1.6178274,-1.5646657,-0.92421883,0.2673322,-0.4310418,-0.21483757,0.57677597
691,61.30210914,faint,-0.661,-0.924,12,unlabelled,0.894555867,train,-0.66127336,-0.9046596,-0.4634422,0.28963062,-0.4078385,-0.83990544,0.61670065
692,24.69165641,bold,-2.607,1.022,4,unlabelled,0.754604042,train,-2.6069806,-2.9107838,-1.6292114,0.53064173,-0.012480307,-0.47149622,0.6110742
693,35.51080689,bold,-2.911,1.326,7,unlabelled,0.913221776,train,-2.9114559,-1.7162169,-2.1434717,0.47087967,0.40457404,0.25428092,0.44509065
694,58.79635431,faint,-0.327,-1.259,11,unlabelled,0.885763645,train,-0.326578,-0.49613982,-0.7173657,-0.12524955,-0.7888925,0.58541167,0.24668548
695,26.27478796,faint,-0.16,-1.425,5,unlabelled,0.843948722,train,-0.16033308,-0.6400397,-0.16126488,-0.08295456,-0.43810388,-0.1155683,0.30696225
