x,y,kind
703252.9259078713,4650103.341908018,road
703274.1106139611,4650102.999916475,road
703295.294366399,4650102.595231358,road
703314.0934596577,4650110.118760154,road
703329.043448638,4650124.836364622,road
703339.6668990573,4650143.167690243,road
703346.1327840121,4650158.401135408,road
703325.0149028951,4650156.66103744,road
703303.8805575442,4650155.217641632,road
703282.7530577407,4650155.804067341,road
703261.7099214131,4650158.27521622,road
703240.5533487158,4650157.095268971,road
703219.3782694932,4650156.3538232,road
703198.1930848003,4650155.960108238,road
703177.009364858,4650155.495816469,road
703156.2281785887,4650151.780193678,road
703141.2313445967,4650138.060451371,road
703135.5983056992,4650117.736645459,road
703133.9332505629,4650096.687774791,road
703137.0010699396,4650075.795500759,road
702877.7194271816,4650064.3897934845,road
702895.5918714593,4650075.209892792,road
702913.265903113,4650086.344457915,road
702930.7262787557,4650097.817648225,road
702949.3776093381,4650106.992649269,road
702964.3826046082,4650121.206331054,road
702974.2702045975,4650139.360695819,road
702978.4185087999,4650159.772317375,road
702979.5817343256,4650180.630849686,road
702980.3988590522,4650201.507418386,road
702982.8473995583,4650222.25017135,road
702990.0661988384,4650241.754176062,road
703001.9642600922,4650258.808958914,road
703020.6997019788,4650267.198623143,road
703041.4158406206,4650268.854601028,road
703062.1494306329,4650266.615638539,road
703082.9213763239,4650265.36463961,road
703103.684956393,4650267.677996473,road
703124.5478174669,4650268.552303701,road
703145.4031948459,4650267.73702387,road
703166.237757782,4650266.183618018,road
703187.0697912205,4650264.604839395,road
703207.9521156186,4650263.951125995,road
703228.8349897324,4650263.712677077,road
703249.7189716758,4650264.311101396,road
703270.5617907709,4650263.507829367,road
703291.3848597475,4650261.81244995,road
703312.2150213461,4650260.232439041,road
703332.8901381944,4650257.2260530405,road
703353.5490877947,4650254.110817295,road
703374.414016,4650253.350234296,road
703395.2593246597,4650254.2522174325,road
703664.6534502766,4650117.537905141,road
703674.7454579371,4650136.624005964,road
703688.1189267931,4650153.521637923,road
703702.0198984522,4650170.0187366605,road
703716.2737455347,4650186.201353254,road
703729.3522659763,4650203.376854942,road
703742.759572124,4650220.2991571305,road
703757.4344730059,4650236.048713144,road
703768.2264626229,4650254.507471337,road
703764.6212352387,4650273.324026922,road
703746.0921883326,4650281.658678261,road
703724.7162714907,4650283.630973484,road
703703.1351769832,4650283.011116136,road
703681.5562479676,4650283.658614066,road
703659.967577937,4650283.748917423,road
703638.4659588826,4650285.440695154,road
703616.9104775325,4650286.428934478,road
703595.5610342661,4650289.094485521,road
703574.6096468326,4650294.1794378515,road
703555.165207527,4650303.250799086,road
703536.9789400187,4650314.818382896,road
703519.921364539,4650328.053449274,road
703502.4634456511,4650340.734655955,road
703485.4818943288,4650353.579231805,road
703476.3944630811,4650373.163573934,road
703474.5908964055,4650394.568160316,road
699292.1353741612,4650024.763815187,road
699322.4575266815,4650031.490603369,road
699352.6541716225,4650023.856497439,road
699374.313247577,4650001.929105987,road
699536.5730686141,4650012.1315136235,road
699549.6114717711,4650022.367958659,road
699290.7883290508,4650025.90092452,road
699292.1353741612,4650024.763815187,road
699248.9598132095,4650023.080890528,road
699290.7883290508,4650025.90092452,road
699346.2548272095,4650026.989552825,road
699365.5896003654,4650031.31537491,road
699387.5408399861,4650031.529575834,road
699409.9156355688,4650033.811329803,road
699432.4946042526,4650035.0535532925,road
699454.3649002966,4650030.467492039,road
699476.3898759475,4650026.603904369,road
699499.0101714316,4650026.819386854,road
699520.3652765373,4650033.5298261335,road
699455.1862998467,4650075.405172601,road
699484.3060260686,4650057.916745593,road
699515.7243820456,4650048.908739115,road
699511.1328504906,4650056.299324557,road
699493.4665326495,4650079.021687667,road
699470.010931933,4650081.591980287,road
699455.1862998467,4650075.405172601,road
699487.9966139958,4650087.137482719,road
699474.6471364099,4650114.862627382,road
699460.1309232515,4650142.751821074,road
699458.4060503165,4650073.145795766,road
699438.7324693617,4650077.492221126,road
699416.6378790621,4650081.552337593,road
699395.8133635673,4650089.55054093,road
699382.7050398568,4650107.543281895,road
699376.9391453491,4650128.5929082045,road
699386.1840582635,4650148.83119041,road
699398.5231326086,4650167.566108352,road
699414.8173536812,4650182.836215736,road
699217.3906917844,4650157.54906013,road
699237.7885758636,4650146.485772483,road
699260.6341187215,4650142.784364635,road
699283.8202943151,4650141.238977528,road
699306.9747743648,4650139.386533896,road
699322.7562560893,4650151.315425836,road
699306.8030099238,4650167.798977823,road
699291.9477672362,4650185.638028111,road
699277.0807158917,4650203.473879425,road
699261.6393489753,4650220.8048956385,road
699240.1770027059,4650229.626421876,road
699920.3810898801,4648778.47450584,road
699911.5322072838,4648797.138596347,road
699902.6833246873,4648815.802686854,road
699893.8344420909,4648834.466777361,road
699882.5526978627,4648851.74048294,road
699870.963486596,4648868.838470537,road
699858.6566200311,4648885.416503459,road
699846.0200142177,4648901.755634133,road
699833.014521163,4648917.797587059,road
699819.7395959083,4648933.6224838095,road
699806.420819005,4648949.409935358,road
699792.8705518628,4648964.9997159215,road
699778.4252315266,4648979.736994976,road
699763.8825261449,4648994.353024996,road
699755.1775623338,4649012.7181429155,road
699748.6423752413,4649032.306072577,road
699733.4930598257,4649044.881950255,road
699716.4073550084,4649056.415698228,road
699700.7444499625,4649069.816028104,road
699683.9135473461,4649081.578698427,road
699663.3445528732,4649083.059244508,road
699642.9991248955,4649080.408272028,road
699622.5121782182,4649078.416258856,road
699602.0319682532,4649076.337085519,road
699596.5328755958,4649060.284997032,road
699607.9115458477,4649043.764327193,road
699625.7315814848,4649033.516385922,road
699645.1726378382,4649027.906208834,road
699665.740364442,4649029.655546889,road
699686.2866016082,4649027.550303445,road
699706.7922295729,4649025.070890581,road
699727.2459539658,4649022.195492039,road
699750.6892204606,4651156.93131022,road
699733.8711712849,4651174.7134551965,road
699716.6669877442,4651192.1158711,road
699699.5285646169,4651209.582378751,road
699689.3543635076,4651231.267249628,road
699686.8985190095,4651255.629022854,road
699686.8322416003,4651280.0919877095,road
699688.6791384155,4651304.454143871,road
699676.193214149,4651324.4977043085,road
699676.193214149,4651324.4977043085,road
699680.6386304451,4651346.824460848,road
699686.4229799239,4651368.9365505455,road
699691.1279224169,4651391.277074026,road
699694.0934953439,4651413.908598991,road
699695.1221788183,4651436.7184337815,road
699691.0094403115,4651459.022993533,road
699684.6405730303,4651480.9871383095,road
699680.5287101527,4651503.48733807,road
699679.0028861087,4651526.242751504,road
699686.1349942385,4651547.649061718,road
699703.1971867969,4651562.532758565,road
699725.4867071997,4651566.988639203,road
699745.3863597076,4651556.739590927,road
699414.8173536812,4650182.836215736,road
699409.4688571815,4650210.588229795,road
699391.0104166103,4650233.966630412,road
699370.2874097831,4650255.4248961145,road
699350.6082780503,4650277.612755223,road
699436.6698154405,4650309.876132033,road
699459.2346530483,4650306.543017745,road
699482.4189770308,4650304.439809304,road
699505.2584504562,4650298.355887756,road
699526.603390302,4650306.995918939,road
699549.3591977047,4650312.575780238,road
699572.8621211166,4650310.503401814,road
699595.9753754748,4650315.506932986,road
699619.5030460178,4650318.309504734,road
699643.2504978239,4650318.977917429,road
699666.9798376318,4650319.175915455,road
699350.6082780503,4650277.612755223,road
699332.5717437714,4650299.838444782,road
699314.2420386126,4650321.861383505,road
699296.9971630396,4650344.723603161,road
699441.7520081415,4650347.38271861,road
699472.017232592,4650342.278330541,road
699493.5200913278,4650319.447350478,road
699520.1412971611,4650303.294085488,road
699420.8632990792,4650326.030826649,road
699421.7403823896,4650326.375741849,road
699436.6698154405,4650309.876132033,road
699412.2405184216,4650334.802513452,road
699385.5397368227,4650357.316825632,road
699533.3520731621,4650357.243876028,road
699572.8903128579,4650316.762748728,road
699441.7520081415,4650347.38271861,road
699422.5155807644,4650326.867521618,road
699593.461509599,4650314.756708423,road
699589.5197936046,4650335.972395023,road
699585.7846084294,4650360.612893495,road
699579.5255714558,4650384.6926896665,road
699575.3547013305,4650409.401624461,road
699561.4647487534,4650429.942372044,road
699296.9971630396,4650344.723603161,road
699278.3462950377,4650379.415496519,road
699262.9102842405,4650415.908189129,road
699533.3520731621,4650357.243876028,road
699513.4619185019,4650374.605109074,road
699491.2326069024,4650388.5493234275,road
699476.4044457873,4650410.439787381,road
699454.3095239385,4650424.578147029,road
699282.0486936857,4650396.236662112,road
699271.15998302,4650396.870682943,road
699380.1075919925,4650479.210559893,road
699386.899040973,4650458.650283588,road
699388.2819967257,4650437.153021725,road
699398.6404440994,4650417.827785861,road
699398.7360534375,4650395.902797856,road
699393.7133130976,4650374.480709799,road
699382.5125635001,4650357.231725216,road
699364.463064633,4650369.573821145,road
699345.4828484866,4650380.233428086,road
699325.1255586041,4650388.672511891,road
699303.890948373,4650394.399966669,road
699282.0486936857,4650396.236662112,road
699454.3095239385,4650424.578147029,road
699425.5878260555,4650450.6589154955,road
699390.4531478265,4650463.2011802755,road
699380.1075919925,4650479.210559893,road
699373.8201508595,4650506.067633737,road
699365.8133396433,4650532.564330556,road
699348.9041865778,4650553.211693193,road
699326.6777219842,4650498.154183716,road
699332.4149482534,4650528.49445639,road
699348.9041865778,4650553.211693193,road
699238.4231476698,4650593.122187019,road
699250.3252451944,4650573.20944569,road
699264.5866951928,4650554.778559805,road
699280.0547758754,4650537.406480442,road
699295.4045958696,4650519.80994322,road
699313.1072118373,4650504.869347167,road
699326.6777219842,4650498.154183716,road
699348.9041865778,4650553.211693193,road
699362.8940478049,4650598.213293953,road
699297.309162865,4650647.881910045,road
699317.3393643736,4650638.417964518,road
699332.8203445291,4650622.2824719,road
699349.8872955661,4650608.070844805,road
699368.0679789785,4650595.100823745,road
699387.4076091406,4650583.972451923,road
699406.4520689994,4650572.11650007,road
699425.8148550292,4650561.597824336,road
699447.1389577435,4650554.748874563,road
699469.0068934329,4650550.2793403715,road
699491.2578074512,4650548.186651302,road
699512.2352068917,4650540.427958225,road
699533.5100864243,4650533.443716899,road
699357.9657343354,4651001.35881936,road
699350.0461178529,4651022.454327281,road
699337.0734913435,4651040.682363408,road
699316.7493769644,4651046.258549701,road
699295.1540631015,4651049.636821319,road
699287.3129737363,4651069.90398307,road
699288.9866043037,4651092.3553496385,road
699298.3698169156,4651096.978878742,road
699320.216354809,4651092.03314375,road
699342.7497469892,4651092.3428539755,road
699364.550357114,4651097.655603083,road
699005.2264570341,4650591.055353324,road
698983.4433173665,4650614.784271367,road
698964.2031791196,4650640.8973291,road
698967.4951815762,4650604.801101588,road
698970.6708921088,4650629.094254631,road
699062.2022691927,4650610.04371005,road
699036.2536371339,4650636.017440913,road
699010.7566811261,4650662.647777491,road
699062.2022691927,4650610.04371005,road
699065.3065367126,4650641.140517781,road
699067.125821239,4650672.777649831,road
698964.2031791196,4650640.8973291,road
698986.1011090792,4650658.795752818,road
699015.6286068591,4650666.421745298,road
699040.3163434459,4650683.921568595,road
699010.7566811261,4650662.647777491,road
699010.5734044899,4650664.91346017,road
699161.6834861275,4650602.649813444,road
699172.5815322172,4650623.7488174215,road
699170.3129616863,4650648.091829512,road
699174.6570577557,4650672.253486924,road
699181.4163617811,4650695.787293854,road
699190.6687981164,4650718.494062705,road
699192.6136027307,4650742.848133999,road
699188.7661841282,4650766.97414682,road
699297.309162865,4650647.881910045,road
699281.21912799,4650664.610911175,road
699261.2923005443,4650677.96809269,road
699243.5650427096,4650694.093826076,road
699228.434579234,4650712.715637109,road
699213.9060841593,4650731.7954800585,road
699194.2837326082,4650725.707140794,road
699040.3163434459,4650683.921568595,road
699066.3145192859,4650714.172050852,road
699066.3145192859,4650714.172050852,road
699066.5458141972,4650716.820606487,road
698674.392109673,4650656.823398799,road
698699.8070237162,4650661.785456276,road
698725.1791542626,4650666.846552118,road
698750.5047229343,4650672.268594385,road
698775.4145411063,4650671.470090685,road
698477.2861595361,4650668.927480369,road
698501.7002241783,4650681.060463702,road
698525.5798755888,4650694.404572425,road
698551.0704380476,4650704.482749703,road
698577.1166822441,4650712.881087291,road
698600.537569944,4650722.090245971,road
698663.6237148287,4650608.063554154,road
698643.0901926474,4650614.632490718,road
698623.2139176386,4650622.754168438,road
698606.3359844609,4650635.990604802,road
698592.6076268825,4650652.489463683,road
698590.5018929698,4650673.76897407,road
698595.766709112,4650694.688599953,road
698599.9281113427,4650715.742495623,road
698601.286039971,4650737.314239804,road
698598.6847723079,4650758.656542634,road
698592.3375259436,4650779.272179645,road
698582.613040718,4650798.5600604275,road
698566.6806875137,4650813.167839391,road
698549.358726254,4650825.779577469,road
698711.886057691,4650630.25935034,road
698691.9426555252,4650639.248406569,road
698676.0384205877,4650653.838312078,road
698667.7693683107,4650674.027496777,road
698664.1897007005,4650695.707885407,road
698664.1466832878,4650717.665221603,road
698670.2220299985,4650738.853594641,road
698669.5916725382,4650760.69769815,road
698665.4428476064,4650782.220010544,road
698660.4343828057,4650803.654276162,road
698653.8435634256,4650824.590164329,road
698479.3888854936,4650735.135872383,road
698499.5179648311,4650760.924048962,road
698672.7490016151,4650658.901561903,road
698683.1653531295,4650677.572639799,road
698697.462342656,4650693.484358382,road
698715.5469887468,4650704.414967435,road
698734.7315720168,4650714.026223453,road
698751.9545688237,4650726.814631231,road
698762.5939267327,4650745.251566018,road
698774.8488539068,4650762.674853081,road
698788.084071636,4650779.512777638,road
698803.8085721472,4650791.707583402,road
698825.1332592812,4650790.092991672,road
698845.9449359365,4650793.7913773265,road
698863.3343742505,4650806.387431018,road
698878.1796968727,4650821.853804875,road
698888.3456713264,4650840.722155031,road
698749.7508028666,4650724.785036955,road
698729.388539771,4650734.245345647,road
698717.4257493968,4650755.282661489,road
698715.700469711,4650780.624161788,road
698710.6810373337,4650805.350678122,road
698689.7792652545,4650818.94842015,road
698668.5833577297,4650821.737509867,road
698661.6982035458,4650798.788818571,road
698345.1308161076,4650883.524544468,road
698366.2190452429,4650877.741854933,road
698385.0597091747,4650870.60449295,road
698394.512773972,4650850.747926289,road
698405.584752952,4650832.809960927,road
698423.887395404,4650823.714273843,road
698437.0760403585,4650808.792486503,road
698452.1690314324,4650794.198123304,road
698466.6185441097,4650779.366782526,road
698482.2639161058,4650767.4371746015,road
698501.7330939246,4650760.049045786,road
698522.0544343885,4650751.464994616,road
698535.8625211482,4650736.451161842,road
698653.8435634256,4650824.590164329,road
698631.6586899523,4650851.71330514,road
698615.6276237152,4650873.438266823,road
698685.9863881096,4650935.948833112,road
698702.8732757567,4650919.035372555,road
698713.9511876988,4650897.850705084,road
698727.0650675411,4650878.343526593,road
698748.4711941227,4650867.614800126,road
698767.5473892092,4650853.264053738,road
698784.7042295806,4650836.585277683,road
698790.8520309277,4650813.355956973,road
698799.7701744433,4650792.037171517,road
698705.9720003258,4650632.748885042,road
698723.5025148229,4650645.5119105205,road
698743.3071248443,4650655.470844948,road
698763.2724530987,4650665.054895283,road
698782.9449957863,4650675.32184214,road
698802.4008739376,4650685.848255301,road
698821.4783438911,4650697.106212715,road
698840.3473297488,4650708.660749269,road
698858.8328811919,4650720.760720304,road
698875.1954998997,4650735.670098238,road
698892.1245708249,4650749.649279234,road
698910.1062742658,4650762.6348229125,road
698928.8362323428,4650774.387156031,road
698946.2416816197,4650787.934386609,road
698955.5145360148,4650805.034541941,road
698963.551715462,4650801.011635209,road
698984.5022410656,4650792.617902072,road
699004.5892464404,4650782.354483278,road
699022.2111624698,4650768.282302481,road
699036.7735819077,4650751.121640923,road
699052.841021947,4650735.175867115,road
699066.3745363292,4650717.0372113455,road
699080.6404890625,4650699.466473934,road
699093.4063136484,4650680.898266081,road
699107.6795805178,4650663.2663448155,road
698997.6353818165,4650786.567541846,road
698997.9257940799,4650758.284403691,road
699012.0060130971,4650736.790679768,road
699038.6763816389,4650727.357143349,road
699064.0744618234,4650720.457772284,road
698754.1250340741,4650913.297308345,road
698773.1587804938,4650902.592250467,road
698792.5554176689,4650892.3596006995,road
698812.1764345147,4650882.671296587,road
698831.30292803,4650872.210201363,road
698850.292067131,4650861.737915602,road
698868.79156875,4650850.50066566,road
698886.8797458542,4650838.4344075285,road
698905.4257970256,4650830.249160671,road
698925.4356533214,4650821.944237752,road
698944.2324968615,4650811.000999469,road
698963.551715462,4650801.011635209,road
698888.3456713264,4650840.722155031,road
698895.0886830823,4650862.493047684,road
698873.8786827491,4650869.186991526,road
698852.5378874921,4650876.607663534,road
698843.7545797898,4650893.306402302,road
698861.0181116945,4650906.466623184,road
698869.0034972661,4650928.32309657,road
698953.5052426321,4650806.040270001,road
698951.4241622105,4650829.423793828,road
698944.4862983917,4650852.6435337905,road
698937.5484717046,4650875.863284931,road
698928.9708044275,4650898.478983502,road
698922.0235290905,4650921.649549989,road
698916.6802040288,4650945.286851165,road
698911.4894533325,4650968.95702408,road
698909.6146542954,4650993.099245684,road
698906.3812311392,4651017.005546228,road
698758.3983724964,4650911.027362769,road
698779.3181644044,4650923.94903145,road
698802.3026344338,4650932.049109392,road
698826.3631827056,4650937.378579295,road
698850.7861889006,4650940.501720057,road
698875.000657558,4650939.535853711,road
698869.0034972661,4650928.32309657,road
698883.7006718155,4650973.148549463,road
698875.86476834,4650989.066059037,road
698915.2370963828,4650950.980307459,road
698690.1365869489,4650948.677531084,road
698709.8789115192,4650949.894543236,road
698731.7621359206,4650950.507798751,road
698753.4842353852,4650952.126076395,road
698774.9535889692,4650955.320803077,road
698796.4229325152,4650958.515596981,road
698817.0924666376,4650965.1103237,road
698838.3992138234,4650968.6844216995,road
698857.5810801956,4650979.132434258,road
698876.8566104945,4650989.361982954,road
698894.3033637328,4651002.039787907,road
698908.3160361729,4651018.652969327,road
698339.3050599995,4650766.000167392,road
698364.7594967925,4650773.806418251,road
698388.6448489925,4650784.443962416,road
698411.3653468569,4650798.210552208,road
698434.717968653,4650811.153184683,road
698278.6561234049,4650810.511111401,road
698259.70469876,4650786.012323504,road
698345.7237688779,4650777.33168332,road
698366.3434065456,4650795.60934479,road
698384.4417091889,4650816.923737826,road
698406.8068444054,4650831.614118286,road
698133.3880286191,4650748.96661345,road
698152.7426397629,4650763.198853864,road
698171.9772331725,4650777.671857164,road
698184.5113873899,4650798.689291185,road
698190.0163326483,4650822.092962068,road
698189.9181424872,4650846.6488472335,road
698188.9693649034,4650871.186748006,road
698230.6763325849,4650867.579002316,road
698237.3865796982,4650839.01782972,road
698236.746952321,4650809.247443802,road
698264.5597517724,4650810.116984516,road
698290.643499156,4650820.715853458,road
698143.8343273585,4650855.121120651,road
698118.1780073327,4650850.218689869,road
698091.7671249902,4650850.376610648,road
698065.4560998474,4650848.487715522,road
698039.0419294115,4650847.024044588,road
698230.6763325849,4650867.579002316,road
698246.1315837175,4650881.653470777,road
698257.8257576593,4650890.9707050435,road
698234.8988247488,4650884.746349089,road
698211.735442324,4650878.687005171,road
698188.9989572065,4650871.195573838,road
698166.6999947415,4650862.414141299,road
698143.8343273585,4650855.121120651,road
698345.9226126005,4650883.546691427,road
698322.7920423328,4650887.14813131,road
698298.9065873061,4650889.796435903,road
698275.7904571366,4650884.572838129,road
698253.2167437827,4650875.799962256,road
698230.6763325849,4650867.579002316,road
698353.9511810355,4650927.497367852,road
698343.4878554747,4650885.602779379,road
698263.2945767462,4650890.418637126,road
698294.6380236954,4650899.9967832705,road
698325.9116544708,4650910.515700605,road
698353.9511810355,4650927.497367852,road
698758.5975792041,4650861.51260732,road
698754.6747272698,4650888.384213294,road
698755.317463421,4650902.380088694,road
698770.3796527005,4650879.367476739,road
698435.4450758954,4650909.803254126,road
698451.2654831819,4650892.773240015,road
698474.6811863509,4650887.298877717,road
698496.2389350758,4650896.258197252,road
698520.1843298156,4650897.439366348,road
698543.2682252972,4650891.8259869525,road
698548.0660500181,4650869.952486398,road
698430.0642424864,4650963.30088568,road
698451.7993221368,4650959.491957886,road
698473.4320285913,4650955.401763563,road
698494.372062718,4650948.082256611,road
698515.1359442264,4650940.278724885,road
698535.422994293,4650931.4482819075,road
698555.4508848467,4650922.189005825,road
698573.1342814764,4650909.122380567,road
698589.5844171478,4650894.428175805,road
698606.6990258651,4650880.5274664555,road
698624.7956806691,4650867.802336517,road
698641.3617932542,4650853.440335333,road
698662.7059946842,4650847.673531933,road
698754.1250340741,4650913.297308345,road
698730.3286063406,4650926.706059089,road
698705.8588901869,4650939.1706291195,road
698681.90762781,4650952.605364665,road
698659.8646699964,4650968.5402908735,road
698632.109985238,4650958.430056094,road
698607.5811618792,4650977.256007332,road
698616.9574482952,4650998.658939852,road
698640.5590105798,4650992.95874943,road
698631.4237504561,4650993.7649461115,road
698462.4764708898,4650999.655404549,road
698484.8864160177,4651002.9505488435,road
698509.1250766292,4651007.538345693,road
698533.8925300185,4651008.7872708645,road
698558.1995777291,4651004.496079737,road
698582.0171235712,4650998.620315614,road
698606.3054133531,4651002.3593279235,road
698629.8038442748,4650996.065052848,road
698632.6654468507,4651006.0138492305,road
698624.4408965858,4651002.5971751325,road
698385.5249342797,4650960.328771534,road
698406.133023786,4650971.634136234,road
698428.6850961497,4650979.363470871,road
698450.1585824342,4650989.01766901,road
698467.6215635772,4651005.108105413,road
698482.4440308707,4651023.80633155,road
698497.2044210843,4651042.45996352,road
698514.0850336934,4651059.210719638,road
698532.420401401,4651074.370776413,road
698551.5353352199,4651087.647338614,road
698550.728702361,4651088.155800281,road
698568.0867593834,4651072.807273405,road
698582.0719977538,4651054.23792687,road
698597.3394294104,4651036.684240412,road
698612.7000269685,4651019.268143966,road
698626.3126636832,4651000.489875031,road
698642.0438362637,4650983.466145749,road
698659.8646699964,4650968.5402908735,road
698435.4450758954,4650909.803254126,road
698415.2228944789,4650942.281553089,road
698381.3864687219,4650958.895434386,road
698353.9511810355,4650927.497367852,road
698385.5249342797,4650960.328771534,road
698430.0642424864,4650963.30088568,road
698394.8630837403,4650966.431553048,road
698358.2717868981,4650948.532309117,road
698364.0267295351,4650976.399820771,road
698370.8347620032,4651004.316657941,road
698376.0860152591,4651032.452012485,road
698376.0860152591,4651032.452012485,road
698378.2703043444,4651035.534565057,road
698212.7605039964,4651054.935986086,road
698270.8421223192,4651046.469903595,road
698389.0433679833,4651131.955595415,road
698388.4704904748,4651099.951241231,road
698382.665426201,4651067.774911319,road
698378.2703043444,4651035.534565057,road
698350.6521647093,4651059.72119145,road
698359.9983203271,4651086.279463726,road
698373.5276656594,4651110.778754471,road
698389.0433679833,4651131.955595415,road
698399.2621276331,4651134.896750771,road
698373.7225945351,4651128.787920294,road
698347.2377197163,4651127.599760224,road
698320.7154578491,4651126.8579048915,road
698294.6198989477,4651122.4107503835,road
698314.9413200449,4651203.341610906,road
698342.2644612192,4651213.149049486,road
698370.4945971248,4651219.216118275,road
698398.4354363078,4651226.826444161,road
698908.3160361729,4651018.652969327,road
698909.7891648886,4651041.741035179,road
698913.3684468907,4651064.599777797,road
698924.9862841035,4651084.308815646,road
698937.3205903016,4651103.839017974,road
698923.7144018924,4651115.265483685,road
698900.6594149454,4651113.556727042,road
698879.0825938077,4651114.4840921275,road
698897.6152657771,4651094.691251005,road
698899.0202021839,4651101.103260755,road
699075.2980216674,4651152.18342737,road
699030.0898190674,4651148.211919026,road
698938.3781557044,4651111.4470390165,road
698946.560757159,4651137.815001012,road
698955.6551901974,4651163.843575588,road
698966.529894023,4651189.078996004,road
699178.865611317,4651153.799468787,road
699152.9941948008,4651154.2477358915,road
699127.065763716,4651154.811991487,road
699101.0993916538,4651154.787797745,road
699075.2980216674,4651152.18342737,road
699030.0898190674,4651148.211919026,road
698979.2569561077,4651172.869266458,road
698965.2955830148,4651190.718708561,road
698966.529894023,4651189.078996004,road
698990.7007501828,4651221.128604436,road
699002.9420999482,4651195.547242335,road
698985.9658948269,4651175.758040471,road
698964.6056441444,4651182.680241731,road
699004.1439266618,4651191.897007197,road
699028.4720809627,4651193.710487314,road
699052.8742700982,4651198.1752474345,road
699077.4298836187,4651201.699306682,road
699101.7347747945,4651206.597929627,road
699126.1940387777,4651210.814125462,road
699150.7797502278,4651214.343349891,road
699085.0106073361,4651240.22537822,road
699054.9546860738,4651230.642368635,road
699030.4649117548,4651210.2735269815,road
699003.3773106707,4651194.2254027845,road
698640.5590105798,4650992.95874943,road
698662.7036185722,4650993.048073573,road
698683.9373320563,4650996.829286932,road
698704.7888826176,4650993.696218219,road
698727.0799838451,4650994.320897334,road
698748.6661385859,4650997.050085186,road
698770.0760440294,4651000.3054484995,road
698789.8987257276,4651008.299007897,road
698807.661456557,4651019.314933459,road
698827.4520013789,4651027.404391995,road
698847.221006579,4651035.558123468,road
698865.0365468176,4651045.800052018,road
698878.5859963866,4651060.312822459,road
698889.8274232948,4651076.474396999,road
698897.9813845444,4651095.763620847,road
698632.6654468507,4651006.0138492305,road
698652.4537723345,4651015.06497022,road
698673.034807605,4651021.74955225,road
698695.0857660467,4651022.100970687,road
698716.9763305332,4651020.1136970455,road
698738.9207759144,4651022.62827278,road
698759.357464697,4651029.743763006,road
698780.4610957291,4651034.868291059,road
698800.3812911524,4651042.277873349,road
698819.271929613,4651052.42241715,road
698837.4439731357,4651063.509619805,road
698853.5536145753,4651076.055598673,road
698872.3265315219,4651085.772039617,road
698891.1638974703,4651095.318847027,road
698904.7203506964,4651109.759956481,road
698693.6813987691,4651057.243619047,road
698670.2648527558,4651058.658883858,road
698647.0160357902,4651063.0386802405,road
698624.5957334937,4651070.489111619,road
698601.8841074622,4651076.954857196,road
698579.437280461,4651084.148226287,road
698555.9792474267,4651084.585484826,road
698382.3669743645,4651061.888422338,road
698406.6907872445,4651065.534846898,road
698431.0630671686,4651069.80392178,road
698455.1206631302,4651074.844589514,road
698479.1414907435,4651080.511821052,road
698502.7924604161,4651087.727511832,road
698527.2587326932,4651091.013007743,road
698551.5353352199,4651087.647338614,road
698740.3359853196,4651150.820908976,road
698760.9322557885,4651147.282588647,road
698782.2730716432,4651147.880833672,road
698803.1900483492,4651151.122508026,road
698824.5308606231,4651151.720880773,road
698845.8519700357,4651152.128576933,road
698866.9924433071,4651150.787447859,road
698888.0267240733,4651150.065836267,road
698885.0362518593,4651129.165627347,road
698875.0565772543,4651111.677654933,road
698855.1072354834,4651104.783829732,road
698834.9610233858,4651098.323551117,road
698815.3408817966,4651090.265549172,road
698795.6720999579,4651082.320995859,road
698775.620798918,4651075.268582626,road
698755.1695818207,4651069.916163889,road
698734.921744068,4651064.0894201845,road
698714.8274191889,4651057.305136756,road
698693.6813987691,4651057.243619047,road
698398.4852062073,4651134.343964537,road
698418.8765150281,4651139.941351823,road
698437.886378477,4651149.033317441,road
698453.2995439408,4651163.571126628,road
698469.7629194035,4651176.511144613,road
698490.7873440828,4651179.411056511,road
698511.2650501493,4651174.189413381,road
698532.282587033,4651171.163639292,road
698552.7782551402,4651165.79139521,road
698572.426492381,4651157.82635293,road
698592.3513034835,4651150.879760476,road
698613.4612538437,4651148.979752678,road
698634.5624739586,4651147.325974801,road
698655.7899982742,4651146.8585673645,road
698677.0175237318,4651146.391223892,road
698698.2676364771,4651146.741924083,road
698719.5165994036,4651147.051107635,road
698740.3359853196,4651150.820908976,road
698427.2714423164,4651232.995053067,road
698452.0954336873,4651206.712433782,road
698472.955443477,4651177.318754884,road
698426.4796845408,4651232.97289567,road
698448.0688976964,4651234.062393501,road
698469.0502984931,4651238.943796738,road
698490.1013536853,4651243.390625938,road
698510.7599014402,4651248.697236427,road
698532.1017662196,4651251.329925389,road
698553.5854111344,4651252.86332039,road
698574.8244169427,4651250.473048522,road
698596.088796908,4651247.268447041,road
698617.1849255604,4651243.601568348,road
698637.8156710439,4651237.828191611,road
698659.0804097836,4651235.7687065,road
698680.7470440776,4651236.375791557,road
698702.3586549388,4651236.450351643,road
698723.8052043024,4651234.927203195,road
698745.2517576253,4651233.40411899,road
698766.7533328466,4651232.413690868,road
698787.6998124542,4651236.718261622,road
698426.4796845408,4651232.97289567,road
698419.5627751166,4651253.623386285,road
698429.8326255755,4651272.499730177,road
698441.526570817,4651290.780488622,road
