pit_bottom_elev_m,rim_mean_elev_m,rim_max_elev_m,depth_from_rim_mean_m,depth_from_rim_max_m,rim_radius_m,effective_radius_m,diameter_m,aspect_ratio,rim_symmetry_std_m,volume_approx_m3,lrm5_depth_m,lrm11_depth_m,slope_inner_deg,original_index,tile,notes,max_zscore,mean_zscore,mahalanobis,iso_anomaly_score,PC1_depth_volume,PC2_size_vs_slope,PC3_rim_asymmetry,z_depth_from_rim_mean_m,z_depth_from_rim_max_m,z_rim_radius_m,z_effective_radius_m,z_diameter_m,z_aspect_ratio,z_rim_symmetry_std_m,z_volume_approx_m3,z_lrm5_depth_m,z_lrm11_depth_m,z_slope_inner_deg,anomaly_reason,anomaly_reason_zscore,anomaly_rank
460.5462,461.7195,463.0606,1.1733,2.5143,6.0000,5.8310,12.0000,0.0978,0.6953,44.2327,-0.2441,-0.8631,10.8842,87,9t,,1.4271,0.6620,2.7007,0.4481,1.1829,2.4137,-0.1775,1.2545,1.2489,-0.2115,0.2621,-0.2115,1.2852,-0.0064,0.5408,-0.7025,-1.4271,0.1319,lrm11_depth_m,-1.4271,437
453.6608,454.4643,455.3809,0.8035,1.7201,7.5000,6.3246,15.0000,0.0536,0.7653,47.3317,-0.0547,-0.3816,2.4510,358,9t,,1.6046,0.6000,2.7007,0.4127,1.4645,-0.7581,-1.9058,0.2228,0.1287,0.8392,1.6046,0.8392,-0.1935,0.1384,0.6828,0.5762,-0.1296,-1.2452,effective_radius_m,1.6046,438
481.1000,481.7117,482.1919,0.6117,1.0919,5.0000,5.0990,10.0000,0.0612,0.3195,16.0141,-0.1551,-0.4549,7.1149,315,9t,,1.7286,0.6483,2.7002,0.4286,-2.2753,0.6040,0.3419,-0.3124,-0.7573,-0.9120,-1.7286,-0.9120,0.0607,-0.7843,-0.7522,-0.1016,-0.3271,-0.4836,effective_radius_m,-1.7286,439
424.2006,425.2038,425.6042,1.0033,1.4036,4.5000,5.3852,9.0000,0.1115,0.2741,21.2750,-0.2792,-0.7616,15.4272,338,9t,,1.7434,0.9702,2.6979,0.4460,-1.4358,2.8910,0.8650,0.7801,-0.3177,-1.2622,-0.9504,-1.2622,1.7434,-0.8783,-0.5111,-0.9396,-1.1534,0.8738,aspect_ratio,1.7434,440
442.7046,443.0034,443.5228,0.2989,0.8183,7.0000,6.0828,14.0000,0.0213,0.4674,15.3368,-0.1052,-0.1844,4.5033,443,9t,,1.2713,0.7575,2.6923,0.4556,-0.9356,-1.9258,-1.4425,-1.1852,-1.1432,0.4889,0.9470,0.4889,-1.2713,-0.4781,-0.7832,0.2350,0.4018,-0.9101,aspect_ratio,-1.2713,441
483.1604,484.1739,484.5055,1.0135,1.3450,5.5000,6.0000,11.0000,0.0921,0.2049,32.1050,-0.1181,-0.6848,6.8972,13,9t,,1.0965,0.6183,2.6922,0.4372,-0.4301,1.4943,-1.2115,0.8086,-0.4003,-0.5618,0.7219,-0.5618,1.0965,-1.0216,-0.0149,0.1479,-0.9465,-0.5191,aspect_ratio,1.0965,442
541.3588,541.9871,542.9349,0.6283,1.5760,7.5000,5.5210,15.0000,0.0419,1.2145,37.0097,-0.0855,0.0109,22.3562,807,mkf,,2.0052,0.7058,2.6910,0.4246,1.0038,-1.3553,2.1313,-0.2661,-0.0745,0.8392,-0.5809,0.8392,-0.5843,1.0683,0.2098,0.3681,0.9279,2.0052,slope_inner_deg,2.0052,443
524.9116,525.9206,527.1526,1.0090,2.2411,7.5000,5.8310,15.0000,0.0673,1.1213,59.4370,-0.1524,-0.4914,6.4278,685,mk5,,1.2374,0.6438,2.6890,0.4035,2.1521,0.3434,-0.4890,0.7962,0.8635,0.8392,0.2621,0.8392,0.2647,0.8753,1.2374,-0.0834,-0.4254,-0.5958,volume_approx_m3,1.2374,444
634.6243,635.8311,637.6445,1.2068,3.0201,7.5000,6.0828,15.0000,0.0805,1.4279,71.0856,-0.1833,-0.5506,7.8866,746,mk5,,1.9623,1.0143,2.6864,0.4483,3.5039,0.9992,-0.3879,1.3479,1.9623,0.8392,0.9470,0.8392,0.7057,1.5101,1.7711,-0.2919,-0.5850,-0.3576,depth_from_rim_max_m,1.9623,445
467.3247,467.4610,467.6484,0.1363,0.3237,5.0000,5.7439,10.0000,0.0136,0.1335,3.5673,-0.0209,-0.0637,1.3998,483,9t,,1.8408,1.1181,2.6863,0.5080,-3.2534,-1.9602,-1.2895,-1.6389,-1.8408,-0.9120,0.0253,-0.9120,-1.5296,-1.1693,-1.3225,0.8044,0.7270,-1.4168,depth_from_rim_max_m,-1.8408,446
631.2722,632.1199,633.7475,0.8477,2.4753,7.5000,5.3852,15.0000,0.0565,1.3908,49.9347,-0.2002,-0.3857,16.4171,824,mk5,,1.4331,0.7346,2.6836,0.4295,1.9192,0.1266,1.6250,0.3461,1.1938,0.8392,-0.9504,0.8392,-0.0950,1.4331,0.8020,-0.4060,-0.1406,1.0354,rim_symmetry_std_m,1.4331,447
479.7135,480.8488,481.3349,1.1353,1.6214,7.0000,6.0828,14.0000,0.0811,0.2652,58.2561,-0.2203,-0.7856,11.4509,105,9t,,1.2182,0.7159,2.6820,0.4451,1.2791,1.6241,-1.0642,1.1485,-0.0105,0.4889,0.9470,0.4889,0.7272,-0.8968,1.1833,-0.5416,-1.2182,0.2245,lrm11_depth_m,-1.2182,448
479.7152,480.7149,481.1310,0.9997,1.4158,5.0000,5.3852,10.0000,0.1000,0.5014,26.1727,-0.3288,-0.7872,15.6828,383,9t,,1.3587,0.8464,2.6800,0.4404,-0.9520,2.6777,0.9434,0.7702,-0.3005,-0.9120,-0.9504,-0.9120,1.3587,-0.4079,-0.2867,-1.2739,-1.2226,0.9155,aspect_ratio,1.3587,449
543.1418,544.1357,544.7189,0.9939,1.5771,4.5000,5.3852,9.0000,0.1104,0.2693,21.0763,-0.3998,-0.8180,14.9862,577,mk5,,1.7532,1.0254,2.6793,0.4631,-1.4075,3.3343,0.7956,0.7539,-0.0729,-1.2622,-0.9504,-1.2622,1.7086,-0.8882,-0.5202,-1.7532,-1.3055,0.8017,lrm5_depth_m,-1.7532,450
684.9110,685.7388,686.5748,0.8278,1.6638,6.0000,5.3852,12.0000,0.0690,0.4580,31.2058,-0.2670,-0.6068,7.4499,786,mkf,,0.9504,0.4191,2.6781,0.4187,-0.5846,1.2471,-0.0982,0.2904,0.0492,-0.2115,-0.9504,-0.2115,0.3220,-0.4975,-0.0561,-0.8568,-0.7363,-0.4289,effective_radius_m,-0.9504,451
511.1854,511.6149,513.1122,0.4295,1.9268,7.5000,5.8310,15.0000,0.0286,1.3139,25.2981,-0.1031,-0.0239,5.8401,709,mk5,,1.2739,0.6896,2.6718,0.4024,0.7810,-1.9991,-0.1310,-0.8208,0.4203,0.8392,0.2621,0.8392,-1.0277,1.2739,-0.3268,0.2492,0.8344,-0.6918,rim_symmetry_std_m,1.2739,452
480.0324,480.4896,481.6108,0.4571,1.5783,7.5000,6.3246,15.0000,0.0305,0.8609,26.9268,-0.0440,0.0295,2.4783,741,mk5,,1.6046,0.7745,2.6635,0.4223,0.6551,-2.2485,-1.5744,-0.7437,-0.0712,0.8392,1.6046,0.8392,-0.9660,0.3363,-0.2522,0.6485,0.9782,-1.2407,effective_radius_m,1.6046,453
557.9928,558.4376,559.5574,0.4448,1.5646,7.5000,5.3852,15.0000,0.0297,1.1704,26.1987,0.0442,0.2952,16.5689,750,mk5,,1.6942,0.8865,2.6611,0.4311,0.3831,-2.5966,1.8050,-0.7782,-0.0906,0.8392,-0.9504,0.8392,-0.9936,0.9769,-0.2855,1.2436,1.6942,1.0602,lrm11_depth_m,1.6942,454
589.1888,589.4298,590.0103,0.2410,0.8215,4.0000,5.3852,8.0000,0.0301,0.2165,4.0385,-0.0917,-0.1818,4.5187,818,mkf,,1.6124,1.0526,2.6597,0.4612,-3.5329,-0.6861,-0.2005,-1.3466,-1.1387,-1.6124,-0.9504,-1.6124,-0.9776,-0.9976,-1.3009,0.3261,0.4087,-0.9075,rim_radius_m,-1.6124,455
558.7903,559.6304,560.4665,0.8401,1.6762,7.5000,6.0828,15.0000,0.0560,0.5128,49.4889,-0.0635,-0.4753,3.5859,780,mkf,,1.0598,0.5685,2.6559,0.3975,1.1616,-0.3615,-1.6788,0.3250,0.0668,0.8392,0.9470,0.8392,-0.1119,-0.3841,0.7816,0.5168,-0.3820,-1.0598,slope_inner_deg,-1.0598,456
432.0505,432.3898,433.4781,0.3393,1.4276,7.5000,5.9155,15.0000,0.0226,0.9935,19.9861,-0.0605,0.0936,4.0058,322,9t,,1.2288,0.7832,2.6552,0.4111,0.0922,-2.5284,-0.6933,-1.0724,-0.2839,0.8392,0.4920,0.8392,-1.2288,0.6108,-0.5702,0.5370,1.1508,-0.9913,aspect_ratio,-1.2288,457
474.6866,475.1986,475.7562,0.5120,1.0695,7.5000,5.8310,15.0000,0.0341,0.4119,30.1607,-0.1768,-0.4192,8.5761,117,9t,,0.8436,0.5077,2.6534,0.4039,-0.1817,-0.8662,-0.8440,-0.5905,-0.7888,0.8392,0.2621,0.8392,-0.8436,-0.5930,-0.1040,-0.2480,-0.2310,-0.2450,aspect_ratio,-0.8436,458
475.7705,476.7881,477.3417,1.0175,1.5711,5.5000,5.8310,11.0000,0.0925,0.3787,32.2326,-0.1358,-0.7274,6.4489,45,9t,,1.1088,0.5226,2.6530,0.4289,-0.3073,1.6324,-0.8908,0.8198,-0.0814,-0.5618,0.2621,-0.5618,1.1088,-0.6618,-0.0091,0.0284,-1.0613,-0.5923,aspect_ratio,1.1088,459
438.9600,440.1501,440.6902,1.1901,1.7302,7.0000,6.3246,14.0000,0.0850,0.3498,61.0669,-0.1091,-0.6553,6.5134,237,9t,,1.6046,0.7796,2.6513,0.4671,1.6722,1.1265,-1.8286,1.3013,0.1429,0.4889,1.6046,0.4889,0.8581,-0.7217,1.3121,0.2087,-0.8671,-0.5818,effective_radius_m,1.6046,460
436.3494,437.3673,438.0276,1.0179,1.6782,5.5000,5.3852,11.0000,0.0925,0.5246,32.2433,-0.3624,-0.8363,17.4763,508,9t,,1.5007,0.7733,2.6490,0.4544,-0.3838,2.6784,1.0840,0.8208,0.0696,-0.5618,-0.9504,-0.5618,1.1098,-0.3598,-0.0086,-1.5007,-1.3549,1.2084,lrm5_depth_m,-1.5007,461
493.4953,493.6970,494.4573,0.2017,0.9620,7.5000,5.3852,15.0000,0.0134,0.6525,11.8824,-0.0824,0.0271,14.7381,731,mk5,,1.5356,0.8836,2.6475,0.4436,-0.9933,-2.4268,0.9738,-1.4563,-0.9405,0.8392,-0.9504,0.8392,-1.5356,-0.0950,-0.9415,0.3891,0.9716,0.7612,aspect_ratio,-1.5356,462
444.3737,444.9050,446.0869,0.5313,1.7132,7.5000,6.4031,15.0000,0.0354,0.6259,31.2986,-0.0311,-0.1467,1.4360,19,9t,,1.8183,0.7095,2.6422,0.4304,0.7803,-1.7995,-2.0708,-0.5366,0.1190,0.8392,1.8183,0.8392,-0.8005,-0.1502,-0.0519,0.7354,0.5034,-1.4109,effective_radius_m,1.8183,463
545.0345,545.5160,546.8218,0.4814,1.7872,7.5000,6.0828,15.0000,0.0321,1.3655,28.3595,0.0112,0.2199,7.7135,610,mk5,,1.4912,0.8093,2.6420,0.4229,1.1288,-2.6181,-0.1023,-0.6758,0.2234,0.8392,0.9470,0.8392,-0.9118,1.3807,-0.1865,1.0211,1.4912,-0.3858,lrm11_depth_m,1.4912,464
469.8436,471.0432,472.2107,1.1997,2.3672,7.5000,5.8310,15.0000,0.0800,0.7689,70.6668,-0.1916,-0.6495,9.3540,16,9t,,1.7519,0.7468,2.6414,0.4310,2.4382,1.3292,-0.4940,1.3281,1.0413,0.8392,0.2621,0.8392,0.6899,0.1460,1.7519,-0.3479,-0.8516,-0.1180,volume_approx_m3,1.7519,465
548.6772,549.4822,550.6306,0.8049,1.9533,7.5000,6.3246,15.0000,0.0537,1.1384,47.4144,-0.0708,-0.0951,3.5678,554,mk5,,1.6046,0.7207,2.6355,0.4083,1.8925,-1.1475,-1.2947,0.2267,0.4576,0.8392,1.6046,0.8392,-0.1904,0.9108,0.6865,0.4674,0.6424,-1.0628,effective_radius_m,1.6046,466
509.9543,510.4309,511.2747,0.4766,1.3204,5.0000,5.8310,10.0000,0.0477,0.6583,12.4780,-0.0963,-0.3412,4.5483,715,mk5,,0.9142,0.5289,2.6303,0.4350,-1.5763,-0.4013,-0.6577,-0.6893,-0.4351,-0.9120,0.2621,-0.9120,-0.3911,-0.0829,-0.9142,0.2954,-0.0206,-0.9027,volume_approx_m3,-0.9142,467
473.1094,473.8445,474.3641,0.7351,1.2547,5.0000,5.3852,10.0000,0.0735,0.5096,19.2459,-0.3475,-0.6469,12.7846,471,9t,,1.4006,0.6809,2.6274,0.4326,-1.5693,1.7423,0.6482,0.0320,-0.5277,-0.9120,-0.9504,-0.9120,0.4736,-0.3909,-0.6041,-1.4006,-0.8446,0.4422,lrm5_depth_m,-1.4006,468
420.4550,420.7739,421.8492,0.3190,1.3942,7.5000,5.5210,15.0000,0.0213,0.6811,18.7889,-0.0585,-0.1387,3.5801,7,9t,,1.2741,0.7082,2.6240,0.4113,-0.5212,-2.0868,-0.5544,-1.1292,-0.3309,0.8392,-0.5809,0.8392,-1.2741,-0.0359,-0.6250,0.5502,0.5250,-1.0608,aspect_ratio,-1.2741,469
460.5542,461.6859,463.4904,1.1317,2.9361,7.5000,6.0828,15.0000,0.0754,1.0994,66.6599,-0.1996,-0.6303,8.5976,112,9t,,1.8438,0.9079,2.6235,0.4381,3.0429,1.0717,-0.5974,1.1383,1.8438,0.8392,0.9470,0.8392,0.5382,0.8301,1.5684,-0.4021,-0.7997,-0.2415,depth_from_rim_max_m,1.8438,470
666.3218,666.8424,667.8583,0.5206,1.5364,7.5000,6.0828,15.0000,0.0347,1.0975,30.6640,-0.0068,0.1170,4.0052,774,mk5,,1.2139,0.7417,2.6233,0.4067,0.8030,-2.3265,-0.8373,-0.5667,-0.1303,0.8392,0.9470,0.8392,-0.8246,0.8262,-0.0809,0.8992,1.2139,-0.9914,lrm11_depth_m,1.2139,471
568.4550,569.3907,571.1363,0.9358,2.6813,7.5000,6.3638,15.0000,0.0624,1.1826,55.1226,-0.0624,-0.3672,3.5246,819,mkf,,1.7115,0.8449,2.6198,0.4301,2.6894,-0.3873,-1.3889,0.5918,1.4844,0.8392,1.7115,0.8392,0.1014,1.0022,1.0397,0.5242,-0.0909,-1.0699,effective_radius_m,1.7115,472
486.5734,487.3744,487.7193,0.8010,1.1459,4.5000,5.3852,9.0000,0.0890,0.1159,16.9863,-0.1678,-0.5902,8.5921,97,9t,,1.2622,0.7635,2.6175,0.4381,-2.1287,1.6596,-0.0059,0.2158,-0.6811,-1.2622,-0.9504,-1.2622,0.9918,-1.2058,-0.7076,-0.1873,-0.6917,-0.2424,rim_radius_m,-1.2622,473
575.4919,575.6945,576.0908,0.2025,0.5988,7.5000,5.8310,15.0000,0.0135,0.3897,11.9291,-0.0063,0.0146,3.4918,631,mk5,,1.5338,0.9887,2.6138,0.4539,-1.2122,-2.8613,-1.2315,-1.4541,-1.4528,0.8392,0.2621,0.8392,-1.5338,-0.6391,-0.9393,0.9025,0.9381,-1.0752,aspect_ratio,-1.5338,474
470.3592,471.0777,472.5876,0.7185,2.2285,7.5000,6.0828,15.0000,0.0479,0.9015,42.3253,-0.0793,-0.4322,4.8394,76,9t,,0.9470,0.5703,2.6130,0.3912,1.5098,-0.6961,-1.1303,-0.0143,0.8457,0.8392,0.9470,0.8392,-0.3831,0.4205,0.4534,0.4099,-0.2658,-0.8552,effective_radius_m,0.9470,475
594.4576,594.8627,595.5347,0.4050,1.0770,5.0000,6.0828,10.0000,0.0405,0.3906,10.6036,-0.0206,-0.2274,1.0633,770,mk5,,1.4718,0.8427,2.6102,0.4697,-1.8797,-1.0360,-1.5882,-0.8890,-0.7783,-0.9120,0.9470,-0.9120,-0.6306,-0.6372,-1.0001,0.8065,0.2859,-1.4718,slope_inner_deg,-1.4718,476
438.7543,439.4886,439.8888,0.7343,1.1345,5.0000,5.3852,10.0000,0.0734,0.1841,19.2235,-0.1169,-0.4913,6.3451,306,9t,,1.0646,0.6211,2.6101,0.4190,-1.9066,0.8531,-0.2571,0.0296,-0.6972,-0.9120,-0.9504,-0.9120,0.4708,-1.0646,-0.6051,0.1561,-0.4253,-0.6093,rim_symmetry_std_m,-1.0646,477
478.3708,478.8095,479.5931,0.4387,1.2223,7.5000,6.0828,15.0000,0.0292,0.5530,25.8392,-0.0891,-0.0335,11.0583,180,9t,,1.0072,0.6288,2.6004,0.4036,0.1137,-1.8705,-0.5380,-0.7952,-0.5735,0.8392,0.9470,0.8392,-1.0072,-0.3010,-0.3020,0.3436,0.8083,0.1603,aspect_ratio,-1.0072,478
418.4179,419.5925,420.6040,1.1745,2.1860,6.0000,6.0828,12.0000,0.0979,0.6443,44.2787,-0.1535,-0.7408,7.6708,42,9t,,1.2886,0.6308,2.6001,0.4554,1.1319,1.8376,-0.9212,1.2579,0.7859,-0.2115,0.9470,-0.2115,1.2886,-0.1119,0.5429,-0.0911,-1.0975,-0.3928,aspect_ratio,1.2886,479
481.5387,482.3280,484.3149,0.7893,2.7763,7.5000,5.8310,15.0000,0.0526,1.2025,46.4958,-0.1797,-0.4633,7.5739,678,mk5,,1.6183,0.6074,2.5983,0.4044,2.0285,-0.0782,-0.1792,0.1832,1.6183,0.8392,0.2621,0.8392,-0.2252,1.0434,0.6445,-0.2680,-0.3499,-0.4086,depth_from_rim_max_m,1.6183,480
496.4250,496.9160,497.7711,0.4910,1.3461,7.0000,6.0828,14.0000,0.0351,0.3554,25.1928,-0.1614,-0.3221,8.2896,331,9t,,0.9470,0.4812,2.5976,0.4147,-0.2493,-0.9067,-1.0935,-0.6493,-0.3988,0.4889,0.9470,0.4889,-0.8124,-0.7100,-0.3316,-0.1444,0.0307,-0.2918,effective_radius_m,0.9470,481
534.7695,535.3358,536.4289,0.5663,1.6594,7.5000,6.2037,15.0000,0.0378,1.0863,33.3569,-0.0384,0.0801,4.6070,850,mkf,,1.2758,0.6998,2.5950,0.4052,1.0652,-2.0647,-0.9551,-0.4391,0.0430,0.8392,1.2758,0.8392,-0.7226,0.8029,0.0425,0.6862,1.1146,-0.8931,effective_radius_m,1.2758,482
485.2693,486.2032,486.9189,0.9339,1.6496,7.5000,6.3246,15.0000,0.0623,0.5875,55.0112,-0.0641,-0.2097,4.8016,385,9t,,1.6046,0.6334,2.5916,0.4175,1.6252,-0.5418,-1.6743,0.5865,0.0293,0.8392,1.6046,0.8392,0.0972,-0.2295,1.0346,0.5123,0.3335,-0.8613,effective_radius_m,1.6046,483
480.2534,481.3114,482.1118,1.0580,1.8584,5.0000,5.3852,10.0000,0.1058,0.6340,27.6979,-0.3363,-0.8217,13.7461,270,9t,,1.5536,0.8340,2.5901,0.4487,-0.5258,2.9221,0.8625,0.9327,0.3237,-0.9120,-0.9504,-0.9120,1.5536,-0.1332,-0.2168,-1.3246,-1.3156,0.5992,aspect_ratio,1.5536,484
370.9090,371.6409,372.2403,0.7319,1.3314,7.5000,6.0828,15.0000,0.0488,0.4476,43.1126,-0.2404,-0.4310,8.4094,356,9t,,0.9470,0.5129,2.5894,0.4036,0.6750,-0.1328,-1.1831,0.0230,-0.4196,0.8392,0.9470,0.8392,-0.3533,-0.5192,0.4894,-0.6771,-0.2626,-0.2722,effective_radius_m,0.9470,485
488.8585,489.4701,490.3748,0.6116,1.5164,6.5000,5.3852,13.0000,0.0470,0.4051,27.0598,-0.2501,-0.4715,12.3951,203,9t,,0.9504,0.4052,2.5876,0.4105,-0.7058,0.2973,0.4217,-0.3127,-0.1587,0.1387,-0.9504,0.1387,-0.4117,-0.6072,-0.2461,-0.7428,-0.3719,0.3786,effective_radius_m,-0.9504,486
439.5909,440.5908,440.9359,1.0000,1.3450,5.0000,5.8310,10.0000,0.1000,0.3232,26.1791,-0.2585,-0.7686,13.0618,110,9t,,1.3595,0.7399,2.5812,0.4240,-0.7936,2.3435,-0.1226,0.7709,-0.4003,-0.9120,0.2621,-0.9120,1.3595,-0.7766,-0.2864,-0.7993,-1.1724,0.4875,aspect_ratio,1.3595,487
464.7458,465.5602,467.1316,0.8144,2.3858,6.0000,5.8310,12.0000,0.0679,0.8340,30.7030,-0.1636,-0.5567,5.1210,735,mk5,,1.0676,0.3837,2.5778,0.4254,0.4428,0.6884,-0.5877,0.2532,1.0676,-0.2115,0.2621,-0.2115,0.2848,0.2807,-0.0791,-0.1592,-0.6014,-0.8092,depth_from_rim_max_m,1.0676,488
479.2382,479.6508,480.5431,0.4127,1.3050,7.0000,6.0414,14.0000,0.0295,0.3850,21.1746,-0.0709,-0.1411,7.8178,131,9t,,0.9995,0.6050,2.5776,0.4252,-0.4288,-1.6277,-0.9564,-0.8678,-0.4568,0.4889,0.8344,0.4889,-0.9995,-0.6488,-0.5157,0.4666,0.5185,-0.3688,aspect_ratio,-0.9995,489
476.0581,476.8012,477.6195,0.7431,1.5614,5.0000,6.0000,10.0000,0.0743,0.2870,19.4552,-0.1206,-0.5166,7.0916,228,9t,,0.9120,0.5231,2.5766,0.4238,-1.0696,0.8137,-0.9172,0.0543,-0.0951,-0.9120,0.7219,-0.9120,0.5004,-0.8517,-0.5945,0.1314,-0.4934,-0.4874,rim_radius_m,-0.9120,490
401.7300,402.4473,403.2257,0.7173,1.4957,4.0000,5.0990,8.0000,0.0897,0.4765,12.0187,-0.2760,-0.5627,14.0918,339,9t,,1.7286,0.8872,2.5756,0.4710,-2.2686,2.0876,1.4554,-0.0177,-0.1878,-1.6124,-1.7286,-1.6124,1.0139,-0.4594,-0.9352,-0.9177,-0.6177,0.6557,effective_radius_m,-1.7286,491
651.6237,651.8519,652.5883,0.2282,0.9647,7.5000,5.8310,15.0000,0.0152,1.0524,13.4427,0.1164,0.3979,12.1615,773,mk5,,1.9708,1.0346,2.5704,0.4706,-0.2529,-3.7310,0.5604,-1.3824,-0.9368,0.8392,0.2621,0.8392,-1.4765,0.7328,-0.8700,1.7310,1.9708,0.3405,lrm11_depth_m,1.9708,492
474.0017,474.3558,475.1625,0.3541,1.1608,4.5000,5.0990,9.0000,0.0393,0.3532,7.5095,-0.1601,-0.2787,7.9039,141,9t,,1.7286,0.8280,2.5689,0.4530,-2.9500,-0.1040,0.6329,-1.0311,-0.6601,-1.2622,-1.7286,-1.2622,-0.6693,-0.7145,-1.1418,-0.1356,0.1478,-0.3548,effective_radius_m,-1.7286,493
487.9197,489.0217,489.5301,1.1019,1.6104,7.0000,6.3246,14.0000,0.0787,0.2633,56.5429,-0.1314,-0.6554,6.7505,157,9t,,1.6046,0.7077,2.5656,0.4545,1.3416,0.9821,-1.8779,1.0554,-0.0261,0.4889,1.6046,0.4889,0.6474,-0.9006,1.1048,0.0581,-0.8673,-0.5431,effective_radius_m,1.6046,494
445.6600,446.6643,447.5076,1.0043,1.8476,6.5000,6.3246,13.0000,0.0773,0.3843,44.4331,-0.0921,-0.5354,5.2174,52,9t,,1.6046,0.5849,2.5649,0.4504,0.9553,0.6507,-1.7603,0.7829,0.3086,0.1387,1.6046,0.1387,0.5987,-0.6502,0.5500,0.3238,-0.5441,-0.7934,effective_radius_m,1.6046,495
482.6837,483.0287,483.2945,0.3450,0.6108,4.0000,5.0990,8.0000,0.0431,0.1163,5.7811,-0.1426,-0.2775,6.3940,527,9t,,1.7286,1.0167,2.5641,0.4753,-3.7668,0.0131,0.2769,-1.0564,-1.4359,-1.6124,-1.7286,-1.6124,-0.5428,-1.2050,-1.2210,-0.0173,0.1508,-0.6013,effective_radius_m,-1.7286,496
505.3477,506.1940,507.9029,0.8463,2.5552,7.5000,5.8310,15.0000,0.0564,0.9730,49.8484,-0.1131,-0.3864,5.2943,643,mk5,,1.3065,0.5599,2.5595,0.3954,1.8449,-0.2229,-0.6014,0.3420,1.3065,0.8392,0.2621,0.8392,-0.0983,0.5683,0.7981,0.1819,-0.1425,-0.7809,depth_from_rim_max_m,1.3065,497
549.8959,550.8754,551.6265,0.9794,1.7305,7.5000,5.8310,15.0000,0.0653,1.1540,57.6933,-0.0264,-0.0511,17.4487,853,mkf,,1.2039,0.7117,2.5591,0.4228,2.0411,-0.6592,1.0299,0.7136,0.1434,0.8392,0.2621,0.8392,0.1987,0.9431,1.1575,0.7669,0.7610,1.2039,slope_inner_deg,1.2039,498
468.2685,469.2785,469.7753,1.0101,1.5068,4.5000,5.3852,9.0000,0.1122,0.3895,21.4193,-0.3534,-0.7889,16.1696,381,9t,,1.7687,1.0019,2.5563,0.4569,-1.2933,3.1604,1.0323,0.7991,-0.1721,-1.2622,-0.9504,-1.2622,1.7687,-0.6394,-0.5045,-1.4403,-1.2271,0.9950,aspect_ratio,1.7687,499
672.4100,672.8256,673.9130,0.4156,1.5030,7.5000,5.3852,15.0000,0.0277,0.8832,24.4838,-0.1298,-0.1092,7.8060,789,mkf,,1.0585,0.5923,2.5560,0.4071,-0.1466,-1.6300,0.3049,-0.8594,-0.1775,0.8392,-0.9504,0.8392,-1.0585,0.3824,-0.3641,0.0694,0.6044,-0.3707,aspect_ratio,-1.0585,500
475.1004,475.8766,476.4720,0.7762,1.3716,5.5000,5.6569,11.0000,0.0706,0.6363,24.5868,-0.2354,-0.5970,11.4106,47,9t,,0.7100,0.3889,2.5557,0.4146,-0.7714,1.0885,0.1599,0.1464,-0.3629,-0.5618,-0.2114,-0.5618,0.3748,-0.1285,-0.3594,-0.6433,-0.7100,0.2179,lrm11_depth_m,-0.7100,501
461.3122,461.8895,463.3514,0.5772,2.0392,6.0000,5.8310,12.0000,0.0481,0.7022,21.7614,-0.0851,-0.4218,4.4038,412,9t,,0.9263,0.3710,2.5551,0.4256,-0.3033,-0.3765,-0.7372,-0.4086,0.5787,-0.2115,0.2621,-0.2115,-0.3764,0.0078,-0.4888,0.3708,-0.2380,-0.9263,slope_inner_deg,-0.9263,502
466.4254,466.8815,467.2520,0.4561,0.8266,7.0000,6.3246,14.0000,0.0326,0.2455,23.4061,-0.0535,-0.2408,1.5669,538,mk5,,1.6046,0.8119,2.5534,0.4663,-0.5947,-1.6281,-2.3303,-0.7464,-1.1315,0.4889,1.6046,0.4889,-0.8956,-0.9376,-0.4135,0.5842,0.2498,-1.3895,effective_radius_m,1.6046,503
481.5125,482.1160,482.7735,0.6035,1.2609,4.5000,5.8310,9.0000,0.0671,0.4958,12.7967,-0.2174,-0.4708,9.2353,127,9t,,1.2622,0.5679,2.5526,0.4358,-1.7775,0.8506,-0.2230,-0.3354,-0.5189,-1.2622,0.2621,-1.2622,0.2574,-0.4195,-0.8996,-0.5224,-0.3699,-0.1373,rim_radius_m,-1.2622,504
526.2600,526.6122,527.0361,0.3522,0.7761,4.0000,5.0990,8.0000,0.0440,0.2616,5.9007,-0.1428,-0.2108,6.5687,550,mk5,,1.7286,0.9770,2.5525,0.4643,-3.5473,-0.0679,0.4697,-1.0365,-1.2028,-1.6124,-1.7286,-1.6124,-0.5129,-0.9041,-1.2156,-0.0188,0.3306,-0.5728,effective_radius_m,-1.7286,505
455.7517,456.4576,456.7130,0.7059,0.9613,5.5000,6.0828,11.0000,0.0642,0.1387,22.3604,-0.0401,-0.4281,1.1099,72,9t,,1.4642,0.6578,2.5440,0.4522,-1.2808,-0.0451,-1.9692,-0.0497,-0.9415,-0.5618,0.9470,-0.5618,0.1611,-1.1585,-0.4614,0.6746,-0.2548,-1.4642,slope_inner_deg,-1.4642,506
